home_team,away_team,PTS_home,FG%_home,3P%_home,FT%_home,OREB_home,DREB_home,AST_home,STL_home,BLK_home,PTS_away,FG%_away,3P%_away,FT%_away,OREB_away,DREB_away,AST_away,STL_away,BLK_away,winner
BOS,PHI,0.306930693069307,0.39234449760765533,0.38732394366197187,0.5867052023121386,0.41379310344827586,0.6136363636363636,0.29729729729729726,0.3333333333333333,0.2631578947368421,0.17592592592592593,0.2871536523929472,0.13101604278074863,0.4694708276797828,0.19999999999999998,0.6250000000000001,0.23809523809523808,0.36363636363636365,0.25,BOS
GSW,OKC,0.3366336633663367,0.4138755980861244,0.3380281690140845,0.9190751445086704,0.5862068965517241,0.5681818181818182,0.4864864864864865,0.3333333333333333,0.3684210526315789,0.2962962962962963,0.21662468513853905,0.23529411764705882,0.5237449118046134,0.6,0.32500000000000007,0.30952380952380953,0.5454545454545454,0.30000000000000004,GSW
CHA,MIL,0.37623762376237635,0.42344497607655507,0.6056338028169015,0.4739884393063584,0.3103448275862069,0.36363636363636365,0.29729729729729726,0.38095238095238093,0.47368421052631576,0.41666666666666674,0.5465994962216625,0.42513368983957217,0.66078697421981,0.4,0.7500000000000001,0.4285714285714286,0.2272727272727273,0.2,MIL
BKN,DET,0.25742574257425743,0.5239234449760763,0.19014084507042253,0.5404624277456647,0.1724137931034483,0.40909090909090906,0.4864864864864865,0.42857142857142855,0.2631578947368421,0.32407407407407407,0.37027707808564236,0.20855614973262032,0.8154681139755766,0.52,0.4,0.30952380952380953,0.2272727272727273,0.25,DET
IND,MEM,0.36633663366336644,0.7105263157894737,0.5422535211267606,0.33236994219653176,0.4482758620689655,0.6363636363636364,0.5135135135135135,0.09523809523809523,0.3684210526315789,0.13888888888888895,0.05289672544080615,0.3355614973262032,0.7571234735413839,0.24000000000000002,0.125,0.19047619047619047,0.5,0.15000000000000002,IND
MIA,ORL,0.26732673267326734,0.29425837320574166,0.34507042253521125,0.6054913294797688,0.48275862068965514,0.5,0.16216216216216217,0.19047619047619047,0.2631578947368421,0.33333333333333337,0.34760705289672544,0.24866310160427807,0.47489823609226584,0.52,0.525,0.2857142857142857,0.3181818181818182,0.35000000000000003,ORL
ATL,NYK,0.3267326732673268,0.44736842105263164,0.35387323943661975,0.7586705202312138,0.24137931034482757,0.5,0.2432432432432433,0.3333333333333333,0.15789473684210525,0.537037037037037,0.4483627204030227,0.36096256684491973,0.6933514246947083,0.36000000000000004,0.5,0.30952380952380953,0.5454545454545454,0.30000000000000004,NYK
CLE,TOR,0.29702970297029707,0.3133971291866029,0.5123239436619719,0.630057803468208,0.48275862068965514,0.4318181818181819,0.1891891891891892,0.19047619047619047,0.0,0.4444444444444444,0.5340050377833754,0.4411764705882352,0.45725915875169604,0.28,0.475,0.30952380952380953,0.2727272727272727,0.35000000000000003,TOR
HOU,NOP,0.37623762376237635,0.3708133971291865,0.45070422535211263,0.6387283236994219,0.27586206896551724,0.2954545454545454,0.29729729729729726,0.38095238095238093,0.3684210526315789,0.5833333333333333,0.6397984886649875,0.4090909090909091,0.6919945725915873,0.52,0.6,0.6666666666666666,0.36363636363636365,0.15000000000000002,NOP
MIN,SAS,0.3366336633663367,0.3827751196172249,0.420774647887324,0.8395953757225434,0.48275862068965514,0.36363636363636365,0.2702702702702703,0.42857142857142855,0.10526315789473684,0.40740740740740744,0.385390428211587,0.4625668449197861,0.6255088195386702,0.72,0.42500000000000004,0.33333333333333326,0.13636363636363635,0.2,SAS
SAC,UTA,0.4257425742574257,0.5909090909090908,0.5123239436619719,0.5187861271676302,0.1724137931034483,0.36363636363636365,0.1891891891891892,0.38095238095238093,0.15789473684210525,0.5092592592592593,0.6095717884130982,0.517379679144385,0.6431478968792401,0.16,0.5750000000000001,0.30952380952380953,0.36363636363636365,0.2,UTA
DEN,LAC,0.3267326732673268,0.26315789473684204,0.45070422535211263,0.6907514450867049,0.48275862068965514,0.5909090909090909,0.2702702702702703,0.2857142857142857,0.47368421052631576,0.2777777777777778,0.3047858942065491,0.25668449197860965,0.7734056987788329,0.32,0.55,0.30952380952380953,0.13636363636363635,0.45,DEN
DAL,PHX,0.25742574257425743,0.38995215311004783,0.397887323943662,0.5664739884393062,0.3448275862068966,0.2727272727272727,0.4864864864864865,0.3333333333333333,0.2631578947368421,0.4907407407407407,0.6700251889168765,0.6216577540106951,0.8303934871099048,0.19999999999999998,0.55,0.6428571428571428,0.2272727272727273,0.1,PHX
CHI,PHI,0.3366336633663367,0.3995215311004785,0.45070422535211263,0.6387283236994219,0.1724137931034483,0.40909090909090906,0.4864864864864865,0.19047619047619047,0.3157894736842105,0.5462962962962963,0.49370277078085634,0.31951871657754005,0.864314789687924,0.4,0.7000000000000001,0.5238095238095237,0.4545454545454546,0.4,PHI
MIA,WAS,0.38613861386138626,0.29425837320574166,0.4683098591549296,0.6170520231213872,0.7586206896551724,0.38636363636363635,0.4054054054054054,0.2857142857142857,0.2631578947368421,0.40740740740740744,0.48362720403022674,0.2339572192513369,0.6526458616010855,0.24000000000000002,0.42500000000000004,0.26190476190476186,0.3181818181818182,0.75,MIA
LAL,POR,0.4455445544554455,0.5143540669856459,0.27464788732394363,0.6517341040462428,0.27586206896551724,0.5,0.3513513513513514,0.47619047619047616,0.3157894736842105,0.5555555555555556,0.4105793450881612,0.34358288770053474,0.9063772048846674,0.52,0.6,0.30952380952380953,0.4090909090909091,0.5,POR
