home,game_date,Target label,fg_pct_home,fg3_pct_home,oreb_home,dreb_home,ast_home,stl_home,blk_home,tov_home,pts_home,away,fg_pct_away,fg3_pct_away,oreb_away,dreb_away,ast_away,stl_away,blk_away,pts_away,season_type
Memphis Grizzlies,2020-01-20,L,0.447,0.273,15.0,36.0,26.0,8.0,3.0,14.0,116,New Orleans Pelicans,0.477,0.438,5.0,38.0,24.0,7.0,7.0,126,Regular Season
Brooklyn Nets,2020-01-20,L,0.481,0.379,13.0,34.0,22.0,7.0,2.0,22.0,111,Philadelphia 76ers,0.447,0.333,12.0,31.0,30.0,12.0,6.0,117,Regular Season
Houston Rockets,2020-01-20,L,0.443,0.2,9.0,34.0,21.0,6.0,7.0,11.0,107,Oklahoma City Thunder,0.435,0.375,7.0,40.0,14.0,8.0,6.0,112,Regular Season
Miami Heat,2020-01-20,W,0.506,0.381,5.0,37.0,26.0,9.0,3.0,21.0,118,Sacramento Kings,0.415,0.255,16.0,33.0,27.0,11.0,3.0,113,Regular Season
Phoenix Suns,2020-01-20,L,0.525,0.364,8.0,35.0,26.0,3.0,3.0,14.0,118,San Antonio Spurs,0.494,0.548,6.0,25.0,30.0,12.0,7.0,120,Regular Season
Washington Wizards,2020-01-20,W,0.512,0.375,6.0,38.0,22.0,9.0,6.0,20.0,106,Detroit Pistons,0.427,0.313,11.0,30.0,19.0,10.0,5.0,100,Regular Season
Dallas Mavericks,2020-01-21,L,0.429,0.279,12.0,37.0,23.0,7.0,8.0,13.0,107,LA Clippers,0.371,0.316,20.0,37.0,19.0,9.0,3.0,110,Regular Season
Golden State Warriors,2020-01-22,L,0.398,0.261,11.0,26.0,20.0,5.0,5.0,8.0,96,Utah Jazz,0.538,0.425,15.0,41.0,31.0,5.0,3.0,129,Regular Season
Phoenix Suns,2020-01-22,L,0.357,0.2,9.0,35.0,13.0,7.0,3.0,13.0,87,Indiana Pacers,0.536,0.45,4.0,38.0,26.0,8.0,8.0,112,Regular Season
Detroit Pistons,2020-01-22,W,0.534,0.414,3.0,45.0,19.0,9.0,4.0,17.0,127,Sacramento Kings,0.429,0.286,12.0,33.0,23.0,10.0,1.0,106,Regular Season
Orlando Magic,2020-01-22,L,0.478,0.4,11.0,28.0,26.0,9.0,3.0,15.0,114,Oklahoma City Thunder,0.605,0.474,0.0,36.0,22.0,10.0,7.0,120,Regular Season
New York Knicks,2020-01-22,L,0.409,0.324,13.0,34.0,24.0,4.0,4.0,17.0,92,Los Angeles Lakers,0.439,0.333,11.0,32.0,18.0,13.0,8.0,100,Regular Season
Atlanta Hawks,2020-01-22,W,0.353,0.314,23.0,40.0,21.0,8.0,3.0,15.0,102,LA Clippers,0.423,0.19,8.0,37.0,19.0,5.0,8.0,95,Regular Season
Chicago Bulls,2020-01-22,W,0.464,0.3,12.0,38.0,21.0,9.0,2.0,13.0,117,Minnesota Timberwolves,0.477,0.341,10.0,33.0,27.0,7.0,3.0,110,Regular Season
Miami Heat,2020-01-22,W,0.506,0.515,6.0,37.0,29.0,3.0,6.0,16.0,134,Washington Wizards,0.505,0.31,7.0,34.0,30.0,10.0,5.0,129,Regular Season
Houston Rockets,2020-01-22,W,0.472,0.448,18.0,35.0,26.0,10.0,7.0,19.0,121,Denver Nuggets,0.457,0.357,13.0,27.0,25.0,12.0,6.0,105,Regular Season
Toronto Raptors,2020-01-22,W,0.465,0.394,8.0,45.0,27.0,6.0,2.0,12.0,107,Philadelphia 76ers,0.381,0.391,8.0,37.0,25.0,8.0,6.0,95,Regular Season
Boston Celtics,2020-01-22,W,0.506,0.438,9.0,35.0,32.0,11.0,9.0,11.0,119,Memphis Grizzlies,0.424,0.344,5.0,35.0,24.0,7.0,8.0,95,Regular Season
New Orleans Pelicans,2020-01-22,L,0.464,0.389,8.0,33.0,26.0,6.0,3.0,14.0,117,San Antonio Spurs,0.506,0.407,9.0,35.0,17.0,7.0,4.0,121,Regular Season
Cleveland Cavaliers,2020-01-23,L,0.458,0.333,10.0,26.0,24.0,7.0,1.0,9.0,112,Washington Wizards,0.553,0.444,7.0,34.0,28.0,3.0,3.0,124,Regular Season
Portland Trail Blazers,2020-01-23,L,0.505,0.538,11.0,32.0,20.0,4.0,4.0,15.0,125,Dallas Mavericks,0.516,0.468,12.0,29.0,27.0,5.0,7.0,133,Regular Season
Brooklyn Nets,2020-01-23,L,0.44,0.457,8.0,33.0,30.0,12.0,3.0,16.0,113,Los Angeles Lakers,0.5,0.5,11.0,41.0,28.0,9.0,6.0,128,Regular Season
San Antonio Spurs,2020-01-24,L,0.423,0.2,10.0,33.0,19.0,9.0,8.0,14.0,99,Phoenix Suns,0.464,0.276,10.0,32.0,25.0,6.0,4.0,103,Regular Season
Detroit Pistons,2020-01-24,L,0.429,0.344,10.0,27.0,23.0,8.0,1.0,8.0,112,Memphis Grizzlies,0.544,0.5,8.0,41.0,27.0,6.0,4.0,125,Regular Season
New Orleans Pelicans,2020-01-24,L,0.463,0.444,12.0,33.0,24.0,8.0,7.0,17.0,106,Denver Nuggets,0.377,0.317,24.0,32.0,26.0,14.0,6.0,113,Regular Season
Chicago Bulls,2020-01-24,L,0.392,0.216,8.0,35.0,23.0,6.0,4.0,21.0,81,Sacramento Kings,0.432,0.313,7.0,35.0,24.0,8.0,8.0,98,Regular Season
Miami Heat,2020-01-24,L,0.43,0.295,9.0,36.0,25.0,4.0,4.0,9.0,117,LA Clippers,0.457,0.457,11.0,37.0,33.0,5.0,3.0,122,Regular Season
Minnesota Timberwolves,2020-01-24,L,0.49,0.344,13.0,38.0,28.0,8.0,8.0,17.0,124,Houston Rockets,0.516,0.344,5.0,30.0,24.0,11.0,9.0,131,Regular Season
New York Knicks,2020-01-24,L,0.494,0.361,14.0,32.0,26.0,5.0,4.0,16.0,112,Toronto Raptors,0.506,0.486,5.0,26.0,25.0,10.0,6.0,118,Regular Season
Orlando Magic,2020-01-24,L,0.4,0.324,13.0,33.0,18.0,5.0,1.0,14.0,98,Boston Celtics,0.465,0.4,9.0,35.0,27.0,10.0,7.0,109,Regular Season
Oklahoma City Thunder,2020-01-24,W,0.581,0.56,6.0,39.0,28.0,6.0,5.0,14.0,140,Atlanta Hawks,0.457,0.306,10.0,27.0,24.0,6.0,7.0,111,Regular Season
Golden State Warriors,2020-01-24,L,0.488,0.487,7.0,31.0,31.0,6.0,3.0,20.0,118,Indiana Pacers,0.575,0.607,5.0,31.0,35.0,15.0,4.0,129,Regular Season
Charlotte Hornets,2020-01-24,L,0.372,0.359,8.0,31.0,24.0,6.0,3.0,13.0,103,Milwaukee Bucks,0.506,0.278,12.0,41.0,26.0,8.0,8.0,116,Regular Season
Cleveland Cavaliers,2020-01-25,L,0.5,0.433,11.0,32.0,30.0,5.0,1.0,21.0,106,Chicago Bulls,0.518,0.364,7.0,29.0,24.0,15.0,2.0,118,Regular Season
Minnesota Timberwolves,2020-01-25,L,0.444,0.279,7.0,34.0,33.0,9.0,4.0,13.0,104,Oklahoma City Thunder,0.488,0.458,3.0,40.0,20.0,8.0,9.0,113,Regular Season
Philadelphia 76ers,2020-01-25,W,0.526,0.351,8.0,33.0,19.0,12.0,3.0,23.0,108,Los Angeles Lakers,0.461,0.194,6.0,29.0,23.0,12.0,1.0,91,Regular Season
Utah Jazz,2020-01-25,W,0.44,0.349,12.0,42.0,22.0,5.0,6.0,13.0,112,Dallas Mavericks,0.433,0.39,10.0,34.0,19.0,6.0,3.0,107,Regular Season
Detroit Pistons,2020-01-25,L,0.413,0.371,14.0,38.0,20.0,5.0,3.0,8.0,111,Brooklyn Nets,0.447,0.357,11.0,44.0,19.0,3.0,5.0,121,Regular Season
Denver Nuggets,2020-01-26,W,0.473,0.393,11.0,31.0,28.0,10.0,3.0,15.0,117,Houston Rockets,0.455,0.333,15.0,29.0,19.0,6.0,7.0,110,Regular Season
Memphis Grizzlies,2020-01-26,W,0.524,0.421,8.0,38.0,25.0,10.0,8.0,26.0,114,Phoenix Suns,0.38,0.379,12.0,30.0,23.0,14.0,7.0,109,Regular Season
New Orleans Pelicans,2020-01-26,W,0.478,0.444,18.0,36.0,31.0,7.0,5.0,20.0,123,Boston Celtics,0.461,0.242,7.0,30.0,21.0,6.0,5.0,108,Regular Season
Orlando Magic,2020-01-26,L,0.358,0.219,16.0,28.0,27.0,9.0,7.0,7.0,97,LA Clippers,0.468,0.433,12.0,41.0,20.0,2.0,7.0,112,Regular Season
New York Knicks,2020-01-26,W,0.533,0.316,14.0,34.0,19.0,7.0,8.0,15.0,110,Brooklyn Nets,0.42,0.333,7.0,27.0,21.0,6.0,4.0,97,Regular Season
San Antonio Spurs,2020-01-26,L,0.415,0.432,7.0,41.0,27.0,5.0,8.0,17.0,106,Toronto Raptors,0.414,0.32,14.0,36.0,31.0,11.0,2.0,110,Regular Season
Atlanta Hawks,2020-01-26,W,0.581,0.429,12.0,36.0,30.0,7.0,3.0,15.0,152,Washington Wizards,0.477,0.333,8.0,26.0,20.0,5.0,7.0,133,Regular Season
Portland Trail Blazers,2020-01-26,W,0.544,0.571,12.0,31.0,27.0,1.0,7.0,17.0,139,Indiana Pacers,0.516,0.464,6.0,25.0,31.0,5.0,2.0,129,Regular Season
Chicago Bulls,2020-01-27,W,0.452,0.378,14.0,36.0,28.0,8.0,2.0,12.0,110,San Antonio Spurs,0.463,0.4,12.0,35.0,21.0,2.0,6.0,109,Regular Season
Miami Heat,2020-01-27,W,0.532,0.5,3.0,38.0,31.0,2.0,9.0,12.0,113,Orlando Magic,0.371,0.297,11.0,30.0,23.0,7.0,6.0,92,Regular Season
Oklahoma City Thunder,2020-01-27,L,0.395,0.4,6.0,42.0,23.0,2.0,4.0,10.0,97,Dallas Mavericks,0.414,0.373,12.0,44.0,21.0,3.0,3.0,107,Regular Season
Minnesota Timberwolves,2020-01-27,L,0.483,0.5,10.0,35.0,29.0,7.0,8.0,22.0,129,Sacramento Kings,0.5,0.45,9.0,35.0,27.0,6.0,8.0,133,Regular Season
Utah Jazz,2020-01-27,L,0.506,0.286,2.0,36.0,24.0,7.0,3.0,18.0,117,Houston Rockets,0.469,0.375,6.0,34.0,14.0,11.0,4.0,126,Regular Season
Detroit Pistons,2020-01-27,L,0.452,0.343,9.0,28.0,18.0,8.0,7.0,18.0,100,Cleveland Cavaliers,0.5,0.375,11.0,34.0,25.0,9.0,6.0,115,Regular Season
Philadelphia 76ers,2020-01-28,W,0.512,0.344,2.0,42.0,28.0,5.0,3.0,16.0,115,Golden State Warriors,0.425,0.375,6.0,34.0,29.0,6.0,3.0,104,Regular Season
Toronto Raptors,2020-01-28,W,0.495,0.302,10.0,42.0,26.0,10.0,6.0,13.0,130,Atlanta Hawks,0.446,0.255,10.0,34.0,28.0,10.0,2.0,114,Regular Season
Charlotte Hornets,2020-01-28,W,0.386,0.25,16.0,35.0,22.0,5.0,4.0,14.0,97,New York Knicks,0.442,0.281,8.0,34.0,17.0,5.0,7.0,92,Regular Season
Miami Heat,2020-01-28,L,0.371,0.243,11.0,34.0,15.0,11.0,2.0,11.0,101,Boston Celtics,0.47,0.361,11.0,37.0,24.0,5.0,8.0,109,Regular Season
Milwaukee Bucks,2020-01-28,W,0.556,0.514,11.0,35.0,31.0,3.0,3.0,15.0,151,Washington Wizards,0.468,0.438,11.0,24.0,28.0,6.0,6.0,131,Regular Season
Cleveland Cavaliers,2020-01-28,L,0.433,0.324,14.0,32.0,25.0,7.0,2.0,14.0,111,New Orleans Pelicans,0.534,0.382,7.0,34.0,29.0,9.0,11.0,125,Regular Season
Dallas Mavericks,2020-01-28,L,0.446,0.212,8.0,25.0,19.0,6.0,0.0,17.0,104,Phoenix Suns,0.593,0.429,8.0,31.0,34.0,10.0,4.0,133,Regular Season
Memphis Grizzlies,2020-01-28,W,0.561,0.333,6.0,35.0,32.0,12.0,11.0,16.0,104,Denver Nuggets,0.372,0.378,13.0,31.0,23.0,9.0,4.0,96,Regular Season
Indiana Pacers,2020-01-29,W,0.517,0.259,13.0,33.0,26.0,8.0,2.0,19.0,115,Chicago Bulls,0.529,0.182,6.0,28.0,26.0,10.0,3.0,106,Regular Season
San Antonio Spurs,2020-01-29,W,0.561,0.258,4.0,31.0,23.0,5.0,2.0,9.0,127,Utah Jazz,0.44,0.368,12.0,31.0,18.0,4.0,0.0,120,Regular Season
Sacramento Kings,2020-01-29,L,0.462,0.231,11.0,28.0,22.0,6.0,2.0,14.0,100,Oklahoma City Thunder,0.5,0.441,10.0,35.0,32.0,9.0,5.0,120,Regular Season
Brooklyn Nets,2020-01-29,W,0.506,0.385,8.0,29.0,26.0,8.0,7.0,10.0,125,Detroit Pistons,0.506,0.385,9.0,32.0,25.0,6.0,5.0,115,Regular Season
Portland Trail Blazers,2020-01-29,W,0.517,0.361,10.0,40.0,24.0,8.0,8.0,19.0,125,Houston Rockets,0.426,0.362,9.0,30.0,21.0,8.0,5.0,112,Regular Season
New York Knicks,2020-01-29,L,0.429,0.321,11.0,35.0,26.0,9.0,6.0,18.0,106,Memphis Grizzlies,0.5,0.464,7.0,37.0,25.0,7.0,3.0,127,Regular Season
Atlanta Hawks,2020-01-30,W,0.483,0.314,10.0,38.0,29.0,5.0,4.0,16.0,127,Philadelphia 76ers,0.463,0.29,8.0,34.0,22.0,11.0,2.0,117,Regular Season
Cleveland Cavaliers,2020-01-30,L,0.467,0.361,15.0,37.0,23.0,7.0,3.0,23.0,109,Toronto Raptors,0.488,0.375,9.0,28.0,23.0,13.0,3.0,115,Regular Season
Denver Nuggets,2020-01-30,W,0.471,0.333,8.0,35.0,25.0,7.0,5.0,10.0,106,Utah Jazz,0.462,0.459,5.0,30.0,24.0,4.0,6.0,100,Regular Season
Boston Celtics,2020-01-30,W,0.477,0.429,14.0,37.0,27.0,12.0,4.0,23.0,119,Golden State Warriors,0.429,0.308,3.0,27.0,24.0,11.0,6.0,104,Regular Season
LA Clippers,2020-01-30,L,0.38,0.419,11.0,28.0,26.0,6.0,6.0,15.0,103,Sacramento Kings,0.5,0.512,11.0,36.0,27.0,11.0,8.0,124,Regular Season
Washington Wizards,2020-01-30,W,0.477,0.378,19.0,38.0,24.0,3.0,6.0,20.0,121,Charlotte Hornets,0.434,0.3,16.0,22.0,32.0,9.0,4.0,107,Regular Season
Phoenix Suns,2020-01-31,L,0.474,0.375,11.0,29.0,20.0,6.0,6.0,20.0,107,Oklahoma City Thunder,0.433,0.226,15.0,26.0,26.0,13.0,4.0,111,Regular Season
Brooklyn Nets,2020-01-31,W,0.625,0.484,5.0,32.0,31.0,8.0,5.0,20.0,133,Chicago Bulls,0.488,0.353,11.0,27.0,27.0,7.0,3.0,118,Regular Season
Houston Rockets,2020-01-31,W,0.459,0.467,7.0,30.0,25.0,11.0,5.0,7.0,128,Dallas Mavericks,0.478,0.389,14.0,38.0,29.0,2.0,9.0,121,Regular Season
Detroit Pistons,2020-01-31,L,0.354,0.306,13.0,32.0,18.0,5.0,6.0,17.0,92,Toronto Raptors,0.518,0.333,7.0,35.0,26.0,6.0,7.0,105,Regular Season
Milwaukee Bucks,2020-01-31,L,0.453,0.3,7.0,39.0,29.0,7.0,5.0,13.0,115,Denver Nuggets,0.48,0.478,7.0,43.0,29.0,8.0,10.0,127,Regular Season
Los Angeles Lakers,2020-01-31,L,0.469,0.344,19.0,43.0,28.0,2.0,10.0,19.0,119,Portland Trail Blazers,0.505,0.361,6.0,34.0,25.0,10.0,8.0,127,Regular Season
New Orleans Pelicans,2020-01-31,W,0.537,0.441,16.0,41.0,30.0,8.0,4.0,19.0,139,Memphis Grizzlies,0.469,0.194,11.0,23.0,17.0,10.0,8.0,111,Regular Season
San Antonio Spurs,2020-02-01,W,0.517,0.357,7.0,37.0,27.0,13.0,2.0,12.0,114,Charlotte Hornets,0.422,0.278,6.0,31.0,29.0,5.0,7.0,90,Regular Season
Dallas Mavericks,2020-02-01,W,0.468,0.513,10.0,43.0,26.0,6.0,8.0,9.0,123,Atlanta Hawks,0.407,0.303,10.0,40.0,19.0,6.0,4.0,100,Regular Season
Sacramento Kings,2020-02-01,L,0.429,0.318,13.0,31.0,21.0,5.0,4.0,16.0,113,Los Angeles Lakers,0.512,0.442,11.0,35.0,33.0,10.0,5.0,129,Regular Season
Cleveland Cavaliers,2020-02-01,L,0.432,0.364,13.0,33.0,26.0,8.0,3.0,16.0,112,Golden State Warriors,0.533,0.514,10.0,34.0,39.0,11.0,10.0,131,Regular Season
Orlando Magic,2020-02-01,L,0.398,0.273,7.0,32.0,21.0,5.0,5.0,10.0,89,Miami Heat,0.429,0.455,10.0,38.0,24.0,6.0,8.0,102,Regular Season
Portland Trail Blazers,2020-02-01,W,0.511,0.517,14.0,37.0,20.0,4.0,5.0,12.0,124,Utah Jazz,0.426,0.439,11.0,26.0,19.0,6.0,4.0,107,Regular Season
Washington Wizards,2020-02-01,W,0.44,0.281,18.0,33.0,21.0,9.0,8.0,10.0,113,Brooklyn Nets,0.415,0.34,12.0,41.0,25.0,5.0,7.0,107,Regular Season
Indiana Pacers,2020-02-01,L,0.421,0.333,4.0,30.0,21.0,4.0,1.0,11.0,85,New York Knicks,0.415,0.269,14.0,43.0,19.0,5.0,1.0,92,Regular Season
LA Clippers,2020-02-01,W,0.459,0.353,12.0,38.0,20.0,8.0,7.0,13.0,118,Minnesota Timberwolves,0.405,0.179,6.0,38.0,24.0,9.0,4.0,106,Regular Season
Boston Celtics,2020-02-01,W,0.475,0.267,9.0,33.0,15.0,9.0,2.0,11.0,116,Philadelphia 76ers,0.369,0.212,13.0,34.0,15.0,6.0,3.0,95,Regular Season
Toronto Raptors,2020-02-02,W,0.56,0.471,12.0,34.0,28.0,6.0,5.0,15.0,129,Chicago Bulls,0.389,0.313,17.0,24.0,25.0,10.0,0.0,102,Regular Season
Milwaukee Bucks,2020-02-02,W,0.495,0.395,16.0,44.0,30.0,4.0,12.0,17.0,129,Phoenix Suns,0.394,0.261,15.0,34.0,20.0,8.0,3.0,108,Regular Season
Detroit Pistons,2020-02-02,W,0.511,0.452,11.0,32.0,33.0,4.0,2.0,12.0,128,Denver Nuggets,0.5,0.313,14.0,33.0,30.0,7.0,7.0,123,Regular Season
Houston Rockets,2020-02-02,W,0.39,0.314,11.0,32.0,22.0,14.0,3.0,8.0,117,New Orleans Pelicans,0.447,0.303,16.0,47.0,21.0,6.0,6.0,109,Regular Season
Memphis Grizzlies,2020-02-03,W,0.467,0.118,7.0,40.0,27.0,6.0,12.0,11.0,96,Detroit Pistons,0.347,0.308,16.0,35.0,21.0,6.0,2.0,82,Regular Season
Charlotte Hornets,2020-02-03,L,0.461,0.29,15.0,31.0,24.0,8.0,2.0,12.0,100,Orlando Magic,0.538,0.471,8.0,29.0,35.0,7.0,3.0,112,Regular Season
Atlanta Hawks,2020-02-03,L,0.5,0.4,6.0,26.0,22.0,9.0,6.0,17.0,115,Boston Celtics,0.533,0.414,11.0,33.0,21.0,10.0,5.0,123,Regular Season
Sacramento Kings,2020-02-03,W,0.507,0.519,7.0,27.0,26.0,7.0,7.0,17.0,113,Minnesota Timberwolves,0.435,0.342,14.0,31.0,25.0,12.0,6.0,109,Regular Season
Indiana Pacers,2020-02-03,L,0.458,0.206,8.0,32.0,28.0,7.0,6.0,4.0,103,Dallas Mavericks,0.419,0.4,12.0,39.0,20.0,3.0,2.0,112,Regular Season
Cleveland Cavaliers,2020-02-03,L,0.565,0.514,5.0,29.0,34.0,6.0,3.0,15.0,134,New York Knicks,0.559,0.385,12.0,34.0,33.0,11.0,1.0,139,Regular Season
Washington Wizards,2020-02-03,L,0.506,0.409,2.0,33.0,28.0,6.0,4.0,11.0,117,Golden State Warriors,0.494,0.5,12.0,32.0,31.0,8.0,6.0,125,Regular Season
Brooklyn Nets,2020-02-03,W,0.483,0.441,10.0,34.0,28.0,8.0,5.0,17.0,119,Phoenix Suns,0.433,0.353,14.0,29.0,23.0,7.0,6.0,97,Regular Season
Miami Heat,2020-02-03,W,0.565,0.5,6.0,29.0,27.0,8.0,1.0,3.0,137,Philadelphia 76ers,0.434,0.342,14.0,30.0,24.0,3.0,1.0,106,Regular Season
LA Clippers,2020-02-03,W,0.464,0.407,5.0,46.0,28.0,3.0,2.0,12.0,108,San Antonio Spurs,0.421,0.324,6.0,40.0,21.0,5.0,9.0,105,Regular Season
Houston Rockets,2020-02-04,W,0.443,0.333,7.0,34.0,25.0,11.0,5.0,5.0,125,Charlotte Hornets,0.47,0.394,12.0,41.0,22.0,2.0,2.0,110,Regular Season
New Orleans Pelicans,2020-02-04,L,0.384,0.286,8.0,41.0,26.0,10.0,6.0,17.0,108,Milwaukee Bucks,0.471,0.306,8.0,45.0,34.0,11.0,7.0,120,Regular Season
Los Angeles Lakers,2020-02-04,W,0.588,0.429,12.0,46.0,28.0,5.0,4.0,14.0,129,San Antonio Spurs,0.44,0.481,7.0,21.0,21.0,6.0,2.0,102,Regular Season
Denver Nuggets,2020-02-04,W,0.511,0.5,12.0,38.0,30.0,5.0,7.0,14.0,127,Portland Trail Blazers,0.396,0.29,9.0,27.0,16.0,5.0,6.0,99,Regular Season
Minnesota Timberwolves,2020-02-05,L,0.495,0.257,6.0,27.0,18.0,13.0,7.0,17.0,120,Atlanta Hawks,0.524,0.406,7.0,37.0,23.0,7.0,4.0,127,Regular Season
Detroit Pistons,2020-02-05,W,0.484,0.429,14.0,28.0,31.0,9.0,2.0,9.0,116,Phoenix Suns,0.545,0.462,7.0,30.0,29.0,4.0,5.0,108,Regular Season
Utah Jazz,2020-02-05,L,0.419,0.359,7.0,39.0,20.0,5.0,1.0,14.0,95,Denver Nuggets,0.433,0.233,13.0,39.0,23.0,8.0,5.0,98,Regular Season
Dallas Mavericks,2020-02-05,L,0.362,0.395,12.0,30.0,19.0,5.0,6.0,9.0,107,Memphis Grizzlies,0.528,0.48,10.0,42.0,27.0,6.0,4.0,121,Regular Season
Boston Celtics,2020-02-05,W,0.535,0.565,6.0,35.0,23.0,10.0,6.0,13.0,116,Orlando Magic,0.427,0.419,9.0,30.0,20.0,10.0,6.0,100,Regular Season
Oklahoma City Thunder,2020-02-05,W,0.469,0.346,5.0,35.0,21.0,9.0,6.0,12.0,109,Cleveland Cavaliers,0.461,0.395,9.0,36.0,31.0,4.0,2.0,103,Regular Season
LA Clippers,2020-02-05,W,0.506,0.444,8.0,43.0,35.0,6.0,5.0,14.0,128,Miami Heat,0.43,0.381,10.0,36.0,29.0,7.0,2.0,111,Regular Season
Brooklyn Nets,2020-02-05,W,0.51,0.412,14.0,51.0,29.0,4.0,1.0,15.0,129,Golden State Warriors,0.365,0.128,7.0,27.0,20.0,6.0,7.0,88,Regular Season
Toronto Raptors,2020-02-05,W,0.5,0.375,7.0,30.0,27.0,12.0,0.0,10.0,119,Indiana Pacers,0.524,0.487,8.0,34.0,29.0,6.0,5.0,118,Regular Season
Chicago Bulls,2020-02-06,L,0.495,0.448,11.0,29.0,25.0,11.0,1.0,16.0,119,New Orleans Pelicans,0.563,0.421,9.0,36.0,38.0,12.0,7.0,125,Regular Season
Milwaukee Bucks,2020-02-06,W,0.468,0.324,9.0,51.0,19.0,3.0,8.0,14.0,112,Philadelphia 76ers,0.374,0.422,11.0,39.0,24.0,7.0,4.0,101,Regular Season
Portland Trail Blazers,2020-02-06,W,0.533,0.486,9.0,41.0,28.0,2.0,6.0,12.0,125,San Antonio Spurs,0.446,0.357,8.0,31.0,25.0,9.0,3.0,117,Regular Season
Los Angeles Lakers,2020-02-06,L,0.495,0.29,6.0,32.0,33.0,10.0,4.0,16.0,111,Houston Rockets,0.506,0.452,6.0,31.0,20.0,8.0,4.0,121,Regular Season
New York Knicks,2020-02-06,W,0.467,0.3,10.0,29.0,27.0,12.0,5.0,14.0,105,Orlando Magic,0.453,0.29,7.0,32.0,22.0,8.0,9.0,103,Regular Season
Sacramento Kings,2020-02-07,W,0.488,0.432,6.0,30.0,29.0,8.0,3.0,14.0,105,Miami Heat,0.442,0.3,7.0,35.0,21.0,7.0,5.0,97,Regular Season
Utah Jazz,2020-02-07,W,0.495,0.333,13.0,43.0,21.0,6.0,2.0,15.0,117,Portland Trail Blazers,0.454,0.425,10.0,33.0,14.0,9.0,4.0,114,Regular Season
Phoenix Suns,2020-02-07,W,0.558,0.484,10.0,41.0,29.0,10.0,9.0,23.0,127,Houston Rockets,0.341,0.229,8.0,21.0,16.0,8.0,5.0,91,Regular Season
Indiana Pacers,2020-02-07,L,0.453,0.294,11.0,36.0,26.0,5.0,5.0,20.0,106,Toronto Raptors,0.477,0.447,8.0,31.0,28.0,12.0,3.0,115,Regular Season
Boston Celtics,2020-02-07,W,0.43,0.432,11.0,36.0,23.0,5.0,8.0,13.0,112,Atlanta Hawks,0.407,0.333,12.0,34.0,21.0,7.0,8.0,107,Regular Season
Oklahoma City Thunder,2020-02-07,W,0.513,0.217,9.0,33.0,21.0,4.0,6.0,12.0,108,Detroit Pistons,0.427,0.289,14.0,23.0,19.0,7.0,1.0,101,Regular Season
Philadelphia 76ers,2020-02-07,W,0.533,0.56,10.0,40.0,34.0,8.0,11.0,21.0,119,Memphis Grizzlies,0.409,0.238,9.0,31.0,25.0,13.0,6.0,107,Regular Season
Washington Wizards,2020-02-07,W,0.5,0.5,8.0,31.0,28.0,8.0,4.0,13.0,119,Dallas Mavericks,0.462,0.4,15.0,34.0,27.0,7.0,2.0,118,Regular Season
Charlotte Hornets,2020-02-08,L,0.437,0.306,12.0,27.0,15.0,5.0,4.0,11.0,100,Dallas Mavericks,0.506,0.486,11.0,35.0,29.0,5.0,6.0,116,Regular Season
Toronto Raptors,2020-02-08,W,0.474,0.4,13.0,35.0,22.0,6.0,5.0,7.0,119,Brooklyn Nets,0.446,0.364,13.0,33.0,27.0,5.0,5.0,118,Regular Season
Phoenix Suns,2020-02-08,L,0.437,0.281,11.0,30.0,25.0,7.0,4.0,14.0,108,Denver Nuggets,0.549,0.393,8.0,32.0,23.0,7.0,7.0,117,Regular Season
Orlando Magic,2020-02-08,L,0.378,0.25,10.0,36.0,28.0,10.0,6.0,9.0,95,Milwaukee Bucks,0.452,0.385,10.0,52.0,26.0,4.0,5.0,111,Regular Season
Golden State Warriors,2020-02-08,L,0.517,0.406,8.0,25.0,31.0,15.0,6.0,18.0,120,Los Angeles Lakers,0.524,0.483,12.0,35.0,29.0,11.0,2.0,125,Regular Season
Detroit Pistons,2020-02-08,L,0.493,0.448,3.0,25.0,21.0,5.0,7.0,16.0,92,New York Knicks,0.447,0.364,16.0,31.0,24.0,5.0,6.0,95,Regular Season
Sacramento Kings,2020-02-08,W,0.523,0.543,8.0,31.0,25.0,6.0,2.0,11.0,122,San Antonio Spurs,0.506,0.292,8.0,33.0,23.0,7.0,4.0,102,Regular Season
Minnesota Timberwolves,2020-02-08,W,0.547,0.591,9.0,37.0,39.0,8.0,3.0,13.0,142,LA Clippers,0.477,0.346,8.0,35.0,24.0,8.0,5.0,115,Regular Season
Indiana Pacers,2020-02-08,L,0.53,0.346,2.0,35.0,25.0,5.0,9.0,14.0,117,New Orleans Pelicans,0.463,0.395,16.0,37.0,27.0,8.0,2.0,124,Regular Season
Philadelphia 76ers,2020-02-09,W,0.5,0.407,15.0,29.0,29.0,12.0,6.0,16.0,118,Chicago Bulls,0.489,0.375,14.0,28.0,23.0,8.0,3.0,111,Regular Season
Houston Rockets,2020-02-09,L,0.463,0.357,7.0,29.0,20.0,10.0,5.0,8.0,113,Utah Jazz,0.488,0.395,10.0,38.0,25.0,2.0,4.0,114,Regular Season
Atlanta Hawks,2020-02-09,W,0.454,0.35,11.0,39.0,29.0,9.0,8.0,15.0,140,New York Knicks,0.473,0.382,15.0,41.0,30.0,12.0,6.0,135,Regular Season
