date,home,away,team,PTS,FG%,3P%,OREB,DREB,AST,STL,BLK,win
2021-01-22,CLE,BKN,CLE,125,51.7,32.0,13,37,24,7,3,1
2021-01-22,CLE,BKN,BKN,113,48.3,32.6,6,23,23,5,8,0
2021-01-22,DET,HOU,DET,102,37.8,46.9,14,41,17,5,8,0
2021-01-22,DET,HOU,HOU,103,38.9,34.1,14,37,24,7,11,1
2021-01-22,IND,ORL,IND,120,49.5,35.3,8,36,28,9,5,1
2021-01-22,IND,ORL,ORL,118,45.7,45.9,13,36,29,7,3,0
2021-01-22,LAC,OKC,LAC,120,51.2,30.3,9,39,21,8,7,1
2021-01-22,LAC,OKC,OKC,106,47.1,33.3,4,25,24,8,1,0
2021-01-22,MIN,ATL,MIN,98,43.0,25.0,10,30,30,14,8,0
2021-01-22,MIN,ATL,ATL,116,45.8,42.9,13,42,21,9,12,1
2021-01-22,PHI,BOS,PHI,122,55.6,42.9,10,35,23,9,7,1
2021-01-22,PHI,BOS,BOS,110,45.6,40.0,10,22,23,10,5,0
2021-01-22,PHX,DEN,PHX,126,50.0,38.6,9,36,30,7,4,0
2021-01-22,PHX,DEN,DEN,130,51.5,23.1,10,33,32,12,1,1
2021-01-22,SAC,NYK,SAC,103,41.8,35.3,12,43,21,6,14,1
2021-01-22,SAC,NYK,NYK,94,38.3,22.7,16,41,19,2,6,0
2021-01-22,SAS,DAL,SAS,117,46.1,42.9,9,40,21,3,5,0
2021-01-22,SAS,DAL,DAL,122,48.4,35.9,7,35,23,3,2,1
2021-01-22,TOR,MIA,TOR,101,46.4,42.5,12,33,22,11,3,1
2021-01-22,TOR,MIA,MIA,81,42.9,22.6,4,28,19,13,4,0
2021-01-23,BKN,MIA,BKN,128,53.0,51.4,9,38,34,0,6,1
2021-01-23,BKN,MIA,MIA,124,47.2,28.3,2,29,29,7,1,0
2021-01-23,CHI,LAL,CHI,90,39.3,32.0,10,35,18,8,1,0
2021-01-23,CHI,LAL,LAL,101,45.6,21.1,5,37,20,7,4,1
2021-01-23,DAL,HOU,DAL,108,44.6,20.0,10,26,15,7,4,0
2021-01-23,DAL,HOU,HOU,133,54.7,43.2,13,39,28,5,5,1
2021-01-23,DET,PHI,DET,110,43.0,42.4,8,35,25,9,8,0
2021-01-23,DET,PHI,PHI,114,45.8,34.8,12,37,14,10,7,1
2021-01-23,MIN,NOP,MIN,120,42.9,35.3,14,36,23,14,4,1
2021-01-23,MIN,NOP,NOP,110,46.0,30.3,10,32,21,5,4,0
2021-01-23,PHX,DEN,PHX,112,40.2,30.2,7,43,26,8,4,0
2021-01-23,PHX,DEN,DEN,120,41.2,41.7,12,53,22,4,3,1
2021-01-23,UTA,GSW,UTA,127,47.9,40.0,14,43,28,6,4,1
2021-01-23,UTA,GSW,GSW,108,45.2,35.9,4,31,30,6,8,0
2021-01-24,BOS,CLE,BOS,141,55.9,50.0,13,42,26,14,8,1
2021-01-24,BOS,CLE,CLE,103,40.0,30.3,11,23,24,10,8,0
2021-01-24,IND,TOR,IND,102,40.2,33.3,12,35,23,10,8,0
2021-01-24,IND,TOR,TOR,107,41.1,42.9,12,33,24,12,8,1
2021-01-24,LAC,OKC,LAC,108,44.6,30.4,8,38,26,4,2,1
2021-01-24,LAC,OKC,OKC,100,44.2,20.0,12,39,22,7,2,0
2021-01-24,MIL,ATL,MIL,129,54.9,32.3,16,36,32,4,2,1
2021-01-24,MIL,ATL,ATL,115,50.6,35.9,5,22,27,8,4,0
2021-01-24,ORL,CHA,ORL,104,44.8,44.7,11,32,27,4,4,0
2021-01-24,ORL,CHA,CHA,107,47.7,38.9,9,34,28,10,5,1
2021-01-24,POR,NYK,POR,116,47.0,37.0,9,30,19,5,8,1
2021-01-24,POR,NYK,NYK,113,45.3,41.4,13,34,20,9,0,0
2021-01-24,SAS,WAS,SAS,121,50.0,48.4,5,39,27,11,5,1
2021-01-24,SAS,WAS,WAS,101,42.4,33.3,12,38,23,5,5,0
2021-01-25,BKN,MIA,BKN,98,40.0,28.9,6,43,24,6,5,1
2021-01-25,BKN,MIA,MIA,85,36.9,25.6,8,37,20,3,7,0
2021-01-25,CHI,BOS,CHI,103,46.6,43.6,9,32,28,4,7,0
2021-01-25,CHI,BOS,BOS,119,50.6,51.7,6,38,28,9,6,1
2021-01-25,CLE,LAL,CLE,108,46.5,42.9,15,29,19,8,3,0
2021-01-25,CLE,LAL,LAL,115,48.3,31.3,15,25,21,7,7,1
2021-01-25,DAL,DEN,DAL,113,48.8,34.4,8,26,26,11,4,0
2021-01-25,DAL,DEN,DEN,117,50.6,42.9,14,35,25,9,4,1
2021-01-25,DET,PHI,DET,119,50.0,44.7,11,36,22,6,6,1
2021-01-25,DET,PHI,PHI,104,42.6,32.1,13,23,15,12,3,0
2021-01-25,GSW,MIN,GSW,130,49.4,46.7,15,31,21,13,10,1
2021-01-25,GSW,MIN,MIN,108,41.5,33.3,16,31,26,8,5,0
2021-01-25,IND,TOR,IND,129,51.3,41.4,7,38,26,5,8,1
2021-01-25,IND,TOR,TOR,114,40.9,36.8,13,26,24,9,6,0
2021-01-25,ORL,CHA,ORL,117,47.7,51.4,10,39,31,10,3,1
2021-01-25,ORL,CHA,CHA,108,43.8,28.9,11,30,22,5,6,0
2021-01-25,POR,OKC,POR,122,46.9,34.1,15,35,17,6,3,0
2021-01-25,POR,OKC,OKC,125,51.2,45.0,9,34,25,5,6,1
2021-01-26,ATL,LAC,ATL,108,46.3,38.5,9,37,20,7,9,1
2021-01-26,ATL,LAC,LAC,99,40.4,30.8,13,33,23,11,4,0
2021-01-26,HOU,WAS,HOU,107,42.0,32.4,8,36,16,13,4,1
2021-01-26,HOU,WAS,WAS,88,38.8,19.2,12,38,19,7,3,0
2021-01-26,UTA,NYK,UTA,108,40.2,31.3,17,36,24,6,5,1
2021-01-26,UTA,NYK,NYK,94,43.4,37.0,9,35,15,6,4,0
2021-01-27,ATL,BKN,ATL,128,47.9,39.4,12,25,29,3,7,0
2021-01-27,ATL,BKN,BKN,132,53.1,34.4,11,25,29,7,10,1
2021-01-27,CHA,IND,CHA,106,41.1,34.2,11,28,28,3,3,0
2021-01-27,CHA,IND,IND,116,51.1,40.0,11,36,34,1,9,1
2021-01-27,CLE,DET,CLE,122,54.0,52.4,8,29,24,14,7,1
2021-01-27,CLE,DET,DET,107,45.1,40.7,13,27,29,7,5,0
2021-01-27,GSW,MIN,GSW,123,52.9,44.1,11,35,32,11,5,1
2021-01-27,GSW,MIN,MIN,111,42.5,38.9,11,28,23,12,7,0
2021-01-27,MIA,DEN,MIA,82,37.5,28.9,6,32,24,6,3,0
2021-01-27,MIA,DEN,DEN,109,45.7,32.6,12,37,29,14,4,1
2021-01-27,NOP,WAS,NOP,124,51.7,39.5,12,38,27,7,4,1
2021-01-27,NOP,WAS,WAS,106,40.2,34.2,11,28,29,11,2,0
2021-01-27,ORL,SAC,ORL,107,41.7,38.5,17,30,25,8,8,0
2021-01-27,ORL,SAC,SAC,121,48.9,42.4,17,33,30,8,3,1
2021-01-27,PHI,LAL,PHI,107,48.2,36.0,7,31,24,10,7,1
2021-01-27,PHI,LAL,LAL,106,47.7,33.3,6,31,20,5,2,0
2021-01-27,PHX,OKC,PHX,97,37.9,34.9,9,40,19,7,3,0
2021-01-27,PHX,OKC,OKC,102,44.7,40.0,5,43,21,7,8,1
2021-01-27,SAS,BOS,SAS,110,56.1,28.6,9,37,22,5,4,1
2021-01-27,SAS,BOS,BOS,106,42.9,33.3,13,26,15,10,4,0
2021-01-27,TOR,MIL,TOR,108,40.4,40.0,10,36,26,8,8,0
2021-01-27,TOR,MIL,MIL,115,43.0,36.4,14,45,30,9,3,1
2021-01-27,UTA,DAL,UTA,116,46.2,39.0,11,39,20,7,7,1
2021-01-27,UTA,DAL,DAL,104,46.2,34.3,4,32,22,4,7,0
2021-01-28,DET,LAL,DET,107,46.0,38.9,5,33,27,4,2,1
2021-01-28,DET,LAL,LAL,92,40.9,42.9,12,32,25,2,3,0
2021-01-28,HOU,POR,HOU,104,42.2,27.7,10,37,19,8,7,1
2021-01-28,HOU,POR,POR,101,41.9,41.5,10,39,16,6,7,0
2021-01-28,MIA,LAC,MIA,105,44.4,39.4,8,37,24,5,1,0
2021-01-28,MIA,LAC,LAC,109,41.4,40.5,13,42,22,11,4,1
2021-01-28,PHX,GSW,PHX,114,46.6,34.4,9,48,34,7,1,1
2021-01-28,PHX,GSW,GSW,93,38.4,28.9,12,36,21,8,1,0
2021-01-29,CHA,IND,CHA,108,50.6,43.2,9,33,35,7,5,1
2021-01-29,CHA,IND,IND,105,48.3,31.4,9,30,30,7,4,0
2021-01-29,MIN,PHI,MIN,94,42.7,30.3,4,34,20,3,4,0
2021-01-29,MIN,PHI,PHI,118,44.8,50.0,12,39,20,11,6,1
2021-01-29,NOP,MIL,NOP,131,46.9,43.8,12,33,32,7,3,1
2021-01-29,NOP,MIL,MIL,126,50.0,37.1,12,37,29,5,5,0
2021-01-29,NYK,CLE,NYK,102,48.8,37.0,8,33,20,8,6,1
2021-01-29,NYK,CLE,CLE,81,34.5,30.8,14,29,15,8,5,0
2021-01-29,OKC,BKN,OKC,125,46.5,42.1,6,30,23,4,4,0
2021-01-29,OKC,BKN,BKN,147,57.0,42.2,10,40,33,7,4,1
2021-01-29,ORL,LAC,ORL,90,36.0,30.3,12,37,20,6,2,0
2021-01-29,ORL,LAC,LAC,116,48.9,35.1,9,40,25,8,5,1
2021-01-29,SAS,DEN,SAS,119,54.3,43.5,9,32,29,8,1,1
2021-01-29,SAS,DEN,DEN,109,52.6,45.2,7,30,25,8,5,0
2021-01-29,TOR,SAC,TOR,124,48.8,40.6,12,23,20,14,2,0
2021-01-29,TOR,SAC,SAC,126,55.1,44.4,11,27,31,7,5,1
2021-01-29,UTA,DAL,UTA,120,43.7,41.7,17,39,21,8,5,1
2021-01-29,UTA,DAL,DAL,101,43.0,27.3,8,32,20,6,4,0
2021-01-29,WAS,ATL,WAS,100,36.5,25.0,13,34,13,6,4,0
2021-01-29,WAS,ATL,ATL,116,44.8,32.4,12,35,16,5,4,1
2021-01-30,BOS,LAL,BOS,95,48.8,28.6,9,33,24,10,6,0
2021-01-30,BOS,LAL,LAL,96,44.0,29.0,13,32,20,8,4,1
2021-01-30,CHA,MIL,CHA,126,47.8,47.7,7,34,32,8,5,1
2021-01-30,CHA,MIL,MIL,114,48.8,40.0,8,38,22,6,6,0
2021-01-30,CHI,POR,CHI,122,50.6,46.7,11,32,31,5,2,0
2021-01-30,CHI,POR,POR,123,51.1,40.5,9,26,20,11,1,1
2021-01-30,DAL,PHX,DAL,105,53.0,31.0,5,32,22,5,4,0
2021-01-30,DAL,PHX,PHX,111,45.7,45.5,9,33,22,9,0,1
2021-01-30,GSW,DET,GSW,118,52.8,47.2,8,39,34,6,5,1
2021-01-30,GSW,DET,DET,91,37.7,25.0,7,31,17,7,4,0
2021-01-30,MIA,SAC,MIA,105,46.8,34.4,9,30,25,5,4,1
2021-01-30,MIA,SAC,SAC,104,48.2,37.8,12,29,22,12,3,0
2021-01-30,NOP,HOU,NOP,112,45.1,29.3,10,38,27,11,7,0
2021-01-30,NOP,HOU,HOU,126,48.9,43.5,7,38,32,8,5,1
2021-01-30,SAS,MEM,SAS,112,47.0,44.8,8,30,25,7,5,0
2021-01-30,SAS,MEM,MEM,129,56.0,48.6,10,35,34,7,7,1
2021-01-31,DEN,UTA,DEN,128,54.0,64.3,7,32,28,8,2,1
2021-01-31,DEN,UTA,UTA,117,42.7,42.6,10,28,28,3,4,0
2021-01-31,IND,PHI,IND,110,48.8,35.7,9,32,21,6,7,0
2021-01-31,IND,PHI,PHI,119,48.9,30.8,14,30,20,9,8,1
2021-01-31,MIN,CLE,MIN,109,45.1,40.0,7,27,24,10,11,1
2021-01-31,MIN,CLE,CLE,104,48.8,25.0,10,45,20,3,3,0
2021-01-31,NYK,LAC,NYK,115,48.2,37.0,10,26,21,5,5,0
2021-01-31,NYK,LAC,LAC,129,54.3,44.7,7,31,26,2,4,1
2021-01-31,TOR,ORL,TOR,115,45.6,30.8,9,39,27,8,5,1
2021-01-31,TOR,ORL,ORL,102,40.2,36.1,6,36,22,8,5,0
2021-01-31,WAS,BKN,WAS,149,51.9,30.8,11,28,24,10,2,1
2021-01-31,WAS,BKN,BKN,146,56.8,52.8,7,38,33,6,5,0
2021-02-01,ATL,LAL,ATL,99,47.4,37.9,6,30,27,8,3,0
2021-02-01,ATL,LAL,LAL,107,51.9,30.4,4,27,24,10,7,1
2021-02-01,CHI,NYK,CHI,110,47.7,32.4,7,33,30,3,1,1
2021-02-01,CHI,NYK,NYK,102,42.5,20.7,11,34,21,6,6,0
2021-02-01,CLE,MIN,CLE,100,41.7,31.8,15,37,26,4,12,1
2021-02-01,CLE,MIN,MIN,98,39.2,28.9,15,30,20,4,1,0
2021-02-01,DAL,PHX,DAL,108,43.0,31.3,7,35,16,9,7,0
2021-02-01,DAL,PHX,PHX,109,46.7,37.1,11,34,19,7,3,1
2021-02-01,MIA,CHA,MIA,121,47.3,41.3,10,38,28,8,7,0
2021-02-01,MIA,CHA,CHA,129,45.3,51.2,13,31,31,6,4,1
2021-02-01,MIL,POR,MIL,134,55.2,50.0,9,44,38,10,7,1
2021-02-01,MIL,POR,POR,106,37.5,35.7,14,31,19,8,6,0
2021-02-01,NOP,SAC,NOP,109,39.6,30.0,17,29,22,11,5,0
2021-02-01,NOP,SAC,SAC,118,47.7,32.6,13,39,31,3,8,1
2021-02-01,OKC,HOU,OKC,106,43.8,38.2,8,37,21,8,8,0
2021-02-01,OKC,HOU,HOU,136,48.0,53.8,10,40,30,8,6,1
2021-02-01,SAS,MEM,SAS,102,41.6,35.1,10,32,28,8,7,0
2021-02-01,SAS,MEM,MEM,133,55.9,50.0,10,43,37,11,11,1
2021-02-02,BKN,LAC,BKN,124,57.0,41.9,6,38,25,6,4,1
2021-02-02,BKN,LAC,LAC,120,45.5,41.7,11,28,21,12,5,0
2021-02-02,GSW,BOS,GSW,107,45.8,40.5,6,30,30,9,4,0
2021-02-02,GSW,BOS,BOS,111,46.4,38.2,12,39,16,3,4,1
2021-02-02,IND,MEM,IND,134,59.8,55.2,9,33,30,8,8,1
2021-02-02,IND,MEM,MEM,116,45.2,36.0,10,26,27,11,7,0
2021-02-02,ORL,TOR,ORL,108,46.1,36.8,9,37,24,4,4,0
2021-02-02,ORL,TOR,TOR,123,48.2,44.4,6,34,32,14,4,1
2021-02-02,UTA,DET,UTA,117,46.3,38.1,8,36,23,9,6,1
2021-02-02,UTA,DET,DET,105,41.9,33.3,12,34,18,7,5,0
2021-02-02,WAS,POR,WAS,121,55.4,40.0,6,33,32,2,5,0
2021-02-02,WAS,POR,POR,132,46.3,45.7,14,30,19,6,1,1
2021-02-03,ATL,DAL,ATL,116,50.0,36.8,13,33,31,6,4,0
2021-02-03,ATL,DAL,DAL,122,46.2,32.5,13,32,27,8,7,1
2021-02-03,CHA,PHI,CHA,111,44.8,37.8,10,27,28,5,4,0
2021-02-03,CHA,PHI,PHI,118,51.9,41.7,10,30,23,9,6,1
2021-02-03,CHI,NYK,CHI,103,48.9,16.7,6,32,25,11,3,0
2021-02-03,CHI,NYK,NYK,107,48.3,50.0,11,36,19,5,4,1
2021-02-03,CLE,LAC,CLE,99,44.6,40.0,11,26,21,8,6,0
2021-02-03,CLE,LAC,LAC,121,55.7,58.8,8,38,22,4,6,1
2021-02-03,MIA,WAS,MIA,100,43.4,34.3,9,35,24,11,2,0
2021-02-03,MIA,WAS,WAS,103,41.7,40.5,14,35,20,6,5,1
2021-02-03,MIL,IND,MIL,130,47.1,43.8,11,42,33,13,7,1
2021-02-03,MIL,IND,IND,110,45.3,32.4,8,38,28,7,6,0
2021-02-03,NOP,PHX,NOP,123,51.1,42.4,12,32,30,7,3,1
2021-02-03,NOP,PHX,PHX,101,46.3,22.9,11,28,26,3,6,0
2021-02-03,OKC,HOU,OKC,104,43.4,30.3,5,46,19,13,5,1
2021-02-03,OKC,HOU,HOU,87,38.4,26.1,5,36,21,11,4,0
2021-02-03,SAC,BOS,SAC,116,45.7,35.1,12,32,23,7,2,1
2021-02-03,SAC,BOS,BOS,111,45.3,33.3,11,34,28,9,3,0
2021-02-03,SAS,MIN,SAS,111,44.8,26.9,7,38,28,5,6,1
2021-02-03,SAS,MIN,MIN,108,45.7,39.4,9,40,22,6,9,0
2021-02-04,ATL,UTA,ATL,91,32.7,29.0,18,31,19,8,1,0
2021-02-04,ATL,UTA,UTA,112,48.4,48.1,12,40,19,7,4,1
2021-02-04,DAL,GSW,DAL,116,41.3,40.0,10,32,26,2,3,0
2021-02-04,DAL,GSW,GSW,147,57.3,51.2,4,41,37,6,6,1
2021-02-04,LAL,DEN,LAL,114,56.8,33.3,8,32,29,10,7,1
2021-02-04,LAL,DEN,DEN,93,39.1,28.6,16,26,19,9,2,0
2021-02-04,MEM,HOU,MEM,103,42.5,34.3,11,32,28,10,6,0
2021-02-04,MEM,HOU,HOU,115,47.1,42.2,8,36,26,8,3,1
2021-02-04,PHI,POR,PHI,105,48.1,25.9,8,29,19,6,3,0
2021-02-04,PHI,POR,POR,121,45.9,41.9,19,34,17,8,5,1
2021-02-05,BKN,TOR,BKN,117,48.8,40.5,8,32,29,5,6,0
2021-02-05,BKN,TOR,TOR,123,50.5,40.6,12,29,22,10,6,1
2021-02-05,CHA,UTA,CHA,121,46.2,31.4,14,26,26,9,2,0
2021-02-05,CHA,UTA,UTA,138,55.2,52.0,6,38,32,5,9,1
2021-02-05,CLE,MIL,CLE,105,44.6,34.4,6,30,23,7,9,0
2021-02-05,CLE,MIL,MIL,123,51.5,31.8,13,41,28,6,7,1
2021-02-05,IND,NOP,IND,113,44.1,47.6,10,27,31,9,6,0
2021-02-05,IND,NOP,NOP,114,53.9,52.0,11,39,23,5,6,1
2021-02-05,LAC,BOS,LAC,115,51.9,43.8,10,37,26,5,4,0
2021-02-05,LAC,BOS,BOS,119,47.8,42.1,9,25,21,8,1,1
2021-02-05,MIA,WAS,MIA,122,50.0,44.4,9,39,27,9,7,1
2021-02-05,MIA,WAS,WAS,95,37.1,24.2,12,28,19,7,9,0
2021-02-05,OKC,MIN,OKC,103,45.9,38.2,8,36,28,10,7,0
2021-02-05,OKC,MIN,MIN,106,43.6,40.0,10,33,27,10,4,1
2021-02-05,ORL,CHI,ORL,123,51.9,40.7,10,39,27,5,2,1
2021-02-05,ORL,CHI,CHI,119,47.9,30.0,10,30,27,9,5,0
2021-02-05,PHX,DET,PHX,109,49.4,37.5,10,40,26,7,3,1
2021-02-05,PHX,DET,DET,92,37.4,19.4,17,28,20,8,6,0
2021-02-06,ATL,TOR,ATL,132,56.8,52.8,4,39,31,1,10,1
2021-02-06,ATL,TOR,TOR,121,42.3,34.2,14,24,24,9,5,0
2021-02-06,CLE,MIL,CLE,99,45.3,21.4,8,32,21,4,1,0
2021-02-06,CLE,MIL,MIL,124,54.7,47.1,6,37,25,10,2,1
2021-02-06,DAL,GSW,DAL,134,45.8,44.7,15,32,27,5,0,1
2021-02-06,DAL,GSW,GSW,132,53.5,44.4,6,34,27,11,4,0
2021-02-06,HOU,SAS,HOU,106,43.2,31.6,6,40,21,5,6,0
2021-02-06,HOU,SAS,SAS,111,42.5,32.0,7,37,22,6,7,1
2021-02-06,LAL,DET,LAL,135,56.0,47.4,9,32,32,12,5,1
2021-02-06,LAL,DET,DET,129,47.9,38.1,9,26,31,13,4,0
2021-02-06,NOP,MEM,NOP,118,51.7,45.5,8,34,27,3,9,1
2021-02-06,NOP,MEM,MEM,109,44.4,33.3,11,34,27,5,5,0
2021-02-06,NYK,POR,NYK,110,50.0,43.3,8,43,20,5,5,1
2021-02-06,NYK,POR,POR,99,41.6,36.2,11,30,15,7,7,0
2021-02-06,OKC,MIN,OKC,120,51.1,36.4,8,35,25,8,1,1
2021-02-06,OKC,MIN,MIN,118,50.5,33.3,13,27,27,12,3,0
2021-02-06,ORL,CHI,ORL,92,38.9,22.2,15,32,17,5,10,0
2021-02-06,ORL,CHI,CHI,118,51.6,50.0,11,36,28,6,10,1
2021-02-06,PHI,BKN,PHI,124,51.1,37.0,13,38,27,12,4,1
2021-02-06,PHI,BKN,BKN,108,44.3,36.6,8,26,21,6,3,0
2021-02-06,SAC,DEN,SAC,119,48.4,40.0,10,35,30,5,7,1
2021-02-06,SAC,DEN,DEN,114,46.4,37.1,13,34,30,3,9,0
2021-02-07,CHA,WAS,CHA,119,42.4,41.7,18,41,21,6,6,1
2021-02-07,CHA,WAS,WAS,97,37.8,22.5,12,36,22,6,5,0
2021-02-07,IND,UTA,IND,95,39.8,27.6,8,37,23,9,6,0
2021-02-07,IND,UTA,UTA,103,41.3,31.0,16,44,22,2,4,1
2021-02-07,LAC,SAC,LAC,110,41.4,28.6,16,37,19,8,5,0
2021-02-07,LAC,SAC,SAC,113,48.9,34.5,11,41,25,5,4,1
2021-02-07,NYK,MIA,NYK,103,44.7,38.1,10,34,23,8,2,0
2021-02-07,NYK,MIA,MIA,109,48.2,37.1,6,38,25,6,1,1
2021-02-07,PHX,BOS,PHX,100,48.8,27.6,9,41,25,4,5,1
2021-02-07,PHX,BOS,BOS,91,35.5,38.6,13,28,19,6,2,0
2021-02-08,CHA,HOU,CHA,119,48.9,46.3,11,40,28,5,6,1
2021-02-08,CHA,HOU,HOU,94,40.7,27.7,8,31,20,9,4,0
2021-02-08,CHI,WAS,CHI,101,42.4,30.0,10,40,23,6,3,0
2021-02-08,CHI,WAS,WAS,105,41.9,23.1,10,37,23,8,4,1
2021-02-08,DAL,MIN,DAL,127,51.7,35.3,10,38,30,4,6,1
2021-02-08,DAL,MIN,MIN,122,46.2,42.9,7,34,27,9,5,0
2021-02-08,DEN,MIL,DEN,112,43.6,41.7,8,30,22,5,4,0
2021-02-08,DEN,MIL,MIL,125,50.6,40.0,11,39,24,7,7,1
2021-02-08,LAL,OKC,LAL,119,46.3,23.7,10,49,28,7,12,1
2021-02-08,LAL,OKC,OKC,112,39.1,31.6,15,40,23,6,4,0
2021-02-08,MEM,TOR,MEM,113,42.5,33.3,19,23,27,7,4,0
2021-02-08,MEM,TOR,TOR,128,54.5,54.1,7,30,28,11,2,1
2021-02-08,PHX,CLE,PHX,119,52.2,45.8,14,27,29,7,6,1
2021-02-08,PHX,CLE,CLE,113,51.2,33.3,9,30,23,5,5,0
2021-02-08,SAS,GSW,SAS,105,40.6,35.5,10,36,24,12,6,1
2021-02-08,SAS,GSW,GSW,100,44.2,35.1,6,43,29,4,6,0
2021-02-09,DET,BKN,DET,122,56.0,44.8,7,30,28,10,6,1
2021-02-09,DET,BKN,BKN,111,50.0,36.7,8,26,30,8,6,0
2021-02-09,MIA,NYK,MIA,98,37.1,42.4,6,32,21,5,6,1
2021-02-09,MIA,NYK,NYK,96,42.5,35.7,11,35,22,8,5,0
2021-02-09,NOP,HOU,NOP,130,51.1,38.7,15,40,31,7,6,1
2021-02-09,NOP,HOU,HOU,101,41.8,30.2,12,25,24,5,4,0
2021-02-09,POR,ORL,POR,106,38.9,39.1,9,45,18,6,6,1
2021-02-09,POR,ORL,ORL,97,42.0,31.4,10,43,22,7,3,0
2021-02-09,SAC,PHI,SAC,111,43.4,33.3,8,31,24,6,8,0
2021-02-09,SAC,PHI,PHI,119,48.2,45.0,12,47,24,4,5,1
2021-02-09,SAS,GSW,SAS,91,37.2,33.3,8,37,20,2,5,0
2021-02-09,SAS,GSW,GSW,114,46.2,42.5,10,40,26,8,4,1
2021-02-09,UTA,BOS,UTA,122,47.6,37.5,10,31,28,4,7,1
2021-02-09,UTA,BOS,BOS,108,44.2,44.8,11,24,18,2,2,0
2021-02-10,BKN,IND,BKN,104,42.1,29.0,9,37,20,2,5,1
2021-02-10,BKN,IND,IND,94,39.1,39.5,10,33,26,4,5,0
2021-02-10,CHI,NOP,CHI,129,59.3,53.2,7,28,36,4,6,1
2021-02-10,CHI,NOP,NOP,116,50.6,36.1,9,26,27,11,1,0
2021-02-10,DAL,ATL,DAL,118,51.2,40.0,4,33,25,3,3,1
2021-02-10,DAL,ATL,ATL,117,45.5,35.9,9,33,27,7,4,0
2021-02-10,DEN,CLE,DEN,133,60.0,44.4,4,35,31,12,9,1
2021-02-10,DEN,CLE,CLE,95,38.3,21.6,18,31,25,7,7,0
2021-02-10,LAL,OKC,LAL,114,47.2,28.6,6,37,22,6,6,1
2021-02-10,LAL,OKC,OKC,113,47.0,22.6,7,39,32,11,4,0
2021-02-10,MEM,CHA,MEM,130,50.0,46.9,19,27,34,10,2,1
2021-02-10,MEM,CHA,CHA,114,54.9,48.3,8,27,23,11,4,0
2021-02-10,MIN,LAC,MIN,112,43.2,36.6,16,27,29,8,8,0
2021-02-10,MIN,LAC,LAC,119,50.0,52.2,11,37,23,9,4,1
2021-02-10,PHX,MIL,PHX,125,52.9,48.4,12,35,25,7,2,1
2021-02-10,PHX,MIL,MIL,124,50.6,43.2,10,29,23,6,0,0
2021-02-10,WAS,TOR,WAS,115,45.2,29.3,12,34,26,7,3,0
2021-02-10,WAS,TOR,TOR,137,52.7,59.4,9,37,28,5,5,1
2021-02-11,BOS,TOR,BOS,120,45.3,51.3,14,35,30,8,6,1
2021-02-11,BOS,TOR,TOR,106,49.4,32.1,3,29,26,7,8,0
2021-02-11,DET,IND,DET,95,44.7,17.9,15,28,21,5,5,0
2021-02-11,DET,IND,IND,111,51.2,45.2,10,31,26,10,5,1
2021-02-11,GSW,ORL,GSW,111,46.6,40.0,9,37,29,6,6,1
2021-02-11,GSW,ORL,ORL,105,39.2,45.5,13,36,19,7,6,0
2021-02-11,HOU,MIA,HOU,94,38.6,30.0,8,34,24,7,1,0
2021-02-11,HOU,MIA,MIA,101,43.0,35.7,8,41,24,6,3,1
2021-02-11,POR,PHI,POR,118,43.0,44.7,15,32,15,5,2,1
2021-02-11,POR,PHI,PHI,114,48.8,22.2,11,35,20,6,5,0
2021-02-12,ATL,SAS,ATL,114,43.3,34.4,10,31,22,10,4,0
2021-02-12,ATL,SAS,SAS,125,52.9,38.7,8,38,27,6,6,1
2021-02-12,BOS,DET,BOS,102,43.9,29.6,7,37,15,9,2,0
2021-02-12,BOS,DET,DET,108,43.0,39.5,6,38,25,3,6,1
2021-02-12,CHA,MIN,CHA,120,48.9,36.1,12,43,20,4,3,1
2021-02-12,CHA,MIN,MIN,114,45.5,39.0,9,31,28,10,4,0
2021-02-12,CHI,LAC,CHI,106,47.1,37.5,8,33,23,4,3,0
2021-02-12,CHI,LAC,LAC,125,58.1,43.3,4,33,20,11,7,1
2021-02-12,DAL,NOP,DAL,143,58.0,55.6,5,32,30,4,2,1
2021-02-12,DAL,NOP,NOP,130,53.3,45.9,9,29,31,5,3,0
2021-02-12,DEN,OKC,DEN,97,46.0,25.0,7,34,24,6,6,1
2021-02-12,DEN,OKC,OKC,95,40.0,31.3,12,38,26,8,3,0
2021-02-12,LAL,MEM,LAL,115,50.6,20.0,13,34,26,9,4,1
2021-02-12,LAL,MEM,MEM,105,48.8,41.4,6,27,31,9,2,0
2021-02-12,POR,CLE,POR,129,51.8,37.1,9,36,16,3,4,1
2021-02-12,POR,CLE,CLE,110,43.7,34.8,10,31,20,6,3,0
2021-02-12,SAC,ORL,SAC,112,51.8,36.4,8,34,33,8,1,0
2021-02-12,SAC,ORL,ORL,123,50.5,44.1,10,32,25,8,2,1
2021-02-12,UTA,MIL,UTA,129,52.4,36.8,7,39,22,4,5,1
2021-02-12,UTA,MIL,MIL,115,45.7,36.4,6,27,19,8,6,0
2021-02-12,WAS,NYK,WAS,91,38.2,26.5,9,37,20,5,5,0
2021-02-12,WAS,NYK,NYK,109,44.9,25.0,15,50,22,11,4,1
2021-02-13,ATL,IND,ATL,113,47.8,29.0,7,31,35,5,4,0
