date,home,away,team,PTS,FG%,3P%,OREB,DREB,AST,STL,BLK,win
2019-11-06,HOU,GSW,HOU,129,49.5,46.7,11,39,31,7,9,1
2019-11-06,HOU,GSW,GSW,112,39.6,39.4,16,35,22,7,1,0
2019-11-06,IND,WAS,IND,121,46.8,40.0,13,35,35,8,3,1
2019-11-06,IND,WAS,WAS,106,38.9,32.5,16,32,24,3,3,0
2019-11-06,LAC,MIL,LAC,124,41.8,41.9,14,40,21,4,3,0
2019-11-06,LAC,MIL,MIL,129,42.9,36.7,14,40,18,7,11,1
2019-11-06,MEM,MIN,MEM,137,56.8,52.2,8,41,34,4,3,1
2019-11-06,MEM,MIN,MIN,121,44.8,35.6,10,26,29,9,7,0
2019-11-06,TOR,SAC,TOR,124,55.1,48.3,2,35,28,10,4,1
2019-11-06,TOR,SAC,SAC,120,44.2,45.5,12,31,23,8,7,0
2019-11-06,UTA,PHI,UTA,106,46.1,36.4,14,36,21,9,4,1
2019-11-06,UTA,PHI,PHI,104,41.3,32.0,7,35,20,9,3,0
2019-11-07,CHA,BOS,CHA,87,38.4,19.4,9,40,21,7,9,0
2019-11-07,CHA,BOS,BOS,108,43.0,30.3,11,41,29,13,5,1
2019-11-07,LAC,POR,LAC,107,43.8,17.4,13,44,20,6,12,1
2019-11-07,LAC,POR,POR,101,37.5,28.2,17,34,18,7,4,0
2019-11-07,PHX,MIA,PHX,108,44.0,34.4,10,30,22,4,3,0
2019-11-07,PHX,MIA,MIA,124,54.9,53.6,5,36,22,9,5,1
2019-11-07,SAS,OKC,SAS,121,54.3,45.0,12,35,32,5,3,1
2019-11-07,SAS,OKC,OKC,112,52.5,47.6,4,27,26,7,2,0
2019-11-08,ATL,SAC,ATL,109,52.9,32.1,11,23,23,8,6,0
2019-11-08,ATL,SAC,SAC,121,55.3,58.1,9,27,27,7,7,1
2019-11-08,DAL,NYK,DAL,102,41.1,31.8,7,40,18,4,6,0
2019-11-08,DAL,NYK,NYK,106,41.6,50.0,14,42,19,9,3,1
2019-11-08,DEN,PHI,DEN,100,44.8,40.9,7,34,28,10,11,1
2019-11-08,DEN,PHI,PHI,97,44.2,50.0,11,38,28,8,8,0
2019-11-08,IND,DET,IND,112,51.8,26.7,10,34,23,6,8,1
2019-11-08,IND,DET,DET,106,45.3,39.4,10,30,27,6,4,0
2019-11-08,LAL,MIA,LAL,95,44.9,25.0,10,38,30,6,5,1
2019-11-08,LAL,MIA,MIA,80,35.0,17.1,8,29,18,9,2,0
2019-11-08,MIN,GSW,MIN,125,43.2,25.0,20,39,20,10,10,1
2019-11-08,MIN,GSW,GSW,119,41.7,28.6,13,36,18,12,9,0
2019-11-08,NOP,TOR,NOP,104,40.4,24.4,14,39,21,7,6,0
2019-11-08,NOP,TOR,TOR,122,44.1,44.2,10,43,27,9,3,1
2019-11-08,ORL,MEM,ORL,118,47.3,25.0,12,45,24,10,10,1
2019-11-08,ORL,MEM,MEM,86,37.2,37.9,4,32,23,3,5,0
2019-11-08,POR,BKN,POR,115,41.2,36.7,13,35,11,3,9,0
2019-11-08,POR,BKN,BKN,119,41.4,43.2,16,35,18,6,9,1
2019-11-08,UTA,MIL,UTA,103,40.5,41.7,11,45,15,3,1,1
2019-11-08,UTA,MIL,MIL,100,35.8,27.8,16,38,14,8,4,0
2019-11-08,WAS,CLE,WAS,100,46.9,22.6,17,30,26,5,5,0
2019-11-08,WAS,CLE,CLE,113,45.6,22.2,17,31,18,10,5,1
2019-11-09,CHA,NOP,CHA,110,40.9,34.3,13,29,27,10,2,0
2019-11-09,CHA,NOP,NOP,115,53.3,42.4,9,36,25,13,6,1
2019-11-09,CHI,HOU,CHI,94,37.8,12.5,11,35,21,14,5,0
2019-11-09,CHI,HOU,HOU,117,47.0,43.2,9,46,18,12,7,1
2019-11-09,MEM,DAL,MEM,122,52.6,33.3,10,29,31,10,6,0
2019-11-09,MEM,DAL,DAL,138,53.6,42.9,12,35,27,8,5,1
2019-11-09,OKC,GSW,OKC,114,54.4,46.7,7,35,30,7,5,1
2019-11-09,OKC,GSW,GSW,108,49.4,31.8,6,28,22,9,6,0
2019-11-09,SAS,BOS,SAS,115,39.4,46.7,21,36,24,1,8,0
2019-11-09,SAS,BOS,BOS,135,51.1,37.8,7,36,28,11,11,1
2019-11-10,LAL,TOR,LAL,104,43.6,33.3,13,38,31,6,7,0
2019-11-10,LAL,TOR,TOR,113,48.3,33.3,7,36,26,6,8,1
2019-11-10,MIN,DEN,MIN,98,35.1,13.3,15,38,22,9,10,0
2019-11-10,MIN,DEN,DEN,100,38.6,39.3,14,43,26,6,4,1
2019-11-10,NYK,CLE,NYK,87,36.0,29.0,17,35,19,11,8,0
2019-11-10,NYK,CLE,CLE,108,43.9,28.6,9,36,20,11,2,1
2019-11-10,OKC,MIL,OKC,119,49.5,40.5,5,30,31,11,4,0
2019-11-10,OKC,MIL,MIL,121,56.6,39.3,5,43,27,9,4,1
2019-11-10,ORL,IND,ORL,102,46.1,41.7,7,30,27,5,11,0
2019-11-10,ORL,IND,IND,109,52.7,45.0,10,33,31,6,3,1
2019-11-10,PHI,CHA,PHI,114,54.8,35.7,10,39,29,9,5,1
2019-11-10,PHI,CHA,CHA,106,45.2,42.4,6,25,22,9,1,0
2019-11-10,PHX,BKN,PHX,138,52.5,45.2,5,37,37,8,7,1
2019-11-10,PHX,BKN,BKN,112,48.4,23.5,5,38,27,4,2,0
2019-11-10,POR,ATL,POR,124,43.3,33.3,16,45,19,10,9,1
2019-11-10,POR,ATL,ATL,113,40.4,26.8,11,37,21,11,8,0
2019-11-11,BOS,DAL,BOS,116,47.7,42.9,10,36,25,4,5,1
2019-11-11,BOS,DAL,DAL,106,41.6,26.2,13,33,22,2,5,0
2019-11-11,DET,MIN,DET,114,44.8,50.0,12,27,25,9,5,0
2019-11-11,DET,MIN,MIN,120,50.6,44.1,11,34,25,7,6,1
2019-11-11,GSW,UTA,GSW,108,47.9,32.3,8,36,23,8,2,0
2019-11-11,GSW,UTA,UTA,122,49.4,45.7,5,38,30,3,3,1
2019-11-11,LAC,TOR,LAC,98,37.0,22.2,20,46,25,9,7,1
2019-11-11,LAC,TOR,TOR,88,40.0,36.7,5,33,25,9,8,0
2019-11-11,NOP,HOU,NOP,116,43.2,31.1,12,34,26,8,3,0
2019-11-11,NOP,HOU,HOU,122,51.8,29.3,7,40,16,9,6,1
2019-11-11,SAS,MEM,SAS,109,46.7,40.0,7,35,29,4,4,0
2019-11-11,SAS,MEM,MEM,113,50.6,39.3,9,38,32,7,5,1
2019-11-12,CHI,NYK,CHI,120,50.6,42.4,9,37,22,9,2,1
2019-11-12,CHI,NYK,NYK,102,40.9,31.3,13,25,27,12,1,0
2019-11-12,DEN,ATL,DEN,121,44.2,26.8,15,25,31,7,5,0
2019-11-12,DEN,ATL,ATL,125,53.0,44.1,10,35,30,1,5,1
2019-11-12,IND,OKC,IND,111,48.9,30.4,11,39,21,6,4,1
2019-11-12,IND,OKC,OKC,85,35.4,24.0,9,31,19,9,4,0
2019-11-12,MIA,DET,MIA,117,53.2,43.8,8,34,34,6,1,1
2019-11-12,MIA,DET,DET,108,43.6,36.6,8,24,27,9,9,0
2019-11-12,PHI,CLE,PHI,98,44.9,21.1,11,35,24,8,8,1
2019-11-12,PHI,CLE,CLE,97,44.2,23.8,9,36,13,10,0,0
2019-11-12,PHX,LAL,PHX,115,47.3,42.1,6,33,32,3,4,0
2019-11-12,PHX,LAL,LAL,123,53.7,40.0,8,36,39,4,4,1
2019-11-12,SAC,POR,SAC,107,44.2,34.4,11,35,24,9,5,1
2019-11-12,SAC,POR,POR,99,44.2,26.7,7,33,15,4,5,0
2019-11-12,UTA,BKN,UTA,119,46.7,23.1,11,35,16,7,4,1
2019-11-12,UTA,BKN,BKN,114,45.6,29.7,10,33,19,5,8,0
2019-11-13,BOS,WAS,BOS,140,51.0,44.4,10,34,32,5,5,1
2019-11-13,BOS,WAS,WAS,133,52.1,37.9,9,27,28,5,4,0
2019-11-13,CHA,MEM,CHA,117,49.4,44.4,7,27,27,8,5,0
2019-11-13,CHA,MEM,MEM,119,53.9,48.6,11,34,32,9,5,1
2019-11-13,HOU,LAC,HOU,102,38.4,33.3,9,44,12,7,6,1
2019-11-13,HOU,LAC,LAC,93,38.8,30.3,11,42,17,3,3,0
2019-11-13,LAL,GSW,LAL,120,53.9,45.0,13,38,31,8,6,1
2019-11-13,LAL,GSW,GSW,94,40.4,25.7,10,23,29,8,7,0
2019-11-13,MIN,SAS,MIN,129,49.5,32.4,13,37,25,11,4,1
2019-11-13,MIN,SAS,SAS,114,48.9,17.6,10,34,24,4,4,0
2019-11-13,ORL,PHI,ORL,112,44.2,31.3,9,39,27,6,2,1
2019-11-13,ORL,PHI,PHI,97,44.0,26.7,8,39,25,5,5,0
2019-11-13,POR,TOR,POR,106,39.6,35.4,11,32,24,3,7,0
2019-11-13,POR,TOR,TOR,114,45.7,43.8,14,36,20,4,9,1
2019-11-14,CLE,MIA,CLE,97,42.4,25.0,11,30,18,14,2,0
2019-11-14,CLE,MIA,MIA,108,54.4,40.0,4,37,31,10,7,1
2019-11-14,DEN,BKN,DEN,101,42.6,30.3,14,48,26,4,3,1
2019-11-14,DEN,BKN,BKN,93,37.9,21.1,7,44,19,3,2,0
2019-11-14,MIL,CHI,MIL,124,47.7,18.2,17,41,24,9,4,1
2019-11-14,MIL,CHI,CHI,115,40.9,41.9,10,35,25,14,1,0
2019-11-14,NOP,LAC,NOP,132,48.0,52.9,18,33,26,11,5,1
2019-11-14,NOP,LAC,LAC,127,54.8,45.8,6,31,28,6,6,0
2019-11-14,NYK,DAL,NYK,106,44.7,43.3,15,38,20,6,2,1
2019-11-14,NYK,DAL,DAL,103,42.9,22.2,12,32,21,8,7,0
2019-11-14,PHX,ATL,PHX,128,48.2,38.5,7,32,32,6,2,1
2019-11-14,PHX,ATL,ATL,112,44.0,25.8,15,34,25,15,5,0
2019-11-15,CHA,DET,CHA,109,44.8,37.1,14,27,22,10,3,1
2019-11-15,CHA,DET,DET,106,49.4,42.9,7,35,25,3,3,0
2019-11-15,GSW,BOS,GSW,100,41.5,17.9,12,43,17,8,4,0
2019-11-15,GSW,BOS,BOS,105,40.7,39.4,11,36,24,13,5,1
2019-11-15,HOU,IND,HOU,111,40.4,30.4,10,34,12,11,3,1
2019-11-15,HOU,IND,IND,102,45.1,24.2,8,34,24,2,2,0
2019-11-15,LAL,SAC,LAL,99,42.0,29.7,10,31,22,11,6,1
2019-11-15,LAL,SAC,SAC,97,43.9,41.0,10,33,24,7,0,0
2019-11-15,MEM,UTA,MEM,107,44.8,28.6,9,37,25,6,5,1
2019-11-15,MEM,UTA,UTA,106,40.2,26.5,9,36,17,5,6,0
2019-11-15,MIN,WAS,MIN,116,47.2,29.7,9,34,26,6,5,0
2019-11-15,MIN,WAS,WAS,137,54.0,35.7,13,38,38,10,5,1
2019-11-15,OKC,PHI,OKC,127,53.9,41.7,6,30,22,7,3,1
2019-11-15,OKC,PHI,PHI,119,50.0,43.8,13,30,24,6,0,0
2019-11-15,ORL,SAS,ORL,111,41.4,41.4,14,34,22,6,5,1
2019-11-15,ORL,SAS,SAS,109,50.6,50.0,8,33,23,8,8,0
2019-11-16,CHI,BKN,CHI,111,35.2,23.1,17,39,15,8,2,0
2019-11-16,CHI,BKN,BKN,117,45.5,23.3,5,35,30,10,9,1
2019-11-16,DAL,TOR,DAL,110,42.0,23.1,12,43,24,7,4,1
2019-11-16,DAL,TOR,TOR,102,41.6,41.5,7,35,21,7,2,0
2019-11-16,IND,MIL,IND,83,32.0,35.3,14,40,19,8,7,0
2019-11-16,IND,MIL,MIL,102,44.8,28.2,8,47,23,6,8,1
2019-11-16,LAC,ATL,LAC,150,53.8,51.5,12,41,30,10,12,1
2019-11-16,LAC,ATL,ATL,101,37.8,25.0,14,24,19,11,10,0
2019-11-16,MIA,NOP,MIA,109,54.3,37.5,9,36,25,13,3,1
2019-11-16,MIA,NOP,NOP,94,45.1,45.7,7,24,23,10,2,0
2019-11-16,MIN,HOU,MIN,105,45.2,31.6,13,33,23,7,5,0
2019-11-16,MIN,HOU,HOU,125,45.7,38.8,14,28,15,7,3,1
2019-11-16,NYK,CHA,NYK,102,45.3,30.0,13,35,22,5,1,0
2019-11-16,NYK,CHA,CHA,103,41.4,35.4,12,30,22,5,3,1
2019-11-16,SAS,POR,SAS,116,46.6,27.8,7,36,25,8,7,0
2019-11-16,SAS,POR,POR,121,45.2,33.3,9,39,21,2,4,1
2019-11-17,CLE,PHI,CLE,95,37.8,24.0,11,31,14,9,5,0
2019-11-17,CLE,PHI,PHI,114,54.8,39.1,4,40,33,6,11,1
2019-11-17,LAL,ATL,LAL,122,52.8,42.9,10,32,26,10,14,1
2019-11-17,LAL,ATL,ATL,101,43.0,28.6,9,28,16,11,2,0
2019-11-17,MEM,DEN,MEM,114,46.4,44.4,9,36,29,4,3,0
2019-11-17,MEM,DEN,DEN,131,55.1,56.3,6,33,36,10,10,1
2019-11-17,NOP,GSW,NOP,108,41.6,39.1,11,37,24,3,5,1
2019-11-17,NOP,GSW,GSW,100,40.7,28.0,9,34,23,7,3,0
2019-11-17,ORL,WAS,ORL,125,49.4,39.5,11,41,25,5,3,1
2019-11-17,ORL,WAS,WAS,121,47.4,46.3,9,29,31,7,2,0
2019-11-17,SAC,BOS,SAC,100,42.7,40.0,10,35,22,8,7,1
2019-11-17,SAC,BOS,BOS,99,41.5,33.3,10,36,26,7,3,0
2019-11-18,BKN,IND,BKN,86,35.7,32.4,4,36,18,2,7,0
2019-11-18,BKN,IND,IND,115,43.6,42.4,15,48,26,5,8,1
2019-11-18,CHI,MIL,CHI,101,40.2,35.3,13,37,25,6,6,0
2019-11-18,CHI,MIL,MIL,115,46.3,36.6,8,40,24,12,9,1
2019-11-18,DAL,SAS,DAL,117,50.0,41.5,9,32,28,4,3,1
2019-11-18,DAL,SAS,SAS,110,45.8,33.3,17,31,18,6,2,0
2019-11-18,HOU,POR,HOU,132,47.0,37.8,17,41,24,9,10,1
2019-11-18,HOU,POR,POR,108,41.7,30.6,12,32,28,7,5,0
2019-11-18,LAC,OKC,LAC,90,40.2,27.8,13,36,23,7,5,1
2019-11-18,LAC,OKC,OKC,88,37.3,25.9,9,36,17,12,4,0
2019-11-18,NYK,CLE,NYK,123,44.9,34.8,19,28,17,8,10,1
2019-11-18,NYK,CLE,CLE,105,47.4,47.2,10,31,18,2,1,0
2019-11-18,PHX,BOS,PHX,85,40.2,27.8,8,37,22,7,6,0
2019-11-18,PHX,BOS,BOS,99,41.6,29.3,11,41,22,12,5,1
2019-11-18,TOR,CHA,TOR,132,51.5,46.5,16,37,40,13,2,1
2019-11-18,TOR,CHA,CHA,96,42.3,33.3,9,28,26,3,8,0
2019-11-18,UTA,MIN,UTA,102,36.5,38.7,12,41,20,5,5,0
2019-11-18,UTA,MIN,MIN,112,46.1,36.8,5,46,22,6,10,1
2019-11-19,LAL,OKC,LAL,112,48.3,45.2,14,32,29,9,8,1
2019-11-19,LAL,OKC,OKC,107,47.5,32.1,8,31,22,10,2,0
2019-11-19,MEM,GSW,MEM,95,40.9,36.0,7,30,26,6,4,0
2019-11-19,MEM,GSW,GSW,114,47.8,31.0,11,40,33,5,10,1
2019-11-19,NOP,POR,NOP,115,44.1,36.1,16,37,24,10,5,1
2019-11-19,NOP,POR,POR,104,43.5,55.2,11,37,20,5,4,0
2019-11-19,SAC,PHX,SAC,120,53.2,41.9,8,35,28,7,7,1
2019-11-19,SAC,PHX,PHX,116,42.7,33.3,14,25,24,11,4,0
2019-11-20,ATL,MIL,ATL,127,45.8,45.2,9,34,27,8,2,0
2019-11-20,ATL,MIL,MIL,135,52.9,39.5,8,38,25,6,8,1
2019-11-20,BKN,CHA,BKN,101,40.0,25.6,13,40,19,11,1,1
2019-11-20,BKN,CHA,CHA,91,37.0,33.3,8,33,17,8,3,0
2019-11-20,CHI,DET,CHI,109,42.9,51.9,12,43,25,9,7,1
2019-11-20,CHI,DET,DET,89,33.7,24.2,12,34,23,6,8,0
2019-11-20,DAL,GSW,DAL,142,56.7,57.9,8,42,33,7,7,1
2019-11-20,DAL,GSW,GSW,94,38.9,29.6,9,25,18,7,5,0
2019-11-20,DEN,HOU,DEN,105,46.8,33.3,15,33,29,13,4,1
2019-11-20,DEN,HOU,HOU,95,42.1,31.6,9,34,19,9,2,0
2019-11-20,LAC,BOS,LAC,107,41.9,37.8,14,39,26,12,9,1
2019-11-20,LAC,BOS,BOS,104,39.4,26.7,18,35,26,11,2,0
2019-11-20,MIA,CLE,MIA,124,52.6,51.4,12,32,25,8,5,1
2019-11-20,MIA,CLE,CLE,100,42.5,31.6,10,24,19,13,2,0
2019-11-20,MIN,UTA,MIN,95,39.3,31.1,12,39,13,5,9,0
2019-11-20,MIN,UTA,UTA,103,40.7,42.4,13,38,22,7,6,1
2019-11-20,PHI,NYK,PHI,109,43.8,40.6,10,34,30,5,5,1
2019-11-20,PHI,NYK,NYK,104,47.6,52.0,7,35,17,8,6,0
2019-11-20,TOR,ORL,TOR,113,51.7,33.3,10,37,26,5,5,1
2019-11-20,TOR,ORL,ORL,97,38.5,28.1,16,27,26,9,8,0
2019-11-20,WAS,SAS,WAS,138,58.7,60.0,6,32,37,4,3,1
2019-11-20,WAS,SAS,SAS,132,52.7,37.5,12,29,32,8,8,0
2019-11-21,MIL,POR,MIL,137,47.2,37.2,18,40,32,7,3,1
2019-11-21,MIL,POR,POR,129,48.5,43.6,9,32,32,6,11,0
2019-11-21,PHX,NOP,PHX,121,46.5,41.9,9,29,28,10,3,0
2019-11-21,PHX,NOP,NOP,124,53.4,45.7,8,36,28,8,6,1
2019-11-22,BKN,SAC,BKN,116,50.6,35.3,13,35,22,9,3,1
2019-11-22,BKN,SAC,SAC,97,45.3,15.4,7,26,26,8,2,0
2019-11-22,CHI,MIA,CHI,108,45.6,33.3,14,27,23,11,3,0
2019-11-22,CHI,MIA,MIA,116,49.4,36.8,9,35,33,10,3,1
2019-11-22,DAL,CLE,DAL,143,58.0,54.1,10,39,31,8,7,1
2019-11-22,DAL,CLE,CLE,101,43.0,41.4,8,26,23,3,3,0
2019-11-22,DEN,BOS,DEN,96,44.3,25.0,11,37,24,7,5,1
2019-11-22,DEN,BOS,BOS,92,40.7,25.9,5,35,21,12,6,0
2019-11-22,DET,ATL,DET,128,59.8,50.0,12,30,30,13,10,1
2019-11-22,DET,ATL,ATL,103,43.2,27.0,10,24,26,12,2,0
2019-11-22,LAC,HOU,LAC,122,51.7,39.4,10,37,27,9,4,1
2019-11-22,LAC,HOU,HOU,119,46.4,34.9,11,32,22,11,2,0
2019-11-22,OKC,LAL,OKC,127,52.7,35.5,6,31,28,8,3,0
2019-11-22,OKC,LAL,LAL,130,51.1,54.8,11,34,32,7,6,1
2019-11-22,PHI,SAS,PHI,115,51.7,38.5,13,38,32,8,4,1
2019-11-22,PHI,SAS,SAS,104,50.6,33.3,3,29,21,6,3,0
2019-11-22,UTA,GSW,UTA,113,50.6,43.8,8,40,23,4,10,1
2019-11-22,UTA,GSW,GSW,109,45.7,42.9,6,31,28,11,3,0
2019-11-22,WAS,CHA,WAS,125,52.7,41.2,6,35,34,10,3,1
2019-11-22,WAS,CHA,CHA,118,51.6,41.2,7,37,24,9,5,0
2019-11-23,ATL,TOR,ATL,116,52.2,41.2,8,30,32,9,7,0
2019-11-23,ATL,TOR,TOR,119,45.5,35.1,12,30,22,5,5,1
2019-11-23,CHA,CHI,CHA,115,55.0,42.9,10,33,26,5,7,0
2019-11-23,CHA,CHI,CHI,116,45.3,46.8,13,26,27,12,3,1
2019-11-23,CLE,POR,CLE,110,42.5,32.3,9,43,19,9,2,1
2019-11-23,CLE,POR,POR,104,44.8,35.0,6,32,21,6,6,0
2019-11-23,IND,ORL,IND,111,54.4,41.7,7,35,26,6,6,1
2019-11-23,IND,ORL,ORL,106,46.7,41.9,7,26,24,11,5,0
2019-11-23,MEM,LAL,MEM,108,48.3,46.7,12,35,28,12,3,0
2019-11-23,MEM,LAL,LAL,109,45.2,33.3,11,29,19,12,7,1
2019-11-23,MIL,DET,MIL,104,48.8,35.1,9,40,25,10,8,1
2019-11-23,MIL,DET,DET,90,40.7,28.6,6,34,22,7,3,0
2019-11-23,MIN,PHX,MIN,98,41.8,28.6,9,48,26,2,10,0
2019-11-23,MIN,PHX,PHX,100,34.4,28.6,12,44,22,9,3,1
2019-11-23,NYK,SAS,NYK,104,43.0,37.5,10,27,30,12,3,0
2019-11-23,NYK,SAS,SAS,111,53.3,52.2,9,38,26,7,3,1
2019-11-23,PHI,MIA,PHI,113,50.6,48.3,8,36,28,11,2,1
2019-11-23,PHI,MIA,MIA,86,40.0,25.0,9,29,12,6,4,0
2019-11-23,UTA,NOP,UTA,128,51.2,41.7,7,42,29,2,4,1
2019-11-23,UTA,NOP,NOP,120,41.6,41.5,9,29,21,7,6,0
2019-11-24,DEN,PHX,DEN,116,47.3,45.2,19,33,24,4,2,1
2019-11-24,DEN,PHX,PHX,104,50.0,34.3,7,29,25,4,2,0
2019-11-24,HOU,DAL,HOU,123,45.9,22.7,15,39,26,5,2,0
2019-11-24,HOU,DAL,DAL,137,48.0,38.6,12,34,28,9,5,1
2019-11-24,LAC,NOP,LAC,134,46.9,37.2,16,40,27,4,5,1
2019-11-24,LAC,NOP,NOP,109,43.9,31.7,12,33,26,1,6,0
2019-11-24,NYK,BKN,NYK,101,46.3,51.4,9,34,22,6,4,0
2019-11-24,NYK,BKN,BKN,103,40.3,36.8,7,28,18,6,1,1
2019-11-24,WAS,SAC,WAS,106,45.7,38.2,12,33,29,5,2,0
2019-11-24,WAS,SAC,SAC,113,48.1,35.5,6,33,22,9,5,1
2019-11-25,ATL,MIN,ATL,113,43.6,31.3,9,33,26,6,4,0
2019-11-25,ATL,MIN,MIN,125,45.6,42.9,14,33,27,10,6,1
2019-11-25,BOS,SAC,BOS,103,44.7,23.3,11,27,20,10,4,1
2019-11-25,BOS,SAC,SAC,102,46.8,38.3,8,28,28,3,8,0
2019-11-25,CHI,POR,CHI,94,41.9,23.1,8,29,24,8,4,0
2019-11-25,CHI,POR,POR,117,51.7,29.6,13,42,23,8,5,1
2019-11-25,CLE,BKN,CLE,106,42.6,40.6,12,33,24,5,4,0
2019-11-25,CLE,BKN,BKN,108,46.8,32.4,12,36,29,8,10,1
2019-11-25,DET,ORL,DET,103,43.0,36.8,9,40,23,6,5,1
2019-11-25,DET,ORL,ORL,88,38.1,32.0,8,33,15,8,7,0
2019-11-25,GSW,OKC,GSW,97,41.6,45.0,9,32,27,10,7,0
2019-11-25,GSW,OKC,OKC,100,47.1,34.4,9,34,26,5,13,1
2019-11-25,IND,MEM,IND,126,54.3,54.5,10,37,29,6,6,1
2019-11-25,IND,MEM,MEM,114,47.9,44.8,8,32,30,6,5,0
2019-11-25,MIA,CHA,MIA,117,51.9,41.9,8,41,29,9,3,1
2019-11-25,MIA,CHA,CHA,100,41.4,27.3,10,25,25,11,0,0
2019-11-25,MIL,UTA,MIL,122,44.3,31.7,15,34,21,6,6,1
2019-11-25,MIL,UTA,UTA,118,50.6,46.7,4,36,29,4,6,0
2019-11-25,SAS,LAL,SAS,104,46.6,40.0,9,32,23,4,5,0
2019-11-25,SAS,LAL,LAL,114,49.4,42.4,10,30,28,7,6,1
2019-11-25,TOR,PHI,TOR,101,45.2,32.4,8,32,27,5,5,1
2019-11-25,TOR,PHI,PHI,96,40.9,37.5,14,37,25,7,3,0
2019-11-26,DAL,LAC,DAL,99,38.0,28.9,9,37,16,12,2,0
2019-11-26,DAL,LAC,LAC,114,42.3,33.3,17,39,22,12,3,1
2019-11-26,DEN,WAS,DEN,117,52.2,25.0,10,48,31,8,6,1
2019-11-26,DEN,WAS,WAS,104,42.1,25.0,5,31,26,9,3,0
2019-11-27,BOS,BKN,BOS,121,44.3,38.2,19,36,23,10,5,1
2019-11-27,BOS,BKN,BKN,110,44.4,37.5,11,27,32,5,6,0
2019-11-27,CHA,DET,CHA,102,44.3,23.3,10,31,27,3,7,1
2019-11-27,CHA,DET,DET,101,46.6,31.3,9,37,23,2,2,0
2019-11-27,CLE,ORL,CLE,104,45.7,32.4,12,37,20,5,0,0
2019-11-27,CLE,ORL,ORL,116,48.4,36.4,6,28,23,13,6,1
2019-11-27,GSW,CHI,GSW,104,45.7,37.9,13,41,31,12,9,1
2019-11-27,GSW,CHI,CHI,90,38.2,34.5,14,28,20,14,4,0
2019-11-27,HOU,MIA,HOU,117,45.8,34.1,9,34,19,11,2,1
2019-11-27,HOU,MIA,MIA,108,46.3,37.8,8,33,22,8,3,0
2019-11-27,IND,UTA,IND,121,52.1,36.4,11,31,23,8,4,1
2019-11-27,IND,UTA,UTA,102,43.4,31.3,10,30,19,7,2,0
2019-11-27,MEM,LAC,MEM,119,46.7,39.3,13,35,26,9,3,0
2019-11-27,MEM,LAC,LAC,121,46.3,34.1,13,30,30,11,6,1
2019-11-27,MIL,ATL,MIL,111,47.7,29.4,10,37,25,6,11,1
2019-11-27,MIL,ATL,ATL,102,40.4,32.4,14,35,22,4,5,0
2019-11-27,NOP,LAL,NOP,110,40.5,42.5,13,29,20,7,4,0
2019-11-27,NOP,LAL,LAL,114,51.8,33.3,7,30,25,9,6,1
2019-11-27,PHI,SAC,PHI,97,46.8,19.2,7,42,20,8,10,1
2019-11-27,PHI,SAC,SAC,91,41.1,26.5,8,34,22,9,3,0
2019-11-27,PHX,WAS,PHX,132,51.6,39.5,12,28,29,7,6,0
2019-11-27,PHX,WAS,WAS,140,57.3,54.3,4,30,32,9,5,1
2019-11-27,POR,OKC,POR,136,52.1,46.7,10,44,23,3,1,1
2019-11-27,POR,OKC,OKC,119,44.3,31.4,8,30,19,4,2,0
2019-11-27,SAS,MIN,SAS,101,42.3,17.2,8,38,25,4,8,0
2019-11-27,SAS,MIN,MIN,113,43.5,45.0,7,46,28,4,6,1
2019-11-27,TOR,NYK,TOR,126,48.9,51.2,17,35,26,6,4,1
2019-11-27,TOR,NYK,NYK,98,37.5,29.3,15,30,19,6,4,0
2019-11-29,BKN,BOS,BKN,112,46.2,41.5,13,36,30,9,6,1
2019-11-29,BKN,BOS,BOS,107,44.1,32.1,16,32,16,11,7,0
2019-11-29,CLE,MIL,CLE,110,50.0,50.0,8,33,32,7,1,0
2019-11-29,CLE,MIL,MIL,119,51.1,35.3,11,36,28,7,4,1
2019-11-29,DET,CHA,DET,107,49.4,42.9,14,31,27,5,4,0
2019-11-29,DET,CHA,CHA,110,48.2,50.0,11,26,26,8,6,1
2019-11-29,IND,ATL,IND,105,42.4,23.1,9,33,19,12,6,1
2019-11-29,IND,ATL,ATL,104,43.3,28.1,10,38,14,10,3,0
2019-11-29,LAL,WAS,LAL,125,51.7,43.8,7,40,29,9,8,1
2019-11-29,LAL,WAS,WAS,103,39.6,27.0,13,32,25,10,2,0
2019-11-29,MEM,UTA,MEM,94,39.4,29.4,15,40,22,1,8,0
2019-11-29,MEM,UTA,UTA,103,40.0,34.3,11,41,18,8,2,1
2019-11-29,MIA,GSW,MIA,122,53.7,52.0,10,39,23,7,3,1
2019-11-29,MIA,GSW,GSW,105,39.0,35.7,5,26,19,4,3,0
2019-11-29,NYK,PHI,NYK,95,43.6,40.0,9,28,14,5,4,0
2019-11-29,NYK,PHI,PHI,101,43.1,26.9,8,38,22,5,10,1
2019-11-29,OKC,NOP,OKC,109,47.8,38.2,6,36,27,6,8,1
2019-11-29,OKC,NOP,NOP,104,44.8,28.9,7,37,19,8,3,0
2019-11-29,ORL,TOR,ORL,83,34.6,24.1,13,39,17,10,11,0
2019-11-29,ORL,TOR,TOR,90,36.9,28.9,11,35,21,16,4,1
