gameid,date,type,teamid,team,home,away,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,win,season,game_id
21900476,2019-12-28,regular,1610612752,NYK,WAS,NYK,48,0.36111111111111116,38,85,0.4258373205741628,11,31,0.36339869281045756,20,26,76.9,0.3793103448275862,0.6590909090909091,56,0.40476190476190477,22.0,0.2272727272727273,0.25,25,7.0,1,2020,2019-12-28_WAS_NYK
21900489,2019-12-29,regular,1610612743,DEN,DEN,SAC,48,0.4814814814814816,42,81,0.5980861244019138,8,29,0.26013071895424844,28,31,90.3,0.3448275862068966,0.25,37,0.3571428571428571,12.0,0.2727272727272727,0.2,18,5.0,1,2020,2019-12-29_DEN_SAC
21900489,2019-12-29,regular,1610612758,SAC,DEN,SAC,48,0.4351851851851851,45,85,0.6220095693779903,13,34,0.39869281045751637,12,17,70.6,0.3103448275862069,0.2272727272727273,35,0.5714285714285714,14.0,0.2272727272727273,0.2,26,-5.0,0,2020,2019-12-29_DEN_SAC
21900490,2019-12-29,regular,1610612747,LAL,LAL,DAL,48,0.37037037037037046,38,78,0.5215311004784688,9,23,0.4104575163398694,23,28,82.1,0.20689655172413793,0.38636363636363635,39,0.47619047619047616,16.0,0.5454545454545454,0.35000000000000003,23,13.0,1,2020,2019-12-29_LAL_DAL
21900490,2019-12-29,regular,1610612742,DAL,LAL,DAL,48,0.25,32,89,0.21770334928229662,13,43,0.2941176470588235,18,20,90.0,0.4482758620689655,0.36363636363636365,45,0.2142857142857143,19.0,0.5,0.2,23,-13.0,0,2020,2019-12-29_LAL_DAL
21900487,2019-12-29,regular,1610612763,MEM,MEM,CHA,48,0.4537037037037037,45,93,0.5143540669856459,10,35,0.273202614379085,17,17,100.0,0.48275862068965514,0.4772727272727273,51,0.5238095238095237,14.0,0.2272727272727273,0.25,20,13.0,1,2020,2019-12-29_MEM_CHA
21900487,2019-12-29,regular,1610612766,CHA,MEM,CHA,48,0.33333333333333337,37,86,0.3851674641148326,9,31,0.2784313725490196,21,32,65.6,0.3793103448275862,0.34090909090909094,42,0.3571428571428571,14.0,0.36363636363636365,0.2,19,-13.0,0,2020,2019-12-29_MEM_CHA
21900488,2019-12-29,regular,1610612740,NOP,NOP,HOU,48,0.5462962962962963,50,102,0.5287081339712918,18,44,0.4339869281045752,9,13,69.2,0.48275862068965514,0.36363636363636365,46,0.5714285714285714,9.0,0.4090909090909091,0.2,17,15.0,1,2020,2019-12-29_NOP_HOU
21900488,2019-12-29,regular,1610612745,HOU,NOP,HOU,48,0.40740740740740744,42,81,0.5980861244019138,15,39,0.40261437908496733,13,20,65.0,0.27586206896551724,0.38636363636363635,41,0.5,17.0,0.2272727272727273,0.15000000000000002,16,-15.0,0,2020,2019-12-29_NOP_HOU
21900486,2019-12-29,regular,1610612761,TOR,TOR,OKC,48,0.2685185185185186,35,83,0.36602870813397126,15,40,0.3895424836601308,12,12,100.0,0.27586206896551724,0.40909090909090906,42,0.30952380952380953,17.0,0.3181818181818182,0.1,20,-1.0,0,2020,2019-12-29_TOR_OKC
21900486,2019-12-29,regular,1610612760,OKC,TOR,OKC,48,0.2777777777777778,34,78,0.3995215311004785,10,33,0.29542483660130725,20,23,87.0,0.27586206896551724,0.4318181818181819,43,0.16666666666666663,17.0,0.36363636363636365,0.30000000000000004,14,1.0,1,2020,2019-12-29_TOR_OKC
21900493,2019-12-30,regular,1610612741,CHI,CHI,MIL,48,0.3148148148148149,40,107,0.25119617224880375,17,44,0.403921568627451,5,8,62.5,0.48275862068965514,0.2954545454545454,43,0.4285714285714286,10.0,0.4545454545454546,0.1,20,-21.0,0,2020,2019-12-30_CHI_MIL
21900493,2019-12-30,regular,1610612749,MIL,CHI,MIL,48,0.5092592592592593,46,84,0.6674641148325358,11,32,0.34901960784313724,20,24,83.3,0.3448275862068966,0.7500000000000001,59,0.5,18.0,0.2727272727272727,0.45,17,21.0,1,2020,2019-12-30_CHI_MIL
21900494,2019-12-30,regular,1610612750,MIN,MIN,BKN,53,0.5,42,104,0.32296650717703346,17,44,0.403921568627451,21,29,72.4,0.3793103448275862,0.7500000000000001,60,0.2857142857142857,14.0,0.5454545454545454,0.4,22,7.0,1,2020,2019-12-30_MIN_BKN
21900494,2019-12-30,regular,1610612751,BKN,MIN,BKN,53,0.4351851851851851,40,99,0.32296650717703346,15,41,0.37777777777777777,20,27,74.1,0.24137931034482757,0.7954545454545455,58,0.33333333333333326,17.0,0.18181818181818182,0.30000000000000004,25,-7.0,0,2020,2019-12-30_MIN_BKN
21900491,2019-12-30,regular,1610612753,ORL,ORL,ATL,48,0.2314814814814815,37,89,0.35167464114832536,5,25,0.1607843137254902,14,24,58.3,0.3793103448275862,0.2954545454545454,40,0.33333333333333326,9.0,0.4090909090909091,0.30000000000000004,17,-8.0,0,2020,2019-12-30_ORL_ATL
21900491,2019-12-30,regular,1610612737,ATL,ORL,ATL,48,0.3055555555555556,39,81,0.507177033492823,9,29,0.30457516339869284,14,17,82.4,0.3793103448275862,0.5681818181818182,52,0.30952380952380953,21.0,0.36363636363636365,0.2,20,8.0,1,2020,2019-12-30_ORL_ATL
21900496,2019-12-30,regular,1610612757,POR,POR,PHX,48,0.4444444444444444,44,96,0.45215311004784686,14,34,0.43790849673202625,14,18,77.8,0.3448275862068966,0.36363636363636365,42,0.38095238095238093,9.0,0.2272727272727273,0.2,19,-6.0,0,2020,2019-12-30_POR_PHX
21900496,2019-12-30,regular,1610612756,PHX,POR,PHX,48,0.5,44,92,0.5,13,23,0.6379084967320262,21,22,95.5,0.3448275862068966,0.40909090909090906,44,0.5,11.0,0.2727272727272727,0.2,17,6.0,1,2020,2019-12-30_POR_PHX
21900495,2019-12-30,regular,1610612762,UTA,UTA,DET,48,0.33333333333333337,39,83,0.48086124401913866,10,26,0.40261437908496733,16,20,80.0,0.3103448275862069,0.4772727272727273,46,0.2857142857142857,15.0,0.3181818181818182,0.30000000000000004,21,23.0,1,2020,2019-12-30_UTA_DET
21900495,2019-12-30,regular,1610612765,DET,UTA,DET,48,0.12037037037037046,30,79,0.26555023923444976,4,14,0.273202614379085,17,23,73.9,0.3448275862068966,0.38636363636363635,43,0.14285714285714285,17.0,0.4545454545454546,0.25,20,-23.0,0,2020,2019-12-30_UTA_DET
21900492,2019-12-30,regular,1610612764,WAS,WAS,MIA,48,0.5092592592592593,43,84,0.5813397129186604,17,37,0.4993464052287582,20,30,66.7,0.3103448275862069,0.34090909090909094,40,0.4285714285714286,10.0,0.5909090909090909,0.30000000000000004,27,18.0,1,2020,2019-12-30_WAS_MIA
21900492,2019-12-30,regular,1610612748,MIA,WAS,MIA,48,0.34259259259259267,33,73,0.43779904306220097,10,28,0.36601307189542487,29,39,74.4,0.3448275862068966,0.40909090909090906,44,0.23809523809523808,19.0,0.2272727272727273,0.05,22,-18.0,0,2020,2019-12-30_WAS_MIA
21900497,2019-12-31,regular,1610612766,CHA,CHA,BOS,48,0.22222222222222232,34,86,0.3014354066985646,12,34,0.36078431372549014,12,16,75.0,0.27586206896551724,0.38636363636363635,41,0.40476190476190477,17.0,0.3181818181818182,0.2,16,-17.0,0,2020,2019-12-31_CHA_BOS
21900497,2019-12-31,regular,1610612738,BOS,CHA,BOS,48,0.37962962962962976,44,97,0.4425837320574162,14,38,0.3803921568627451,7,10,70.0,0.5172413793103449,0.5227272727272727,54,0.40476190476190477,13.0,0.5454545454545454,0.45,16,17.0,1,2020,2019-12-31_CHA_BOS
21900501,2019-12-31,regular,1610612745,HOU,HOU,DEN,48,0.5740740740740742,46,87,0.6220095693779903,16,34,0.5150326797385621,22,31,71.0,0.4482758620689655,0.31818181818181823,43,0.2857142857142857,15.0,0.2727272727272727,0.35000000000000003,17,26.0,1,2020,2019-12-31_HOU_DEN
21900501,2019-12-31,regular,1610612743,DEN,HOU,DEN,48,0.33333333333333337,45,97,0.46650717703349276,8,25,0.3176470588235294,6,9,66.7,0.48275862068965514,0.20454545454545459,39,0.40476190476190477,16.0,0.3181818181818182,0.25,22,-26.0,0,2020,2019-12-31_HOU_DEN
21900498,2019-12-31,regular,1610612754,IND,IND,PHI,48,0.4351851851851851,42,86,0.5239234449760763,11,25,0.4745098039215687,20,26,76.9,0.1724137931034483,0.38636363636363635,38,0.6428571428571428,6.0,0.13636363636363635,0.30000000000000004,16,18.0,1,2020,2019-12-31_IND_PHI
21900498,2019-12-31,regular,1610612755,PHI,IND,PHI,48,0.2685185185185186,37,91,0.3301435406698565,6,29,0.1699346405228758,17,20,85.0,0.48275862068965514,0.38636363636363635,47,0.38095238095238093,15.0,0.18181818181818182,0.30000000000000004,22,-18.0,0,2020,2019-12-31_IND_PHI
21900503,2019-12-31,regular,1610612760,OKC,OKC,DAL,48,0.35185185185185186,39,91,0.3827751196172249,6,27,0.18954248366013074,22,28,78.6,0.6206896551724138,0.5,56,0.23809523809523808,12.0,0.3181818181818182,0.25,21,5.0,1,2020,2019-12-31_OKC_DAL
21900503,2019-12-31,regular,1610612742,DAL,OKC,DAL,48,0.3055555555555556,33,93,0.20574162679425834,15,51,0.28366013071895424,20,27,74.1,0.5862068965517241,0.36363636363636365,49,0.26190476190476186,11.0,0.2272727272727273,0.2,24,-5.0,0,2020,2019-12-31_OKC_DAL
21900499,2019-12-31,regular,1610612758,SAC,SAC,LAC,48,0.17592592592592593,33,80,0.3444976076555023,8,28,0.273202614379085,13,19,68.4,0.3793103448275862,0.31818181818181823,41,0.2857142857142857,16.0,0.36363636363636365,0.25,23,-18.0,0,2020,2019-12-31_SAC_LAC
21900499,2019-12-31,regular,1610612746,LAC,SAC,LAC,48,0.34259259259259267,36,88,0.33492822966507174,12,36,0.3346405228758169,21,22,95.5,0.48275862068965514,0.4772727272727273,51,0.30952380952380953,12.0,0.4090909090909091,0.1,17,18.0,1,2020,2019-12-31_SAC_LAC
21900502,2019-12-31,regular,1610612759,SAS,SAS,GSW,53,0.4537037037037037,45,96,0.47846889952153093,14,31,0.4901960784313726,13,17,76.5,0.3448275862068966,0.6136363636363636,53,0.5238095238095237,10.0,0.2727272727272727,0.30000000000000004,18,4.0,1,2020,2019-12-31_SAS_GSW
21900502,2019-12-31,regular,1610612744,GSW,SAS,GSW,53,0.41666666666666674,44,96,0.45215311004784686,12,27,0.47973856209150334,13,18,72.2,0.3103448275862069,0.4318181818181819,44,0.5476190476190476,9.0,0.2272727272727273,0.30000000000000004,14,-4.0,0,2020,2019-12-31_SAS_GSW
21900500,2019-12-31,regular,1610612761,TOR,TOR,CLE,48,0.4537037037037037,40,84,0.4952153110047848,17,39,0.4692810457516341,20,25,80.0,0.3448275862068966,0.4318181818181819,45,0.5,12.0,0.2272727272727273,0.35000000000000003,15,20.0,1,2020,2019-12-31_TOR_CLE
21900500,2019-12-31,regular,1610612739,CLE,TOR,CLE,48,0.2685185185185186,37,87,0.3732057416267942,10,38,0.24313725490196078,13,16,81.3,0.27586206896551724,0.38636363636363635,41,0.30952380952380953,15.0,0.2272727272727273,0.2,19,-20.0,0,2020,2019-12-31_TOR_CLE
21900507,2020-01-01,regular,1610612747,LAL,LAL,PHX,48,0.4537037037037037,43,90,0.5,7,28,0.2261437908496732,24,34,70.6,0.4482758620689655,0.36363636363636365,45,0.40476190476190477,13.0,0.4090909090909091,0.25,17,10.0,1,2020,2020-01-01_LAL_PHX
21900507,2020-01-01,regular,1610612756,PHX,LAL,PHX,48,0.36111111111111116,42,86,0.5239234449760763,6,23,0.24052287581699347,17,23,73.9,0.3793103448275862,0.4545454545454546,47,0.5714285714285714,15.0,0.3181818181818182,0.15000000000000002,28,-10.0,0,2020,2020-01-01_LAL_PHX
21900506,2020-01-01,regular,1610612749,MIL,MIL,MIN,48,0.35185185185185186,40,94,0.37559808612440193,9,36,0.2261437908496732,17,26,65.4,0.41379310344827586,0.7272727272727272,60,0.38095238095238093,17.0,0.18181818181818182,0.6000000000000001,22,2.0,1,2020,2020-01-01_MIL_MIN
21900506,2020-01-01,regular,1610612750,MIN,MIL,MIN,48,0.33333333333333337,34,91,0.25119617224880375,15,46,0.32549019607843144,21,28,75.0,0.20689655172413793,0.5909090909090909,48,0.23809523809523808,12.0,0.3181818181818182,0.4,25,-2.0,0,2020,2020-01-01_MIL_MIN
21900505,2020-01-01,regular,1610612752,NYK,NYK,POR,48,0.4537037037037037,47,98,0.5047846889952152,14,36,0.40784313725490196,9,14,64.3,0.3103448275862069,0.6818181818181818,55,0.5,7.0,0.13636363636363635,0.30000000000000004,14,24.0,1,2020,2020-01-01_NYK_POR
21900505,2020-01-01,regular,1610612757,POR,NYK,POR,48,0.2314814814814815,37,94,0.2990430622009569,10,32,0.3084967320261438,9,15,60.0,0.3448275862068966,0.4772727272727273,47,0.2142857142857143,9.0,0.18181818181818182,0.25,11,-24.0,0,2020,2020-01-01_NYK_POR
21900504,2020-01-01,regular,1610612764,WAS,WAS,ORL,48,0.3055555555555556,33,87,0.26315789473684204,9,31,0.2784313725490196,26,31,83.9,0.3103448275862069,0.4772727272727273,46,0.23809523809523808,13.0,0.2272727272727273,0.2,23,-21.0,0,2020,2020-01-01_WAS_ORL
21900504,2020-01-01,regular,1610612753,ORL,WAS,ORL,48,0.5,45,95,0.49043062200956933,12,32,0.3895424836601308,20,27,74.1,0.3793103448275862,0.5681818181818182,52,0.40476190476190477,9.0,0.5,0.30000000000000004,21,21.0,1,2020,2020-01-01_WAS_ORL
21900511,2020-01-02,regular,1610612741,CHI,CHI,UTA,48,0.2777777777777778,37,94,0.2990430622009569,11,36,0.2993464052287582,13,17,76.5,0.5172413793103449,0.31818181818181823,45,0.33333333333333326,11.0,0.36363636363636365,0.25,15,-4.0,0,2020,2020-01-02_CHI_UTA
21900511,2020-01-02,regular,1610612762,UTA,CHI,UTA,48,0.3148148148148149,37,76,0.5215311004784688,11,30,0.37908496732026153,17,22,77.3,0.24137931034482757,0.4318181818181819,42,0.38095238095238093,17.0,0.2272727272727273,0.30000000000000004,17,4.0,1,2020,2020-01-02_CHI_UTA
21900508,2020-01-02,regular,1610612739,CLE,CLE,CHA,48,0.35185185185185186,41,81,0.5669856459330143,13,35,0.38431372549019616,11,14,78.6,0.24137931034482757,0.4318181818181819,42,0.4285714285714286,15.0,0.2727272727272727,0.15000000000000002,22,-3.0,0,2020,2020-01-02_CLE_CHA
21900508,2020-01-02,regular,1610612766,CHA,CLE,CHA,48,0.37962962962962976,37,83,0.42344497607655507,15,38,0.415686274509804,20,24,83.3,0.3448275862068966,0.2954545454545454,39,0.40476190476190477,11.0,0.2272727272727273,0.0,15,3.0,1,2020,2020-01-02_CLE_CHA
21900513,2020-01-02,regular,1610612742,DAL,DAL,BKN,48,0.5092592592592593,45,89,0.5669856459330143,18,38,0.5189542483660131,15,17,88.2,0.41379310344827586,0.40909090909090906,46,0.33333333333333326,14.0,0.18181818181818182,0.4,21,12.0,1,2020,2020-01-02_DAL_BKN
21900513,2020-01-02,regular,1610612751,BKN,DAL,BKN,48,0.39814814814814814,42,91,0.46172248803827753,12,37,0.322875816993464,15,17,88.2,0.41379310344827586,0.36363636363636365,44,0.5,12.0,0.2272727272727273,0.05,21,-12.0,0,2020,2020-01-02_DAL_BKN
21900509,2020-01-02,regular,1610612754,IND,IND,DEN,48,0.4444444444444444,43,82,0.6100478468899522,12,26,0.5032679738562092,18,25,72.0,0.3103448275862069,0.20454545454545459,34,0.5714285714285714,9.0,0.3181818181818182,0.15000000000000002,21,-8.0,0,2020,2020-01-02_IND_DEN
21900509,2020-01-02,regular,1610612743,DEN,IND,DEN,48,0.5185185185185186,46,87,0.6220095693779903,8,27,0.28627450980392155,24,27,88.9,0.5172413793103449,0.36363636363636365,47,0.45238095238095233,10.0,0.3181818181818182,0.1,21,8.0,1,2020,2020-01-02_IND_DEN
21900516,2020-01-02,regular,1610612746,LAC,LAC,DET,48,0.537037037037037,50,92,0.6555023923444976,11,28,0.4130718954248366,15,21,71.4,0.3793103448275862,0.5454545454545455,51,0.5,15.0,0.2727272727272727,0.55,22,14.0,1,2020,2020-01-02_LAC_DET
21900516,2020-01-02,regular,1610612765,DET,LAC,DET,48,0.40740740740740744,40,94,0.37559808612440193,7,33,0.17647058823529413,25,35,71.4,0.41379310344827586,0.38636363636363635,45,0.2857142857142857,11.0,0.4545454545454546,0.05,23,-14.0,0,2020,2020-01-02_LAC_DET
21900510,2020-01-02,regular,1610612748,MIA,MIA,TOR,48,0.14814814814814814,33,81,0.3301435406698565,12,37,0.322875816993464,6,11,54.5,0.3103448275862069,0.5681818181818182,50,0.3571428571428571,16.0,0.2727272727272727,0.2,13,8.0,1,2020,2020-01-02_MIA_TOR
21900510,2020-01-02,regular,1610612761,TOR,MIA,TOR,48,0.07407407407407418,28,89,0.11004784688995217,6,42,0.08627450980392157,14,17,82.4,0.4482758620689655,0.4318181818181819,48,0.2857142857142857,11.0,0.18181818181818182,0.30000000000000004,12,-8.0,0,2020,2020-01-02_MIA_TOR
21900512,2020-01-02,regular,1610612750,MIN,MIN,GSW,48,0.2870370370370371,38,95,0.3133971291866029,13,43,0.2941176470588235,10,17,58.8,0.5862068965517241,0.4318181818181819,52,0.33333333333333326,15.0,0.3181818181818182,0.35000000000000003,20,15.0,1,2020,2020-01-02_MIN_GSW
21900512,2020-01-02,regular,1610612744,GSW,MIN,GSW,48,0.14814814814814814,33,77,0.3827751196172249,3,20,0.09542483660130718,15,21,71.4,0.24137931034482757,0.4545454545454546,43,0.2857142857142857,17.0,0.4090909090909091,0.05,20,-15.0,0,2020,2020-01-02_MIN_GSW
21900515,2020-01-02,regular,1610612758,SAC,SAC,MEM,48,0.5555555555555556,44,90,0.5263157894736841,14,34,0.43790849673202625,26,31,83.9,0.24137931034482757,0.40909090909090906,41,0.4285714285714286,13.0,0.4090909090909091,0.4,24,5.0,1,2020,2020-01-02_SAC_MEM
21900515,2020-01-02,regular,1610612763,MEM,SAC,MEM,48,0.5092592592592593,45,93,0.5143540669856459,13,34,0.39869281045751637,20,21,95.2,0.27586206896551724,0.40909090909090906,42,0.5476190476190476,17.0,0.18181818181818182,0.0,25,-5.0,0,2020,2020-01-02_SAC_MEM
21900514,2020-01-02,regular,1610612759,SAS,SAS,OKC,48,0.32407407407407407,40,92,0.3971291866028708,13,31,0.44705882352941184,10,12,83.3,0.48275862068965514,0.34090909090909094,45,0.33333333333333326,9.0,0.045454545454545456,0.4,22,-6.0,0,2020,2020-01-02_SAS_OKC
21900514,2020-01-02,regular,1610612760,OKC,SAS,OKC,48,0.37962962962962976,43,89,0.5119617224880382,9,25,0.36993464052287583,14,20,70.0,0.27586206896551724,0.4318181818181819,43,0.26190476190476186,4.0,0.3181818181818182,0.30000000000000004,14,6.0,1,2020,2020-01-02_SAS_OKC
21900517,2020-01-03,regular,1610612738,BOS,BOS,ATL,48,0.37962962962962976,41,93,0.4114832535885167,6,25,0.2130718954248366,21,29,72.4,0.41379310344827586,0.5909090909090909,54,0.3571428571428571,13.0,0.4090909090909091,0.35000000000000003,16,3.0,1,2020,2020-01-03_BOS_ATL
21900517,2020-01-03,regular,1610612737,ATL,BOS,ATL,48,0.35185185185185186,39,93,0.3588516746411483,16,45,0.3647058823529412,12,15,80.0,0.20689655172413793,0.4545454545454546,42,0.4285714285714286,14.0,0.2727272727272727,0.25,24,-3.0,0,2020,2020-01-03_BOS_ATL
21900520,2020-01-03,regular,1610612745,HOU,HOU,PHI,48,0.462962962962963,41,86,0.4976076555023923,12,32,0.3895424836601308,24,32,75.0,0.27586206896551724,0.5,46,0.33333333333333326,14.0,0.2727272727272727,0.15000000000000002,24,10.0,1,2020,2020-01-03_HOU_PHI
21900520,2020-01-03,regular,1610612755,PHI,HOU,PHI,48,0.37037037037037046,42,92,0.44976076555023936,6,27,0.18954248366013074,18,25,72.0,0.3448275862068966,0.40909090909090906,44,0.5714285714285714,11.0,0.3181818181818182,0.30000000000000004,22,-10.0,0,2020,2020-01-03_HOU_PHI
21900522,2020-01-03,regular,1610612747,LAL,LAL,NOP,48,0.5092592592592593,43,86,0.5526315789473684,14,29,0.530718954248366,23,28,82.1,0.27586206896551724,0.5227272727272727,47,0.5,14.0,0.4090909090909091,0.2,14,10.0,1,2020,2020-01-03_LAL_NOP
21900522,2020-01-03,regular,1610612740,NOP,LAL,NOP,48,0.41666666666666674,48,102,0.4832535885167464,11,37,0.2875816993464052,6,7,85.7,0.3103448275862069,0.34090909090909094,40,0.38095238095238093,12.0,0.18181818181818182,0.5,20,-10.0,0,2020,2020-01-03_LAL_NOP
21900518,2020-01-03,regular,1610612753,ORL,ORL,MIA,48,0.34259259259259267,33,81,0.3301435406698565,13,35,0.38431372549019616,26,29,89.7,0.24137931034482757,0.4772727272727273,44,0.40476190476190477,11.0,0.5,0.2,17,20.0,1,2020,2020-01-03_ORL_MIA
21900518,2020-01-03,regular,1610612748,MIA,ORL,MIA,48,0.15740740740740744,30,80,0.2535885167464115,7,37,0.14640522875816991,18,23,78.3,0.3448275862068966,0.5227272727272727,49,0.19047619047619047,18.0,0.3181818181818182,0.1,20,-20.0,0,2020,2020-01-03_ORL_MIA
21900521,2020-01-03,regular,1610612756,PHX,PHX,NYK,48,0.4814814814814816,42,90,0.47368421052631593,10,28,0.36601307189542487,26,33,78.8,0.3103448275862069,0.5227272727272727,48,0.47619047619047616,10.0,0.3181818181818182,0.15000000000000002,25,8.0,1,2020,2020-01-03_PHX_NYK
21900521,2020-01-03,regular,1610612752,NYK,PHX,NYK,48,0.40740740740740744,41,92,0.42344497607655507,10,37,0.2522875816993464,20,30,66.7,0.4482758620689655,0.5227272727272727,52,0.26190476190476186,15.0,0.3181818181818182,0.35000000000000003,26,-8.0,0,2020,2020-01-03_PHX_NYK
21900519,2020-01-03,regular,1610612764,WAS,WAS,POR,48,0.32407407407407407,38,90,0.36602870813397126,11,33,0.3346405228758169,16,25,64.0,0.48275862068965514,0.25,41,0.26190476190476186,13.0,0.2272727272727273,0.2,28,-19.0,0,2020,2020-01-03_WAS_POR
21900519,2020-01-03,regular,1610612757,POR,WAS,POR,48,0.5,45,88,0.5789473684210527,6,25,0.2130718954248366,26,33,78.8,0.3793103448275862,0.31818181818181823,41,0.19047619047619047,7.0,0.2727272727272727,0.35000000000000003,21,19.0,1,2020,2020-01-03_WAS_POR
21900526,2020-01-04,regular,1610612737,ATL,ATL,IND,48,0.4444444444444444,42,82,0.5813397129186604,10,32,0.3084967320261438,22,24,91.7,0.13793103448275862,0.4545454545454546,40,0.33333333333333326,14.0,0.36363636363636365,0.2,28,5.0,1,2020,2020-01-04_ATL_IND
21900526,2020-01-04,regular,1610612754,IND,ATL,IND,48,0.39814814814814814,36,87,0.34688995215311,10,27,0.3830065359477124,29,35,82.9,0.4482758620689655,0.2272727272727273,39,0.38095238095238093,11.0,0.36363636363636365,0.2,24,-5.0,0,2020,2020-01-04_ATL_IND
21900524,2020-01-04,regular,1610612751,BKN,BKN,TOR,48,0.3148148148148149,32,67,0.5,13,35,0.38431372549019616,25,34,73.5,0.20689655172413793,0.36363636363636365,38,0.38095238095238093,24.0,0.18181818181818182,0.55,24,-19.0,0,2020,2020-01-04_BKN_TOR
21900524,2020-01-04,regular,1610612761,TOR,BKN,TOR,48,0.4907407407407407,44,97,0.4425837320574162,13,32,0.4300653594771242,20,28,71.4,0.5172413793103449,0.2727272727272727,43,0.30952380952380953,8.0,0.4545454545454546,0.2,25,19.0,1,2020,2020-01-04_BKN_TOR
21900529,2020-01-04,regular,1610612741,CHI,CHI,BOS,48,0.33333333333333337,34,80,0.3732057416267942,13,34,0.39869281045751637,23,31,74.2,0.3793103448275862,0.2272727272727273,37,0.3571428571428571,16.0,0.6818181818181819,0.25,22,-7.0,0,2020,2020-01-04_CHI_BOS
21900529,2020-01-04,regular,1610612738,BOS,CHI,BOS,48,0.39814814814814814,43,82,0.6100478468899522,8,19,0.44967320261437915,17,21,81.0,0.4482758620689655,0.34090909090909094,44,0.33333333333333326,20.0,0.4545454545454546,0.25,22,7.0,1,2020,2020-01-04_CHI_BOS
21900527,2020-01-04,regular,1610612739,CLE,CLE,OKC,48,0.35185185185185186,39,85,0.4545454545454546,14,30,0.5098039215686275,14,17,82.4,0.3103448275862069,0.38636363636363635,42,0.26190476190476186,15.0,0.18181818181818182,0.0,26,-15.0,0,2020,2020-01-04_CLE_OKC
21900527,2020-01-04,regular,1610612760,OKC,CLE,OKC,48,0.4907407407407407,43,96,0.4282296650717703,14,37,0.39346405228758163,21,26,80.8,0.6206896551724138,0.40909090909090906,52,0.38095238095238093,12.0,0.2727272727272727,0.2,16,15.0,1,2020,2020-01-04_CLE_OKC
21900530,2020-01-04,regular,1610612742,DAL,DAL,CHA,53,0.4814814814814816,47,100,0.48086124401913866,15,50,0.2915032679738562,11,13,84.6,0.48275862068965514,0.25,41,0.47619047619047616,10.0,0.3181818181818182,0.2,25,-3.0,0,2020,2020-01-04_DAL_CHA
21900530,2020-01-04,regular,1610612766,CHA,DAL,CHA,53,0.5092592592592593,42,85,0.5382775119617225,11,25,0.4745098039215687,28,31,90.3,0.5517241379310345,0.4772727272727273,53,0.45238095238095233,18.0,0.2272727272727273,0.25,22,3.0,1,2020,2020-01-04_DAL_CHA
21900532,2020-01-04,regular,1610612744,GSW,GSW,DET,48,0.33333333333333337,33,82,0.31818181818181823,11,21,0.5843137254901961,27,32,84.4,0.3793103448275862,0.34090909090909094,42,0.4285714285714286,14.0,0.5909090909090909,0.15000000000000002,19,-7.0,0,2020,2020-01-04_GSW_DET
21900532,2020-01-04,regular,1610612765,DET,GSW,DET,48,0.39814814814814814,43,83,0.595693779904306,11,27,0.431372549019608,14,16,87.5,0.3103448275862069,0.4772727272727273,46,0.38095238095238093,21.0,0.5909090909090909,0.25,25,7.0,1,2020,2020-01-04_GSW_DET
21900523,2020-01-04,regular,1610612746,LAC,LAC,MEM,48,0.42592592592592604,45,101,0.42344497607655507,7,30,0.203921568627451,17,22,77.3,0.48275862068965514,0.4318181818181819,49,0.2857142857142857,13.0,0.13636363636363635,0.05,22,-26.0,0,2020,2020-01-04_LAC_MEM
21900523,2020-01-04,regular,1610612763,MEM,LAC,MEM,48,0.6666666666666667,49,96,0.5765550239234449,18,39,0.5032679738562092,24,28,85.7,0.3793103448275862,0.6136363636363636,54,0.6666666666666666,9.0,0.36363636363636365,0.5,23,26.0,1,2020,2020-01-04_LAC_MEM
21900531,2020-01-04,regular,1610612749,MIL,MIL,SAS,48,0.5462962962962963,43,87,0.5382775119617225,17,45,0.39346405228758163,24,33,72.7,0.24137931034482757,0.5909090909090909,49,0.3571428571428571,9.0,0.18181818181818182,0.5,22,9.0,1,2020,2020-01-04_MIL_SAS
21900531,2020-01-04,regular,1610612759,SAS,MIL,SAS,48,0.462962962962963,38,92,0.3444976076555023,11,32,0.34901960784313724,31,34,91.2,0.3793103448275862,0.5227272727272727,50,0.2857142857142857,8.0,0.3181818181818182,0.0,20,-9.0,0,2020,2020-01-04_MIL_SAS
21900525,2020-01-04,regular,1610612753,ORL,ORL,UTA,48,0.2592592592592593,38,85,0.4258373205741628,11,37,0.2875816993464052,9,12,75.0,0.3103448275862069,0.4772727272727273,46,0.30952380952380953,10.0,0.2727272727272727,0.25,12,-13.0,0,2020,2020-01-04_ORL_UTA
21900525,2020-01-04,regular,1610612762,UTA,ORL,UTA,48,0.37962962962962976,42,93,0.43779904306220097,16,40,0.4222222222222223,9,14,64.3,0.48275862068965514,0.4772727272727273,51,0.33333333333333326,8.0,0.13636363636363635,0.15000000000000002,10,13.0,1,2020,2020-01-04_ORL_UTA
