gameid,date,type,teamid,team,home,away,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,win,season,game_id
21800012,2018-10-17,regular,1610612743,DEN,LAC,DEN,48,0.36111111111111116,33,87,0.26315789473684204,8,24,0.3346405228758169,33,42,78.6,0.48275862068965514,0.5909090909090909,56,0.2857142857142857,11.0,0.2727272727272727,0.45,22,9.0,1,2019,2018-10-17_LAC_DEN
21800007,2018-10-17,regular,1610612752,NYK,NYK,ATL,48,0.537037037037037,45,99,0.4449760765550239,12,33,0.37516339869281046,24,31,77.4,0.3448275862068966,0.4545454545454546,46,0.30952380952380953,16.0,0.5454545454545454,0.30000000000000004,23,19.0,1,2019,2018-10-17_NYK_ATL
21800007,2018-10-17,regular,1610612737,ATL,NYK,ATL,48,0.36111111111111116,41,90,0.44736842105263164,10,36,0.26274509803921575,15,18,83.3,0.24137931034482757,0.5,45,0.26190476190476186,24.0,0.3181818181818182,0.15000000000000002,30,-19.0,0,2019,2018-10-17_NYK_ATL
21800006,2018-10-17,regular,1610612753,ORL,ORL,MIA,48,0.33333333333333337,39,94,0.34928229665071775,7,25,0.26535947712418306,19,31,61.3,0.48275862068965514,0.4772727272727273,51,0.2857142857142857,12.0,0.3181818181818182,0.35000000000000003,25,3.0,1,2019,2018-10-17_ORL_MIA
21800006,2018-10-17,regular,1610612748,MIA,ORL,MIA,48,0.3055555555555556,38,97,0.29425837320574166,9,33,0.25620915032679736,16,22,72.7,0.48275862068965514,0.5,52,0.19047619047619047,17.0,0.18181818181818182,0.25,28,-3.0,0,2019,2018-10-17_ORL_MIA
21800013,2018-10-17,regular,1610612756,PHX,PHX,DAL,48,0.4907407407407407,44,81,0.6555023923444976,19,34,0.6300653594771242,14,16,87.5,0.20689655172413793,0.5,44,0.6428571428571428,12.0,0.2272727272727273,0.1,22,21.0,1,2019,2018-10-17_PHX_DAL
21800013,2018-10-17,regular,1610612742,DAL,PHX,DAL,48,0.2962962962962963,38,88,0.38995215311004783,10,33,0.29542483660130725,14,20,70.0,0.3448275862068966,0.2727272727272727,38,0.47619047619047616,9.0,0.3181818181818182,0.25,16,-21.0,0,2019,2018-10-17_PHX_DAL
21800011,2018-10-17,regular,1610612758,SAC,SAC,UTA,48,0.4537037037037037,49,95,0.5909090909090908,7,19,0.3803921568627451,12,18,66.7,0.1724137931034483,0.36363636363636365,37,0.2142857142857143,9.0,0.36363636363636365,0.15000000000000002,27,-6.0,0,2019,2018-10-17_SAC_UTA
21800011,2018-10-17,regular,1610612762,UTA,SAC,UTA,48,0.5092592592592593,41,79,0.5980861244019138,13,27,0.5281045751633987,28,38,73.7,0.1724137931034483,0.5227272727272727,44,0.30952380952380953,17.0,0.36363636363636365,0.2,19,6.0,1,2019,2018-10-17_SAC_UTA
21800010,2018-10-17,regular,1610612759,SAS,SAS,MIN,48,0.40740740740740744,40,93,0.3851674641148326,11,25,0.4745098039215687,21,29,72.4,0.6551724137931034,0.38636363636363635,52,0.33333333333333326,12.0,0.13636363636363635,0.2,22,4.0,1,2019,2018-10-17_SAS_MIN
21800010,2018-10-17,regular,1610612750,MIN,SAS,MIN,48,0.37037037037037046,39,91,0.3827751196172249,6,19,0.31241830065359477,24,27,88.9,0.48275862068965514,0.36363636363636365,46,0.2857142857142857,11.0,0.4090909090909091,0.1,27,-4.0,0,2019,2018-10-17_SAS_MIN
21800008,2018-10-17,regular,1610612761,TOR,TOR,CLE,48,0.4444444444444444,45,92,0.5263157894736841,14,33,0.4535947712418301,12,20,60.0,0.27586206896551724,0.4318181818181819,43,0.30952380952380953,10.0,0.2727272727272727,0.35000000000000003,29,12.0,1,2019,2018-10-17_TOR_CLE
21800008,2018-10-17,regular,1610612739,CLE,TOR,CLE,48,0.33333333333333337,34,85,0.3133971291866029,7,19,0.3803921568627451,29,39,74.4,0.48275862068965514,0.4318181818181819,49,0.2142857142857143,16.0,0.18181818181818182,0.0,25,-12.0,0,2019,2018-10-17_TOR_CLE
21800014,2018-10-18,regular,1610612755,PHI,PHI,CHI,48,0.5462962962962963,44,93,0.4880382775119616,12,36,0.3346405228758169,27,30,90.0,0.3793103448275862,0.6363636363636364,55,0.5238095238095237,13.0,0.4545454545454546,0.4,17,19.0,1,2019,2018-10-18_PHI_CHI
21800014,2018-10-18,regular,1610612741,CHI,PHI,CHI,48,0.37037037037037046,44,101,0.3995215311004785,11,33,0.3346405228758169,9,12,75.0,0.1724137931034483,0.40909090909090906,39,0.47619047619047616,12.0,0.18181818181818182,0.30000000000000004,23,-19.0,0,2019,2018-10-18_PHI_CHI
21800016,2018-10-18,regular,1610612757,POR,POR,LAL,48,0.5555555555555556,44,100,0.40909090909090917,13,37,0.35816993464052294,27,29,93.1,0.48275862068965514,0.5454545454545455,54,0.30952380952380953,17.0,0.4090909090909091,0.5,26,9.0,1,2019,2018-10-18_POR_LAL
21800016,2018-10-18,regular,1610612747,LAL,POR,LAL,48,0.4722222222222223,45,93,0.5143540669856459,7,30,0.203921568627451,22,29,75.9,0.27586206896551724,0.5,46,0.3571428571428571,15.0,0.4545454545454546,0.30000000000000004,26,-9.0,0,2019,2018-10-18_POR_LAL
21800015,2018-10-18,regular,1610612764,WAS,WAS,MIA,48,0.40740740740740744,38,81,0.47846889952153093,7,26,0.25098039215686274,29,39,74.4,0.24137931034482757,0.38636363636363635,40,0.26190476190476186,14.0,0.3181818181818182,0.75,31,-1.0,0,2019,2018-10-18_WAS_MIA
21800015,2018-10-18,regular,1610612748,MIA,WAS,MIA,48,0.41666666666666674,38,97,0.29425837320574166,12,35,0.3477124183006536,25,34,73.5,0.7586206896551724,0.38636363636363635,55,0.40476190476190477,19.0,0.2727272727272727,0.25,26,1.0,1,2019,2018-10-18_WAS_MIA
