home_team,away_team,PTS_home,FG%_home,3P%_home,FT%_home,OREB_home,DREB_home,AST_home,STL_home,BLK_home,PTS_away,FG%_away,3P%_away,FT%_away,OREB_away,DREB_away,AST_away,STL_away,BLK_away,winner
CLE,MEM,112,44.3,38.1,78.3,14,38,25,6,3,107,44.4,20.0,78.6,15,28,18,7,6,CLE
IND,WAS,119,56.6,44.0,63.6,12,29,29,13,0,112,53.2,37.1,71.4,8,24,27,15,5,IND
LAL,NOP,115,54.3,34.5,65.4,6,33,33,10,3,128,52.1,37.5,81.3,9,32,31,14,4,NOP
DET,MIA,119,52.5,42.4,80.8,7,34,21,6,5,96,42.7,25.0,70.4,9,24,18,6,6,DET
BOS,CHI,116,48.9,34.5,76.2,6,26,26,6,7,126,53.4,40.0,95.2,11,38,26,4,2,CHI
OKC,SAC,116,38.1,30.4,78.6,16,43,17,2,6,119,45.4,36.8,70.6,7,40,24,7,7,SAC
MIL,MIN,140,52.6,44.2,95.5,10,39,28,6,8,128,49.0,46.2,80.0,12,29,29,7,2,MIL
GSW,HOU,112,46.7,38.9,70.0,9,36,26,9,10,118,43.5,37.2,91.7,12,37,26,13,7,HOU
DAL,UTA,109,42.3,36.1,77.8,8,34,25,2,3,125,48.2,36.8,87.9,8,45,28,2,9,UTA
ORL,TOR,113,46.2,38.9,75.0,12,40,29,6,8,98,41.8,39.3,78.6,6,36,30,6,2,ORL
DEN,LAC,123,51.8,35.3,65.7,12,44,30,11,6,96,34.5,14.3,89.2,7,31,20,9,7,DEN
NYK,SAS,130,51.0,43.2,73.7,12,37,25,3,7,118,44.7,25.0,90.3,14,36,18,3,4,NYK
CHA,GSW,110,44.0,21.2,88.5,9,29,23,13,6,121,50.5,34.1,84.6,13,36,35,9,8,GSW
CLE,POR,110,41.6,38.2,88.5,13,27,22,4,1,123,56.4,62.1,77.3,6,39,26,5,6,POR
DET,IND,113,44.3,43.9,65.4,15,32,28,8,4,109,46.0,38.5,90.5,12,30,23,8,8,DET
BKN,SAS,101,43.2,38.0,75.0,6,45,24,5,5,85,36.5,16.7,91.7,10,37,14,6,6,BKN
MIA,PHX,121,49.5,31.0,80.0,14,30,31,10,4,124,50.6,40.6,84.0,7,32,30,9,1,PHX
CHI,MIL,106,44.6,34.6,68.2,6,35,31,3,3,117,46.2,34.7,69.6,8,37,26,3,6,MIL
ATL,HOU,111,48.8,44.7,69.6,10,31,21,6,6,119,43.3,29.4,86.7,12,25,24,11,4,HOU
LAL,MEM,105,44.9,37.0,75.0,10,36,25,8,5,110,44.1,25.0,82.6,15,42,20,7,5,MEM
MIN,SAC,112,50.6,25.8,71.4,7,42,23,10,6,105,38.9,34.6,75.9,14,30,20,13,2,MIN
NOP,PHI,110,42.3,17.9,70.8,14,40,29,15,8,111,43.6,32.3,68.4,15,43,23,9,8,PHI
DAL,LAC,112,48.7,38.9,88.9,7,38,28,3,9,121,45.0,37.8,77.8,9,31,33,11,4,LAC
NYK,ORL,108,42.7,29.2,78.1,14,37,17,11,7,103,43.8,34.4,70.0,12,35,26,6,7,NYK
BOS,TOR,95,38.4,20.0,82.1,10,37,24,6,4,118,48.9,47.2,64.3,8,37,33,7,5,TOR
DEN,OKC,121,46.6,46.4,74.3,11,36,28,9,4,112,45.3,26.3,64.0,14,32,31,10,5,DEN
CHA,HOU,113,47.0,36.4,85.2,8,40,25,9,5,118,46.2,33.3,87.5,7,30,23,11,3,HOU
ATL,MIN,131,42.6,41.4,84.4,18,47,32,1,6,123,43.1,31.6,69.7,9,38,29,8,7,ATL
BOS,POR,92,46.5,17.9,70.0,8,33,20,5,4,97,42.2,18.2,75.0,13,35,14,11,2,POR
BKN,WAS,116,45.9,22.9,76.9,7,34,20,7,3,125,45.8,29.7,83.9,17,40,34,10,4,WAS
GSW,MIA,125,49.4,35.4,71.4,8,29,21,7,3,126,50.6,43.9,80.0,12,36,20,4,6,MIA
CHI,MEM,109,47.6,33.3,92.0,7,35,20,12,9,107,43.6,33.3,88.9,12,34,25,7,5,CHI
DET,SAS,93,36.0,39.5,85.7,8,33,19,6,3,105,51.9,52.9,70.6,7,48,24,3,7,SAS
DAL,IND,110,49.4,43.2,60.9,10,32,27,11,1,101,48.1,35.7,81.0,6,32,19,10,3,DAL
LAC,UTA,105,39.4,19.2,86.7,11,36,16,11,6,111,41.3,32.4,75.0,14,42,22,9,12,UTA
MIL,SAC,141,48.2,37.8,76.2,11,46,36,3,14,140,44.9,36.4,73.3,15,43,30,6,6,MIL
LAL,NOP,125,52.1,32.0,61.3,6,33,37,7,8,119,45.1,20.0,74.1,14,38,31,6,3,LAL
IND,MIN,122,47.6,59.3,83.9,8,27,35,8,11,115,47.2,30.8,67.6,21,35,16,5,7,IND
GSW,ORL,96,40.2,22.5,90.0,9,38,16,5,3,103,44.9,35.5,80.0,9,44,24,2,9,ORL
CLE,NYK,125,51.3,41.2,80.6,8,32,24,5,3,118,48.4,34.4,65.2,14,26,26,4,3,CLE
HOU,MIA,121,49.4,41.3,92.9,8,28,22,6,5,118,51.9,53.6,79.2,8,26,28,9,2,HOU
DEN,UTA,104,40.4,28.0,70.8,16,39,25,6,5,111,44.0,37.2,63.6,10,34,25,6,6,UTA
OKC,PHI,104,43.7,29.6,71.4,8,36,28,5,3,108,46.2,40.0,63.2,8,36,33,9,5,PHI
ATL,CHI,161,49.6,36.7,68.0,9,50,33,11,8,168,47.1,43.8,72.9,11,51,30,10,5,CHI
BKN,CHA,112,51.2,31.3,77.8,7,30,27,2,5,123,53.2,42.9,82.4,10,30,24,6,4,CHA
POR,TOR,117,49.4,42.4,82.6,9,33,24,9,4,119,55.6,35.7,90.5,2,30,29,9,6,TOR
BOS,WAS,107,44.7,28.6,76.5,11,35,26,12,3,96,40.4,26.3,73.7,11,42,20,7,6,BOS
NOP,PHX,130,57.5,59.3,70.0,10,40,34,13,4,116,42.6,35.3,85.7,12,27,25,17,2,NOP
LAC,SAC,116,43.5,38.7,72.7,16,42,19,4,6,109,44.1,28.6,84.0,8,38,27,6,8,LAC
LAL,MIL,120,47.9,32.5,83.3,8,32,29,4,4,131,51.6,35.0,87.5,11,40,30,4,6,MIL
CLE,DET,93,34.2,38.2,81.3,9,24,15,7,1,129,54.0,54.1,88.2,9,42,27,5,8,DET
IND,ORL,112,54.5,25.9,87.5,3,33,31,5,6,117,50.5,35.7,78.9,11,30,28,7,5,ORL
BKN,MIA,88,35.2,21.4,77.3,7,29,20,6,6,117,48.9,41.2,68.2,11,46,36,5,9,MIA
GSW,PHI,120,50.6,42.4,70.6,4,35,23,14,7,117,44.8,45.2,86.2,11,35,26,6,3,GSW
DAL,MEM,81,30.6,17.5,66.7,13,30,17,9,5,111,50.0,41.2,79.2,4,46,30,4,6,MEM
OKC,SAS,102,45.5,24.1,62.5,11,34,17,7,2,116,49.5,42.1,72.0,11,38,15,8,6,SAS
DEN,NOP,112,42.4,28.1,86.2,10,34,25,13,7,120,48.9,40.0,69.2,12,35,28,10,4,NOP
LAL,PHX,109,48.3,32.0,65.2,10,30,27,3,3,118,51.3,23.1,85.0,9,32,21,7,8,PHX
MIL,UTA,111,38.5,38.5,73.3,17,36,20,6,10,115,45.8,41.4,57.7,16,37,22,13,7,UTA
CHA,POR,108,44.6,42.4,87.0,4,31,25,7,5,118,44.8,34.4,91.3,13,35,26,9,3,POR
BOS,HOU,104,48.1,28.6,75.9,8,36,23,7,0,115,47.5,41.2,62.1,10,32,22,8,4,HOU
ATL,CHI,123,47.2,50.0,64.3,11,35,30,10,5,118,51.1,29.6,76.2,9,33,25,6,5,ATL
LAC,NYK,128,49.0,54.3,76.5,9,44,33,5,4,107,39.8,37.9,76.5,9,37,23,9,9,LAC
CLE,ORL,107,43.4,32.6,91.3,9,35,20,7,2,93,44.3,23.1,81.8,8,33,23,5,4,CLE
DET,TOR,112,46.5,36.4,69.0,8,38,25,10,3,107,38.5,35.9,79.2,18,32,22,8,3,DET
MIN,WAS,121,52.5,14.8,68.4,12,34,25,3,4,135,50.0,33.3,81.3,15,31,30,6,4,WAS
MEM,OKC,95,44.3,31.8,94.7,4,40,22,9,9,99,35.5,30.0,72.7,17,36,19,10,5,OKC
BKN,DAL,127,56.5,41.5,73.7,3,45,29,8,1,88,35.6,26.7,63.6,5,31,20,4,3,BKN
ATL,MIA,113,41.8,37.0,80.0,16,26,25,9,2,114,55.7,39.1,70.8,7,33,23,9,7,MIA
DEN,SAS,103,43.2,42.5,100.0,8,35,27,5,3,104,48.2,32.0,73.7,6,37,27,8,7,SAS
MIL,PHX,105,36.8,28.6,74.2,18,39,17,8,2,114,45.1,31.8,80.6,17,39,22,10,10,PHX
NOP,UTA,115,47.9,45.0,77.8,12,32,24,12,5,112,46.7,36.8,85.7,13,34,35,3,6,NOP
NYK,SAC,108,45.9,41.4,64.3,10,38,17,8,5,115,47.0,37.9,78.8,6,37,28,11,3,SAC
LAC,LAL,113,49.4,37.9,83.3,8,42,25,7,3,105,41.8,26.3,79.2,7,33,22,2,6,LAC
CHI,IND,96,38.7,16.0,83.3,15,34,16,7,7,105,45.2,44.0,75.0,11,39,19,6,9,IND
ORL,PHI,106,45.2,40.6,75.0,10,34,21,4,2,114,47.2,39.3,90.5,10,40,28,10,4,PHI
HOU,TOR,107,44.7,44.1,88.9,9,34,22,11,6,95,41.6,28.1,75.0,16,31,16,1,5,HOU
MEM,POR,120,53.3,48.1,75.0,4,30,22,11,5,111,53.2,31.0,85.7,5,31,25,7,4,MEM
MIN,OKC,131,52.8,50.0,74.3,10,42,28,6,2,120,44.7,39.1,58.1,15,30,20,4,8,MIN
BOS,GSW,128,51.0,41.2,94.1,9,37,38,12,5,95,40.0,22.9,82.6,9,36,26,5,2,BOS
CHA,MIA,84,36.6,38.9,66.7,10,30,22,7,4,91,42.2,34.6,54.5,17,34,19,10,7,MIA
DET,MIN,131,53.8,42.4,77.3,11,31,29,5,3,114,48.8,44.4,95.2,6,31,25,3,5,DET
DAL,WAS,123,48.4,36.6,64.3,14,25,27,7,2,132,53.8,36.4,80.0,15,34,30,3,2,WAS
ATL,SAS,104,39.1,30.2,79.2,11,36,21,8,2,111,49.4,30.3,72.2,6,43,27,4,9,SAS
BKN,CLE,113,47.3,36.4,57.7,11,39,21,5,7,107,40.2,42.1,72.4,11,36,23,7,3,BKN
CHI,PHI,108,44.1,26.1,74.1,16,31,21,7,3,107,46.0,33.3,79.2,13,33,22,10,5,CHI
NOP,UTA,104,46.1,37.5,65.0,7,34,17,6,4,114,52.3,26.7,63.6,9,36,31,9,8,UTA
NYK,PHX,96,45.5,40.0,80.0,8,38,17,6,7,107,48.1,41.4,77.3,4,27,21,11,9,PHX
BOS,SAC,111,50.6,39.4,85.7,3,32,26,11,1,109,50.0,44.8,72.7,6,34,23,8,4,BOS
DEN,LAL,115,45.9,31.0,70.6,18,37,33,6,3,99,47.6,22.6,52.2,5,36,26,5,4,DEN
IND,MIL,98,38.9,37.8,70.0,6,34,26,10,7,117,50.0,40.0,81.0,8,44,21,7,10,MIL
OKC,POR,129,45.7,29.6,78.1,16,42,14,7,5,121,39.4,22.0,80.9,14,37,14,7,8,OKC
CHA,WAS,112,41.7,34.1,90.0,18,34,24,7,8,111,46.5,33.3,84.6,13,33,28,8,5,CHA
DAL,ORL,106,47.2,29.4,75.0,10,32,22,6,3,111,48.3,48.3,72.2,11,37,26,9,5,ORL
CLE,MIA,110,48.1,44.2,81.3,6,22,28,6,1,126,57.0,48.0,72.7,14,31,31,5,5,MIA
CHI,DET,104,51.2,29.4,65.2,8,27,20,9,4,112,54.2,33.3,61.9,7,34,23,5,9,DET
HOU,PHI,107,49.4,31.7,66.7,7,36,22,13,0,91,36.8,11.5,78.3,22,37,20,9,4,HOU
MEM,UTA,114,51.1,40.9,86.7,8,35,31,5,5,104,42.7,37.5,66.7,10,31,21,8,10,MEM
NOP,TOR,104,41.0,25.6,61.5,14,37,28,11,0,127,53.5,35.1,88.9,7,44,31,10,12,TOR
DEN,GSW,105,37.9,36.4,77.1,14,32,21,9,3,122,53.6,51.4,66.7,7,36,32,11,10,GSW
LAC,OKC,118,45.3,36.0,67.4,10,43,20,7,4,110,40.2,25.0,65.4,14,38,20,3,7,LAC
NYK,SAC,94,37.2,28.6,66.7,13,45,16,3,5,102,37.9,33.3,81.8,11,42,16,5,3,SAC
ATL,BKN,112,37.1,19.5,81.3,18,39,22,7,2,114,38.4,34.1,61.1,15,39,21,7,3,BKN
MIN,WAS,135,44.7,33.3,87.5,18,37,25,9,3,130,48.0,36.4,75.0,10,40,31,8,5,MIN
BOS,LAL,120,51.6,36.8,71.4,6,37,32,6,5,107,48.4,18.5,77.8,8,35,28,4,4,BOS
CHA,MIL,114,47.3,38.5,78.6,6,29,25,4,2,131,48.9,38.6,86.7,14,41,27,9,2,MIL
PHX,POR,120,41.7,33.3,86.2,13,30,27,7,5,127,50.0,44.8,77.8,12,40,19,5,7,POR
CHI,DET,108,50.0,50.0,65.4,6,31,18,4,5,131,53.8,54.3,63.6,10,34,34,5,1,DET
MIA,TOR,104,45.7,29.6,57.1,9,27,27,13,0,125,56.8,52.5,76.9,6,38,32,8,8,TOR
IND,PHI,89,37.3,31.3,59.5,12,32,18,8,4,106,43.7,30.4,76.7,13,39,24,10,3,PHI
ATL,NOP,128,49.0,45.9,83.3,10,46,30,4,5,116,44.6,43.9,100.0,5,37,29,6,9,ATL
MEM,ORL,105,41.5,29.0,90.3,6,39,23,6,6,97,35.6,31.6,85.2,15,38,23,6,4,MEM
DAL,HOU,93,41.3,28.1,81.5,10,41,24,6,9,94,36.4,30.8,63.6,13,28,18,6,4,HOU
MIN,NYK,103,44.7,30.0,76.9,9,31,22,13,10,92,43.0,40.0,57.1,10,33,20,5,8,MIN
MIL,SAS,114,47.1,38.9,72.0,6,39,22,3,2,121,49.0,41.4,73.3,8,38,24,6,3,SAS
GSW,PHX,111,44.2,23.3,77.3,15,34,34,10,6,115,48.8,40.0,77.8,9,39,26,10,4,PHX
CLE,TOR,126,46.8,43.9,95.2,11,40,27,8,1,101,47.6,28.2,58.8,6,37,20,8,3,CLE
SAC,WAS,115,45.1,33.3,75.0,9,38,28,8,3,121,46.5,37.8,81.8,7,40,29,12,1,WAS
BKN,DET,103,49.4,35.5,63.6,5,48,21,9,4,75,27.8,23.5,81.3,17,32,16,7,3,BKN
CHA,HOU,106,42.7,39.0,93.3,7,32,23,4,4,118,41.8,39.5,92.6,12,43,25,7,4,HOU
OKC,UTA,98,45.6,31.8,70.4,6,42,18,8,5,89,36.4,30.2,70.6,11,37,22,12,6,OKC
BOS,LAC,115,48.4,38.9,68.4,7,22,26,11,4,140,61.6,46.4,84.0,10,37,29,4,1,LAC
IND,NYK,103,43.5,28.6,72.4,8,34,26,11,3,98,43.8,46.4,83.3,8,40,22,4,5,IND
CLE,PHI,99,39.6,34.2,75.0,9,28,14,8,2,106,49.4,34.8,82.4,12,48,25,4,7,PHI
CHI,LAL,107,46.2,40.7,100.0,11,33,23,6,0,123,54.7,39.4,80.0,5,36,23,11,5,LAL
MIL,NOP,130,49.5,27.8,85.7,5,47,27,5,4,113,43.0,21.3,68.8,13,37,27,3,4,MIL
DAL,SAS,105,46.3,35.9,57.7,9,29,22,1,2,112,52.4,36.4,100.0,7,31,26,11,3,SAS
DEN,MIN,133,60.0,60.0,86.7,7,29,40,6,6,107,46.1,36.7,100.0,12,23,24,10,6,DEN
LAC,POR,104,40.0,60.0,70.4,25,26,21,7,3,125,49.0,38.7,73.1,18,32,27,8,3,POR
DET,MIA,74,35.1,21.6,66.7,10,27,20,7,7,108,46.4,39.3,79.2,13,38,22,10,5,MIA
ORL,WAS,90,38.9,36.4,88.9,12,36,26,3,3,100,46.7,29.6,66.7,10,36,20,5,2,WAS
ATL,MEM,132,50.5,37.8,78.6,15,36,35,9,9,111,42.7,35.0,80.8,9,26,28,8,6,ATL
BKN,OKC,96,41.7,37.1,68.4,7,36,19,7,5,108,42.7,39.3,78.9,16,35,21,9,6,OKC
GSW,HOU,106,49.4,37.5,100.0,12,32,28,7,2,104,47.4,26.8,82.6,5,26,18,7,3,GSW
PHX,UTA,97,43.9,36.8,78.3,5,30,21,8,3,114,46.7,36.4,72.0,12,40,30,8,4,UTA
IND,OKC,108,45.1,31.8,84.4,6,33,24,11,3,106,44.2,46.7,80.0,8,36,24,11,5,IND
CLE,ORL,91,40.7,22.6,93.3,8,35,13,4,4,120,48.4,45.2,76.2,12,38,31,11,3,ORL
BOS,SAC,126,50.5,32.1,73.1,10,42,32,7,2,120,50.5,32.4,56.5,8,39,31,9,2,BOS
LAL,TOR,98,44.7,22.6,62.5,6,40,24,11,3,111,39.6,39.0,79.3,13,39,21,15,6,TOR
MIN,UTA,100,46.2,20.8,73.3,8,30,27,6,2,120,49.4,34.2,70.4,13,36,30,7,8,UTA
DAL,DEN,99,42.5,32.4,76.5,9,31,22,8,1,100,48.1,27.6,82.4,8,36,27,6,7,DEN
DET,LAL,111,43.0,43.6,62.5,16,34,26,5,4,97,41.9,24.0,73.1,11,36,24,9,4,DET
PHI,SAC,123,50.5,29.2,88.9,10,39,28,7,6,114,45.7,33.3,79.2,10,30,23,4,2,PHI
CHA,WAS,116,45.5,45.2,83.3,15,31,18,11,7,110,48.8,38.2,78.9,8,37,25,8,5,CHA
MIA,MIL,98,40.9,36.4,56.0,10,35,21,7,5,113,47.7,36.4,70.8,8,44,29,8,9,MIL
HOU,PHX,108,43.4,27.5,75.8,7,35,18,13,6,102,42.7,26.9,76.0,15,34,22,9,4,HOU
NOP,POR,110,47.9,26.7,48.0,14,31,31,7,6,122,44.8,37.0,81.3,17,37,26,7,8,POR
NYK,SAS,83,40.7,40.0,55.6,9,32,21,6,4,109,53.4,33.3,80.0,6,39,31,8,6,SAS
CHI,LAC,121,52.5,52.4,78.8,8,36,24,3,6,128,44.4,50.0,85.7,15,28,28,9,5,LAC
ATL,BOS,120,43.0,37.5,79.2,19,31,27,11,5,129,47.3,36.1,75.7,11,35,30,10,7,BOS
MEM,WAS,128,53.3,36.4,76.9,7,33,35,5,3,135,50.6,48.6,83.7,9,36,26,6,7,WAS
NOP,PHX,136,46.1,50.0,65.9,18,39,34,11,4,138,51.0,31.0,75.0,11,37,31,10,7,PHX
CLE,DAL,116,46.5,39.5,95.5,6,27,20,1,0,121,51.7,47.1,81.3,9,31,32,3,5,DAL
GSW,OKC,110,47.0,42.9,77.3,8,45,25,10,6,88,32.3,31.7,56.5,17,35,18,4,5,GSW
POR,SAS,103,41.6,25.0,85.7,14,37,23,4,2,108,46.8,47.1,86.7,4,40,17,4,10,SAS
DEN,IND,102,47.6,28.9,65.0,9,30,27,6,5,100,45.3,25.0,70.3,8,33,20,6,2,DEN
BKN,UTA,98,34.7,33.3,90.9,8,36,20,9,5,114,42.9,36.1,74.2,15,50,24,3,7,UTA
LAL,NYK,123,48.5,25.9,78.6,15,20,26,12,5,124,57.9,46.2,82.8,10,35,24,4,5,NYK
MIL,PHI,125,45.3,32.0,82.1,10,35,25,9,6,130,47.0,46.9,70.0,15,39,26,8,2,PHI
DET,TOR,110,47.0,29.6,88.9,11,33,23,8,3,107,47.6,50.0,78.6,7,31,25,2,2,DET
CHA,MIA,75,31.3,19.4,88.9,11,33,11,6,5,93,39.5,39.4,63.2,15,40,25,6,7,MIA
ATL,ORL,91,41.8,22.9,70.0,8,42,20,8,3,101,38.8,24.3,78.8,10,45,21,12,3,ORL
CHI,SAC,102,44.3,38.5,66.7,10,29,20,6,6,129,52.4,34.8,81.3,15,33,28,12,7,SAC
HOU,MIN,117,45.7,42.0,71.4,10,34,29,9,3,102,41.3,31.3,69.6,15,37,22,5,4,HOU
BKN,LAC,116,42.0,36.8,72.0,15,36,26,6,7,119,43.3,38.7,82.1,16,38,26,8,6,LAC
CLE,DET,126,58.2,50.0,85.2,5,31,22,6,3,119,44.7,40.9,81.0,19,28,24,6,4,CLE
UTA,WAS,116,53.8,37.8,66.7,7,34,35,10,8,95,42.0,29.6,86.4,5,29,20,9,2,UTA
BOS,DEN,105,41.9,30.8,78.9,12,25,24,12,5,114,48.9,35.9,80.0,11,40,29,6,5,DEN
NYK,TOR,92,32.9,22.9,87.5,7,29,16,8,4,128,55.7,42.5,59.1,5,45,36,5,6,TOR
MIA,OKC,116,47.4,31.0,93.8,9,35,30,13,4,107,43.7,27.0,77.8,13,36,21,4,8,MIA
GSW,SAS,105,46.6,33.3,83.3,7,36,27,7,6,111,46.6,38.5,86.4,10,36,20,7,5,SAS
DAL,NOP,125,43.8,25.7,82.8,14,36,27,9,6,129,47.1,30.8,86.4,14,41,34,7,6,NOP
CHI,PHX,116,51.7,25.0,83.3,11,38,21,9,4,101,46.4,26.9,61.5,9,29,24,5,5,CHI
IND,POR,98,42.2,41.7,81.8,12,27,25,12,3,106,46.8,40.6,90.5,8,30,24,8,9,POR
CHA,PHI,114,43.4,25.7,75.0,10,36,16,3,2,118,50.0,34.4,75.0,6,38,29,5,4,PHI
ATL,HOU,105,46.4,37.5,80.0,8,37,30,6,1,121,51.3,40.4,73.3,6,31,28,13,2,HOU
LAL,MIL,101,38.4,37.2,82.6,8,34,20,9,5,115,46.1,31.9,66.7,12,42,25,9,4,MIL
GSW,MIN,117,48.4,45.2,71.4,8,38,39,6,7,107,40.4,25.0,81.3,13,39,25,7,0,GSW
BKN,SAC,123,50.0,34.3,73.9,11,30,28,16,4,121,51.6,36.0,70.0,14,32,25,13,1,BKN
IND,LAC,109,51.7,33.3,70.6,11,35,30,8,6,115,48.3,29.4,70.4,10,29,28,14,2,LAC
CLE,MIL,107,41.9,28.2,75.0,13,41,18,4,6,102,39.6,40.6,81.0,11,40,24,9,7,CLE
NOP,ORL,96,37.3,29.4,76.9,14,35,24,9,2,119,45.1,39.5,85.7,20,45,28,8,10,ORL
BOS,PHI,115,46.9,37.5,81.3,10,36,22,1,3,118,37.8,33.3,90.7,17,37,23,5,5,PHI
NYK,UTA,116,52.3,41.9,61.9,8,32,23,6,6,137,56.5,47.6,84.0,7,33,38,7,3,UTA
CHI,WAS,126,47.2,52.2,82.4,15,33,29,10,2,120,47.3,33.3,78.3,12,38,25,10,9,CHI
HOU,MEM,125,44.7,43.8,100.0,11,28,19,10,4,126,46.1,35.1,79.5,15,36,20,8,0,MEM
MIA,SAS,110,46.5,45.7,77.8,6,42,23,6,5,105,43.2,41.2,71.4,10,36,30,2,3,MIA
OKC,TOR,114,41.7,30.2,51.7,16,32,22,6,2,123,51.7,38.9,90.5,6,46,30,11,5,TOR
DAL,POR,118,49.4,33.3,88.0,6,29,20,8,6,126,49.5,44.4,80.0,12,36,23,6,4,POR
CHA,MIN,113,43.0,31.0,75.0,15,40,26,5,6,106,44.3,35.7,62.1,9,40,23,6,7,CHA
DEN,WAS,113,52.9,46.7,63.6,9,31,30,9,4,108,50.6,28.6,95.2,6,32,25,4,2,DEN
ATL,UTA,117,47.1,47.5,69.6,9,34,26,8,5,114,45.7,31.3,69.2,14,35,25,12,3,ATL
DET,PHX,118,42.2,40.5,73.5,19,27,23,11,6,98,47.9,26.9,80.8,7,28,22,6,4,DET
DAL,SAC,100,39.1,30.0,69.6,9,34,23,5,6,116,47.1,37.1,75.0,12,46,24,7,9,SAC
GSW,IND,112,49.4,36.1,68.8,10,40,32,6,8,89,38.5,26.1,76.5,12,35,17,7,3,GSW
MEM,ORL,119,50.5,39.5,47.6,10,42,28,5,6,123,47.3,35.9,77.8,4,40,30,6,5,ORL
CLE,LAC,108,47.8,38.7,76.9,8,33,14,7,2,110,51.2,23.1,87.0,7,36,24,6,6,LAC
DEN,NYK,111,41.7,39.5,84.2,17,45,24,5,5,93,37.8,28.1,76.2,8,37,20,3,5,DEN
OKC,TOR,116,44.7,46.5,85.7,12,27,30,9,6,109,50.0,52.0,85.7,11,35,20,7,7,OKC
HOU,SAS,111,41.9,37.8,78.1,8,40,12,5,4,105,45.6,29.2,94.1,9,39,27,6,7,HOU
MIA,MIL,87,37.6,29.7,52.2,10,30,20,7,6,116,50.6,50.0,65.0,9,43,33,5,5,MIL
BKN,LAL,111,40.2,38.1,75.0,11,36,21,8,4,106,38.5,25.0,71.9,19,40,21,8,9,BKN
BOS,CHA,117,47.3,44.2,66.7,7,35,31,6,8,124,44.2,47.4,78.6,14,39,26,7,5,CHA
ATL,PHI,129,46.2,31.9,76.2,15,34,28,8,7,127,46.2,43.5,84.6,14,38,21,7,4,ATL
MIA,WAS,113,50.0,30.8,68.4,12,32,29,5,10,108,42.7,30.0,73.9,21,32,25,5,2,MIA
CHI,UTA,83,35.9,12.5,75.0,11,34,16,6,3,114,48.4,34.4,73.3,12,46,27,7,8,UTA
MEM,MIN,99,37.5,30.3,77.3,20,27,22,8,4,112,48.2,46.2,95.2,13,36,25,7,10,MIN
DAL,GSW,126,53.0,42.9,77.3,8,41,33,7,2,91,40.0,13.3,71.4,8,28,22,6,2,DAL
DET,POR,112,50.0,41.2,100.0,6,23,24,9,3,117,54.4,42.3,74.1,11,31,22,4,4,POR
PHX,SAC,103,40.9,26.5,84.6,10,33,25,10,4,112,42.4,44.7,77.3,13,38,25,7,3,SAC
LAC,NYK,124,44.2,42.9,89.2,12,30,24,7,4,113,47.7,27.3,88.0,13,31,22,5,7,LAC
CLE,MIL,105,42.7,26.8,70.6,12,33,23,6,1,127,55.2,36.6,76.2,4,41,26,8,7,MIL
DEN,IND,88,35.5,24.1,93.8,15,26,21,5,7,124,56.0,44.4,82.4,10,39,34,9,5,IND
CHA,TOR,115,44.1,43.9,88.2,14,25,32,12,3,114,58.4,42.3,100.0,3,32,29,6,11,CHA
HOU,NOP,113,48.8,42.9,88.9,13,37,24,10,5,90,41.3,25.0,70.0,15,29,26,9,3,HOU
BOS,SAS,96,40.4,20.0,81.3,11,34,23,4,2,115,51.0,33.3,87.5,11,40,32,1,4,SAS
DET,GSW,114,46.4,38.7,96.0,10,19,25,6,0,121,62.2,52.0,84.2,7,30,31,3,5,GSW
LAL,SAC,111,45.9,32.5,83.3,9,47,29,4,8,106,37.5,42.4,60.9,16,34,27,13,4,LAL
ORL,PHI,119,51.7,37.9,78.3,13,31,28,9,2,98,49.3,26.1,76.9,6,33,20,4,2,ORL
MEM,OKC,115,44.9,33.3,77.4,13,44,31,8,3,103,40.0,33.3,75.0,12,29,17,8,4,MEM
PHX,UTA,92,40.8,30.4,82.1,9,27,12,8,3,125,55.8,47.6,82.6,10,33,31,11,4,UTA
BKN,POR,144,47.6,35.7,70.5,15,44,25,3,4,148,43.8,31.1,77.8,16,39,35,9,5,POR
CHA,SAS,125,46.0,31.0,71.4,5,40,30,9,5,116,40.7,33.3,71.4,17,43,24,4,5,CHA
BOS,CLE,116,50.5,40.0,73.7,11,35,23,8,3,106,48.8,32.1,76.0,3,33,24,4,1,BOS
MIA,ORL,99,41.9,30.3,81.0,6,33,25,10,1,104,41.6,33.3,69.6,15,40,27,5,5,ORL
CHI,TOR,103,45.3,34.8,85.0,7,38,20,12,2,112,48.8,42.9,100.0,2,37,28,13,7,TOR
HOU,MIL,94,36.4,30.8,85.7,8,38,17,7,5,108,44.7,41.2,76.9,10,50,24,10,6,MIL
LAC,MIN,122,54.1,50.0,100.0,3,48,30,8,4,111,43.6,33.3,60.6,10,33,22,13,1,LAC
ATL,NOP,130,45.4,37.3,88.5,9,32,30,13,4,120,47.0,35.3,75.0,8,37,28,10,6,ATL
DAL,SAC,121,50.6,33.3,87.5,7,31,27,1,6,125,50.6,43.5,84.4,12,25,27,4,1,SAC
DEN,DET,95,42.5,25.9,70.0,11,45,22,3,2,92,35.3,26.2,69.2,17,39,19,5,2,DEN
LAL,WAS,124,53.9,33.3,73.9,13,39,37,9,5,106,43.3,18.8,81.5,11,28,21,5,4,LAL
