team,win,PTS,FG%,3P%,OREB,DREB,AST,STL,BLK,FT%
HOU,0,0.5833333333333334,0.6167512690355332,0.3142361111111111,0.39285714285714285,0.41025641025641024,0.4871794871794871,0.35000000000000003,0.11764705882352941,0.5
SAS,1,0.630952380952381,0.5380710659898478,0.41840277777777773,0.42857142857142855,0.3846153846153846,0.5384615384615384,0.55,0.23529411764705882,0.75
BKN,0,0.5595238095238094,0.5380710659898478,0.7274305555555556,0.3571428571428571,0.5384615384615384,0.4871794871794871,0.25,0.23529411764705882,0.9
DAL,1,0.619047619047619,0.5253807106598987,0.6041666666666667,0.2857142857142857,0.41025641025641024,0.23076923076923073,0.25,0.11764705882352941,0.7859999999999999
LAC,0,0.5357142857142857,0.6472081218274115,0.5746527777777778,0.21428571428571427,0.3589743589743589,0.15384615384615385,0.4,0.3529411764705882,0.7859999999999999
UTA,1,0.5595238095238094,0.40862944162436543,0.5572916666666667,0.6071428571428571,0.3076923076923077,0.41025641025641024,0.35000000000000003,0.23529411764705882,0.909
ORL,1,0.34523809523809523,0.45431472081218294,0.43750000000000006,0.3571428571428571,0.4871794871794871,0.28205128205128205,0.5,0.29411764705882354,0.6559999999999999
POR,0,0.2857142857142857,0.30710659898477166,0.3680555555555556,0.5357142857142857,0.41025641025641024,0.10256410256410253,0.30000000000000004,0.058823529411764705,0.8570000000000001
GSW,0,0.5833333333333334,0.6979695431472084,0.640625,0.25,0.41025641025641024,0.5384615384615384,0.7000000000000001,0.1764705882352941,0.8570000000000001
SAC,0,0.488095238095238,0.40355329949238605,0.4010416666666667,0.3571428571428571,0.3846153846153846,0.33333333333333337,0.5,0.1764705882352941,0.6900000000000001
CHI,0,0.34523809523809523,0.36040609137055846,0.5625,0.46428571428571425,0.10256410256410253,0.1282051282051282,0.5,0.29411764705882354,0.813
DET,0,0.5357142857142857,0.6243654822335027,0.625,0.5357142857142857,0.5641025641025641,0.46153846153846156,0.2,0.23529411764705882,0.8
MEM,0,0.3928571428571429,0.3857868020304569,0.5815972222222223,0.21428571428571427,0.5897435897435898,0.41025641025641024,0.35000000000000003,0.47058823529411764,1.0
WAS,1,0.47619047619047616,0.3883248730964468,0.48437499999999994,0.39285714285714285,0.46153846153846156,0.3589743589743589,0.45,0.29411764705882354,0.773
NOP,1,0.27380952380952384,0.46446700507614236,0.3541666666666667,0.14285714285714285,0.5897435897435898,0.23076923076923073,0.4,0.29411764705882354,0.438
NYK,0,0.16666666666666663,0.22842639593908642,0.20833333333333331,0.5714285714285714,0.6923076923076922,0.20512820512820512,0.35000000000000003,0.1764705882352941,0.778
CLE,0,0.47619047619047616,0.3883248730964468,0.5520833333333335,0.6785714285714285,0.4358974358974359,0.46153846153846156,0.1,0.3529411764705882,0.625
IND,0,0.619047619047619,0.5406091370558377,0.5659722222222223,0.39285714285714285,0.5384615384615384,0.641025641025641,0.15000000000000002,0.23529411764705882,0.8240000000000001
PHI,0,0.488095238095238,0.5659898477157361,0.5000000000000001,0.3214285714285714,0.4358974358974359,0.3589743589743589,0.4,0.4117647058823529,0.8570000000000001
TOR,0,0.40476190476190477,0.40609137055837574,0.8020833333333335,0.46428571428571425,0.3076923076923077,0.4358974358974359,0.25,0.29411764705882354,0.737
MIA,0,0.20238095238095244,0.3172588832487311,0.4288194444444445,0.3214285714285714,0.4358974358974359,0.33333333333333337,0.30000000000000004,0.058823529411764705,0.5710000000000001
MIN,1,0.3928571428571429,0.5964467005076144,0.4930555555555555,0.25,0.6153846153846153,0.4871794871794871,0.45,0.1764705882352941,0.75
PHX,0,0.630952380952381,0.6395939086294418,0.3489583333333333,0.25,0.41025641025641024,0.5128205128205128,0.5,0.4117647058823529,0.929
UTA,0,0.3690476190476192,0.41370558375634525,0.4427083333333333,0.5357142857142857,0.3589743589743589,0.3846153846153846,0.30000000000000004,0.29411764705882354,0.8570000000000001
DEN,1,0.6547619047619048,0.8248730964467008,0.5868055555555557,0.3571428571428571,0.5641025641025641,0.5897435897435898,0.4,0.29411764705882354,0.846
OKC,0,0.261904761904762,0.34010152284263984,0.2065972222222222,0.25,0.15384615384615385,0.28205128205128205,0.4,0.23529411764705882,0.833
GSW,0,0.3928571428571429,0.39340101522842663,0.5746527777777778,0.2857142857142857,0.6410256410256411,0.41025641025641024,0.30000000000000004,0.3529411764705882,0.783
HOU,0,0.261904761904762,0.25634517766497467,0.3541666666666667,0.3571428571428571,0.41025641025641024,0.28205128205128205,0.35000000000000003,0.23529411764705882,0.9470000000000001
ATL,0,0.6428571428571429,0.5786802030456855,0.5833333333333334,0.46428571428571425,0.4358974358974359,0.5384615384615384,0.75,0.11764705882352941,0.818
MIL,0,0.4404761904761906,0.4467005076142132,0.5121527777777778,0.42857142857142855,0.28205128205128205,0.28205128205128205,0.5,0.1764705882352941,0.8
PHI,1,0.630952380952381,0.5355329949238579,0.5625,0.39285714285714285,0.6153846153846153,0.4358974358974359,0.5,1.0,0.875
POR,0,0.29761904761904756,0.2690355329949239,0.2725694444444445,0.5,0.3076923076923077,0.20512820512820512,0.5,0.5294117647058824,0.8640000000000001
LAC,1,0.5952380952380952,0.6065989847715738,0.5416666666666667,0.3214285714285714,0.5897435897435898,0.3076923076923077,0.75,0.29411764705882354,0.619
SAS,0,0.11904761904761907,0.24873096446700516,0.4583333333333333,0.21428571428571427,0.3846153846153846,0.2564102564102564,0.45,0.3529411764705882,0.75
LAL,0,0.6428571428571429,0.41116751269035534,0.4583333333333333,0.2857142857142857,0.7435897435897435,0.41025641025641024,0.2,0.23529411764705882,0.765
SAC,1,0.7023809523809524,0.4923857868020307,0.4947916666666667,0.21428571428571427,0.6410256410256411,0.4871794871794871,0.30000000000000004,0.4117647058823529,0.708
BKN,1,0.7142857142857143,0.7258883248730965,0.5121527777777778,0.3571428571428571,0.5128205128205128,0.3589743589743589,0.2,0.47058823529411764,0.7190000000000001
CHA,0,0.5714285714285715,0.5406091370558377,0.328125,0.2857142857142857,0.3846153846153846,0.5641025641025641,0.4,0.29411764705882354,0.9500000000000001
CHI,0,0.4642857142857143,0.46446700507614236,0.4930555555555555,0.3571428571428571,0.46153846153846156,0.20512820512820512,0.4,0.3529411764705882,0.8390000000000001
IND,0,0.38095238095238104,0.33502538071066,0.33333333333333337,0.39285714285714285,0.5128205128205128,0.3846153846153846,0.35000000000000003,0.29411764705882354,0.84
BOS,0,0.630952380952381,0.5659898477157361,0.5017361111111112,0.5357142857142857,0.5128205128205128,0.5128205128205128,0.55,0.3529411764705882,0.7140000000000001
WAS,0,0.40476190476190477,0.4340101522842641,0.4114583333333333,0.39285714285714285,0.33333333333333337,0.3846153846153846,0.6000000000000001,0.23529411764705882,0.6920000000000001
ATL,1,0.6428571428571429,0.7131979695431474,0.6909722222222223,0.14285714285714285,0.41025641025641024,0.4358974358974359,0.30000000000000004,0.4117647058823529,0.9440000000000001
MIN,0,0.47619047619047616,0.5380710659898478,0.7222222222222223,0.3571428571428571,0.3076923076923077,0.33333333333333337,0.25,0.29411764705882354,0.6
POR,1,0.30952380952380965,0.4314720812182744,0.42534722222222215,0.46428571428571425,0.5641025641025641,0.23076923076923073,0.30000000000000004,0.4117647058823529,0.8
TOR,0,0.2142857142857143,0.3223350253807107,0.11979166666666667,0.5,0.4358974358974359,0.20512820512820512,0.5,0.23529411764705882,0.733
DAL,1,0.619047619047619,0.5659898477157361,0.7291666666666667,0.21428571428571427,0.6666666666666666,0.33333333333333337,0.2,0.4117647058823529,0.75
MEM,0,0.4404761904761906,0.45685279187817285,0.5364583333333334,0.3571428571428571,0.46153846153846156,0.28205128205128205,0.45,0.23529411764705882,0.6
MIA,0,0.488095238095238,0.5076142131979697,0.5434027777777779,0.25,0.4358974358974359,0.41025641025641024,0.35000000000000003,0.11764705882352941,0.9500000000000001
MIL,0,0.5833333333333334,0.5812182741116754,0.4427083333333333,0.3214285714285714,0.46153846153846156,0.33333333333333337,0.4,0.29411764705882354,0.733
GSW,1,0.6785714285714285,0.6167512690355332,0.5156250000000001,0.75,0.6923076923076922,0.4358974358974359,0.30000000000000004,0.4117647058823529,0.65
NOP,0,0.34523809523809523,0.33502538071066,0.3246527777777778,0.5,0.23076923076923073,0.3076923076923077,0.4,0.1764705882352941,0.615
DET,0,0.4642857142857143,0.3857868020304569,0.810763888888889,0.46428571428571425,0.3076923076923077,0.5128205128205128,0.30000000000000004,0.29411764705882354,0.792
OKC,1,0.6071428571428571,0.6421319796954317,0.6579861111111112,0.21428571428571427,0.5641025641025641,0.2564102564102564,0.45,0.5882352941176471,0.821
DEN,0,0.4404761904761906,0.718274111675127,0.43750000000000006,0.25,0.5128205128205128,0.5384615384615384,0.2,0.47058823529411764,0.41200000000000003
UTA,0,0.34523809523809523,0.3857868020304569,0.3958333333333333,0.6071428571428571,0.46153846153846156,0.4871794871794871,0.30000000000000004,0.11764705882352941,0.467
LAL,1,0.3928571428571429,0.6472081218274115,0.39409722222222227,0.10714285714285714,0.5384615384615384,0.4358974358974359,0.35000000000000003,0.5882352941176471,0.778
ORL,0,0.3571428571428571,0.3121827411167515,0.5746527777777778,0.42857142857142855,0.41025641025641024,0.4358974358974359,0.5,0.1764705882352941,0.7220000000000001
CLE,0,0.2142857142857143,0.28934010152284273,0.3368055555555556,0.5,0.41025641025641024,0.20512820512820512,0.30000000000000004,0.3529411764705882,0.75
NYK,1,0.4285714285714285,0.4187817258883251,0.5434027777777779,0.42857142857142855,0.5128205128205128,0.17948717948717946,0.45,0.058823529411764705,0.8
PHX,0,0.488095238095238,0.5812182741116754,0.6822916666666667,0.21428571428571427,0.5384615384615384,0.46153846153846156,0.4,0.4117647058823529,0.8
SAS,0,0.5000000000000001,0.4822335025380713,0.5364583333333334,0.2857142857142857,0.33333333333333337,0.3589743589743589,0.5,0.5294117647058824,0.75
LAC,1,0.5357142857142857,0.5507614213197971,0.6649305555555557,0.3214285714285714,0.4871794871794871,0.46153846153846156,0.5,0.23529411764705882,0.696
ORL,0,0.34523809523809523,0.4873096446700509,0.2847222222222222,0.25,0.4358974358974359,0.3076923076923077,0.45,0.1764705882352941,0.5760000000000001
DET,0,0.33333333333333337,0.4238578680203047,0.5381944444444445,0.21428571428571427,0.41025641025641024,0.33333333333333337,0.6000000000000001,0.23529411764705882,0.909
POR,1,0.4404761904761906,0.4873096446700509,0.48784722222222227,0.25,0.5384615384615384,0.3076923076923077,0.5,0.4117647058823529,0.818
MIL,0,0.45238095238095244,0.46700507614213227,0.5434027777777779,0.25,0.15384615384615385,0.20512820512820512,0.45,0.11764705882352941,0.737
TOR,1,0.6785714285714285,0.718274111675127,0.5659722222222223,0.5357142857142857,0.4871794871794871,0.6153846153846153,0.35000000000000003,0.3529411764705882,0.929
ATL,1,0.6785714285714285,0.5659898477157361,0.3680555555555556,0.5,0.6923076923076922,0.3846153846153846,0.4,0.1764705882352941,0.9059999999999999
WAS,0,0.5714285714285715,0.5786802030456855,0.3142361111111111,0.21428571428571427,0.33333333333333337,0.5384615384615384,0.7000000000000001,0.1764705882352941,0.643
BOS,1,0.9761904761904762,0.7385786802030458,0.8715277777777779,0.39285714285714285,0.7692307692307693,0.41025641025641024,0.25,0.11764705882352941,0.9640000000000001
IND,0,0.3690476190476192,0.451776649746193,0.11458333333333333,0.2857142857142857,0.17948717948717952,0.3846153846153846,0.30000000000000004,0.3529411764705882,0.583
BKN,0,0.4285714285714285,0.4416243654822336,0.6510416666666667,0.25,0.6153846153846153,0.41025641025641024,0.55,0.23529411764705882,0.731
MIA,0,0.38095238095238104,0.3857868020304569,0.4739583333333334,0.39285714285714285,0.4871794871794871,0.28205128205128205,0.5,0.29411764705882354,0.778
CLE,1,0.261904761904762,0.39340101522842663,0.5312500000000001,0.21428571428571427,0.6153846153846153,0.28205128205128205,0.35000000000000003,0.29411764705882354,0.9500000000000001
NYK,0,0.19047619047619058,0.18020304568527923,0.1701388888888889,0.5714285714285714,0.46153846153846156,0.17948717948717946,0.5,0.1764705882352941,0.667
NOP,1,0.4404761904761906,0.29187817258883264,0.41840277777777773,0.7857142857142857,0.5128205128205128,0.3076923076923077,0.4,0.29411764705882354,0.5860000000000001
OKC,0,0.3928571428571429,0.39340101522842663,0.23784722222222227,0.21428571428571427,0.6923076923076922,0.3076923076923077,0.30000000000000004,0.29411764705882354,0.92
CHA,0,0.5476190476190476,0.5659898477157361,0.5868055555555557,0.5357142857142857,0.33333333333333337,0.2564102564102564,0.45,0.47058823529411764,0.72
HOU,1,0.6547619047619048,0.6269035532994924,0.8663194444444445,0.25,0.3846153846153846,0.6153846153846153,0.5,0.11764705882352941,0.826
DEN,0,0.19047619047619058,0.30203045685279206,0.19618055555555552,0.42857142857142855,0.3846153846153846,0.3076923076923077,0.30000000000000004,0.5882352941176471,0.7000000000000001
MIN,0,0.4404761904761906,0.45939086294416254,0.5416666666666667,0.2857142857142857,0.5897435897435898,0.23076923076923073,0.45,0.29411764705882354,0.963
CHI,0,0.38095238095238104,0.4949238578680206,0.4583333333333333,0.42857142857142855,0.3846153846153846,0.20512820512820512,0.5,0.1764705882352941,0.909
DAL,1,0.488095238095238,0.45685279187817285,0.6041666666666667,0.46428571428571425,0.41025641025641024,0.3076923076923077,0.35000000000000003,0.11764705882352941,0.7140000000000001
MEM,0,0.4285714285714285,0.2233502538071067,0.3298611111111111,0.5,0.3076923076923077,0.3589743589743589,0.6000000000000001,0.4117647058823529,0.7809999999999999
UTA,1,0.7142857142857143,0.6675126903553301,0.7690972222222223,0.3571428571428571,0.6153846153846153,0.6153846153846153,0.35000000000000003,0.1764705882352941,0.708
GSW,0,0.34523809523809523,0.5177664974619292,0.49652777777777773,0.25,0.33333333333333337,0.5384615384615384,0.25,0.3529411764705882,0.867
SAC,0,0.33333333333333337,0.33502538071066,0.42534722222222215,0.5,0.46153846153846156,0.33333333333333337,0.4,0.23529411764705882,0.783
LAC,0,0.619047619047619,0.5025380710659899,0.5954861111111113,0.42857142857142855,0.46153846153846156,0.28205128205128205,0.6000000000000001,0.058823529411764705,0.63
LAL,1,0.6785714285714285,0.5939086294416245,0.4774305555555555,0.3214285714285714,0.6666666666666666,0.4358974358974359,0.5,0.5294117647058824,0.75
PHI,0,0.488095238095238,0.45685279187817285,0.5052083333333334,0.5357142857142857,0.3846153846153846,0.2564102564102564,0.6000000000000001,0.1764705882352941,0.84
TOR,0,0.30952380952380965,0.5177664974619292,0.5000000000000001,0.3214285714285714,0.41025641025641024,0.4871794871794871,0.2,0.1764705882352941,0.684
DET,0,0.511904761904762,0.40355329949238605,0.4739583333333334,0.6785714285714285,0.33333333333333337,0.4871794871794871,0.2,0.29411764705882354,0.8079999999999999
NOP,1,0.619047619047619,0.5355329949238579,0.640625,0.25,0.33333333333333337,0.41025641025641024,0.25,0.4117647058823529,0.943
ORL,1,0.5000000000000001,0.46192893401015245,0.4791666666666667,0.3571428571428571,0.4358974358974359,0.41025641025641024,0.8500000000000001,0.5294117647058824,0.75
UTA,0,0.47619047619047616,0.46700507614213227,0.5121527777777778,0.46428571428571425,0.4871794871794871,0.41025641025641024,0.45,0.4117647058823529,0.731
PHX,0,0.5714285714285715,0.6624365482233503,0.748263888888889,0.17857142857142855,0.33333333333333337,0.3846153846153846,0.25,0.23529411764705882,0.731
SAS,1,0.7023809523809524,0.6167512690355332,0.7239583333333335,0.3214285714285714,0.41025641025641024,0.6666666666666666,0.35000000000000003,0.29411764705882354,0.923
CLE,0,0.511904761904762,0.6269035532994924,0.37673611111111116,0.17857142857142855,0.3589743589743589,0.41025641025641024,0.5,0.5294117647058824,0.8
IND,1,0.5714285714285715,0.6243654822335027,0.7204861111111112,0.25,0.4358974358974359,0.4358974358974359,0.35000000000000003,0.29411764705882354,0.667
MIL,0,0.4404761904761906,0.3807106598984773,0.7708333333333334,0.25,0.46153846153846156,0.33333333333333337,0.30000000000000004,0.6470588235294118,0.7140000000000001
NYK,0,0.38095238095238104,0.30203045685279206,0.3246527777777778,0.5714285714285714,0.6153846153846153,0.17948717948717946,0.30000000000000004,0.058823529411764705,0.76
MIA,1,0.5714285714285715,0.819796954314721,0.7152777777777779,0.25,0.3589743589743589,0.6153846153846153,0.45,0.058823529411764705,0.8570000000000001
WAS,0,0.488095238095238,0.7385786802030458,0.685763888888889,0.14285714285714285,0.2564102564102564,0.5641025641025641,0.35000000000000003,0.23529411764705882,0.529
BKN,1,0.4285714285714285,0.45939086294416254,0.5746527777777778,0.2857142857142857,0.3846153846153846,0.5384615384615384,0.2,0.23529411764705882,0.6
CHI,0,0.40476190476190477,0.5228426395939088,0.5625,0.3214285714285714,0.4358974358974359,0.2564102564102564,0.2,0.23529411764705882,0.7140000000000001
GSW,1,0.8095238095238094,0.6497461928934012,0.6614583333333334,0.46428571428571425,0.23076923076923073,0.641025641025641,0.45,0.11764705882352941,0.833
OKC,0,0.7857142857142857,0.8248730964467008,0.7777777777777779,0.25,0.23076923076923073,0.3846153846153846,0.15000000000000002,0.058823529411764705,0.8
DAL,0,0.488095238095238,0.5076142131979697,0.5833333333333334,0.3571428571428571,0.20512820512820518,0.41025641025641024,0.6000000000000001,0.3529411764705882,0.882
DEN,0,0.619047619047619,0.6345177664974622,0.6319444444444444,0.6785714285714285,0.41025641025641024,0.5641025641025641,0.55,0.3529411764705882,0.737
MEM,0,0.47619047619047616,0.5406091370558377,0.37673611111111116,0.25,0.6410256410256411,0.46153846153846156,0.4,0.5882352941176471,0.6920000000000001
POR,1,0.5000000000000001,0.3274111675126905,0.3680555555555556,0.5357142857142857,0.4871794871794871,0.20512820512820512,0.6000000000000001,0.4117647058823529,0.778
PHI,1,0.4642857142857143,0.5101522842639594,0.5173611111111113,0.5357142857142857,0.5128205128205128,0.33333333333333337,0.25,0.3529411764705882,0.833
PHX,0,0.3214285714285715,0.2106598984771575,0.3263888888888889,0.5357142857142857,0.28205128205128205,0.28205128205128205,0.55,0.7058823529411764,0.818
CHA,0,0.619047619047619,0.6522842639593911,0.5746527777777778,0.42857142857142855,0.33333333333333337,0.3076923076923077,0.25,0.5882352941176471,1.0
IND,0,0.6071428571428571,0.5253807106598987,0.7291666666666667,0.39285714285714285,0.23076923076923073,0.5128205128205128,0.35000000000000003,0.29411764705882354,0.75
LAL,0,0.33333333333333337,0.41370558375634525,0.34375,0.3571428571428571,0.3589743589743589,0.15384615384615385,0.30000000000000004,0.5882352941176471,0.905
ORL,1,0.5595238095238094,0.451776649746193,0.5121527777777778,0.6785714285714285,0.41025641025641024,0.46153846153846156,0.30000000000000004,0.5294117647058824,0.8420000000000001
ATL,1,0.5952380952380952,0.5253807106598987,0.47222222222222227,0.6785714285714285,0.4358974358974359,0.4358974358974359,0.2,0.3529411764705882,0.792
NOP,0,0.38095238095238104,0.5050761421319798,0.328125,0.3214285714285714,0.2564102564102564,0.33333333333333337,0.45,0.4117647058823529,0.81
BKN,0,0.488095238095238,0.3883248730964468,0.4479166666666667,0.3571428571428571,0.41025641025641024,0.28205128205128205,0.2,0.29411764705882354,0.647
BOS,1,0.6071428571428571,0.5101522842639594,0.4583333333333333,0.3571428571428571,0.6153846153846153,0.28205128205128205,0.2,0.3529411764705882,0.8520000000000001
HOU,0,0.40476190476190477,0.46446700507614236,0.5069444444444445,0.3571428571428571,0.6923076923076922,0.4358974358974359,0.2,0.1764705882352941,0.7000000000000001
SAC,0,0.19047619047619058,0.2639593908629443,0.3454861111111111,0.2857142857142857,0.4871794871794871,0.23076923076923073,0.25,0.3529411764705882,0.737
MIN,1,0.5952380952380952,0.7081218274111678,0.5312500000000001,0.3214285714285714,0.46153846153846156,0.3589743589743589,0.5,0.6470588235294118,0.774
UTA,0,0.261904761904762,0.2741116751269036,0.3645833333333333,0.6071428571428571,0.15384615384615385,0.23076923076923073,0.15000000000000002,0.4117647058823529,0.765
CHI,0,0.33333333333333337,0.4467005076142132,0.3472222222222222,0.3214285714285714,0.3076923076923077,0.4358974358974359,0.35000000000000003,0.1764705882352941,0.696
DEN,1,0.5952380952380952,0.6142131979695433,0.6510416666666667,0.3571428571428571,0.5897435897435898,0.5128205128205128,0.5,0.23529411764705882,0.767
DET,0,0.3928571428571429,0.5507614213197971,0.48437499999999994,0.3571428571428571,0.17948717948717952,0.3589743589743589,0.35000000000000003,0.3529411764705882,0.8570000000000001
PHX,1,0.5595238095238094,0.5659898477157361,0.5416666666666667,0.5,0.33333333333333337,0.46153846153846156,0.4,0.5882352941176471,0.897
SAS,0,0.511904761904762,0.5659898477157361,0.4236111111111111,0.3214285714285714,0.5384615384615384,0.4871794871794871,0.35000000000000003,0.4117647058823529,0.7690000000000001
TOR,1,0.5952380952380952,0.4492385786802031,0.5677083333333334,0.46428571428571425,0.46153846153846156,0.46153846153846156,0.6000000000000001,0.3529411764705882,0.615
CLE,1,0.5000000000000001,0.5507614213197971,0.3958333333333333,0.46428571428571425,0.6410256410256411,0.3846153846153846,0.4,0.11764705882352941,0.7859999999999999
