date,type,team,home,away,PTS,FG%,3P%,FT%,OREB,DREB,AST,STL,BLK,win,season
2018-10-18,regular,CHI,PHI,CHI,0.37037037037037046,0.3995215311004785,0.3346405228758169,0.66078697421981,0.1724137931034483,0.40909090909090906,0.47619047619047616,0.18181818181818182,0.30000000000000004,0,2019
2018-10-18,regular,PHI,PHI,CHI,0.5462962962962963,0.4880382775119616,0.3346405228758169,0.864314789687924,0.3793103448275862,0.6363636363636364,0.5238095238095237,0.4545454545454546,0.4,1,2019
2018-10-18,regular,MIA,WAS,MIA,0.41666666666666674,0.29425837320574166,0.3477124183006536,0.6404341926729986,0.7586206896551724,0.38636363636363635,0.40476190476190477,0.2727272727272727,0.25,1,2019
2018-10-18,regular,WAS,WAS,MIA,0.40740740740740744,0.47846889952153093,0.25098039215686274,0.6526458616010855,0.24137931034482757,0.38636363636363635,0.26190476190476186,0.3181818181818182,0.75,0,2019
2018-10-18,regular,LAL,POR,LAL,0.4722222222222223,0.5143540669856459,0.203921568627451,0.6729986431478969,0.27586206896551724,0.5,0.3571428571428571,0.4545454545454546,0.30000000000000004,0,2019
2018-10-18,regular,POR,POR,LAL,0.5555555555555556,0.40909090909090917,0.35816993464052294,0.9063772048846674,0.48275862068965514,0.5454545454545455,0.30952380952380953,0.4090909090909091,0.5,1,2019
2018-10-19,regular,CHA,ORL,CHA,0.4814814814814816,0.47368421052631593,0.4836601307189543,0.7964721845318858,0.41379310344827586,0.6136363636363636,0.5714285714285714,0.2727272727272727,0.2,1,2019
2018-10-19,regular,ORL,ORL,CHA,0.18518518518518523,0.2727272727272727,0.15294117647058822,0.6119402985074627,0.41379310344827586,0.36363636363636365,0.23809523809523808,0.36363636363636365,0.35000000000000003,0,2019
2018-10-19,regular,BKN,BKN,NYK,0.36111111111111116,0.5358851674641147,0.4222222222222223,0.8303934871099048,0.41379310344827586,0.6136363636363636,0.33333333333333326,0.09090909090909091,0.30000000000000004,1,2019
2018-10-19,regular,NYK,BKN,NYK,0.34259259259259267,0.31818181818181823,0.31895424836601305,0.864314789687924,0.41379310344827586,0.18181818181818177,0.14285714285714285,0.4545454545454546,0.05,0,2019
2018-10-19,regular,BOS,TOR,BOS,0.3055555555555556,0.32296650717703346,0.40784313725490196,0.5929443690637719,0.5517241379310345,0.38636363636363635,0.5,0.18181818181818182,0.30000000000000004,0,2019
2018-10-19,regular,TOR,TOR,BOS,0.41666666666666674,0.47368421052631593,0.38431372549019616,0.6431478968792401,0.41379310344827586,0.4772727272727273,0.38095238095238093,0.13636363636363635,0.15000000000000002,1,2019
2018-10-19,regular,ATL,MEM,ATL,0.4537037037037037,0.5382775119617225,0.5098039215686275,0.4341926729986431,0.3793103448275862,0.2954545454545454,0.45238095238095233,0.4090909090909091,0.25,0,2019
2018-10-19,regular,MEM,MEM,ATL,0.5833333333333333,0.6555023923444976,0.5529411764705883,0.5902306648575304,0.24137931034482757,0.40909090909090906,0.5714285714285714,0.4090909090909091,0.2,1,2019
2018-10-19,regular,CLE,MIN,CLE,0.5092592592592593,0.5143540669856459,0.35424836601307186,0.8127544097693351,0.4482758620689655,0.31818181818181823,0.4285714285714286,0.2272727272727273,0.1,0,2019
2018-10-19,regular,MIN,MIN,CLE,0.5833333333333333,0.5669856459330143,0.4222222222222223,0.9226594301221165,0.3103448275862069,0.34090909090909094,0.47619047619047616,0.4090909090909091,0.35000000000000003,1,2019
2018-10-19,regular,NOP,NOP,SAC,0.75,0.7655502392344498,0.5738562091503269,0.5061058344640434,0.41379310344827586,0.5454545454545455,0.6428571428571428,0.2727272727272727,0.2,1,2019
2018-10-19,regular,SAC,NOP,SAC,0.5648148148148149,0.6028708133971292,0.4222222222222223,0.6350067842605154,0.3103448275862069,0.31818181818181823,0.38095238095238093,0.2727272727272727,0.1,0,2019
2018-10-19,regular,IND,MIL,IND,0.3055555555555556,0.4019138755980862,0.3346405228758169,0.5983717774762551,0.3103448275862069,0.36363636363636365,0.14285714285714285,0.3181818181818182,0.15000000000000002,0,2019
2018-10-19,regular,MIL,MIL,IND,0.462962962962963,0.4880382775119616,0.3830065359477124,0.48303934871099047,0.3793103448275862,0.5227272727272727,0.45238095238095233,0.4090909090909091,0.4,1,2019
2018-10-19,regular,GSW,UTA,GSW,0.5185185185185186,0.7033492822966505,0.5869281045751634,0.8493894165535956,0.27586206896551724,0.4318181818181819,0.45238095238095233,0.4545454545454546,0.30000000000000004,1,2019
2018-10-19,regular,UTA,UTA,GSW,0.5092592592592593,0.430622009569378,0.4392156862745098,0.766621438263229,0.3448275862068966,0.2727272727272727,0.38095238095238093,0.5,0.2,0,2019
2018-10-19,regular,LAC,LAC,OKC,0.37037037037037046,0.38995215311004783,0.45228758169934646,0.66078697421981,0.3448275862068966,0.5,0.30952380952380953,0.13636363636363635,0.15000000000000002,1,2019
2018-10-19,regular,OKC,LAC,OKC,0.22222222222222232,0.21291866028708128,0.17647058823529413,0.6458616010854816,0.5172413793103449,0.4772727272727273,0.23809523809523808,0.2272727272727273,0.2,0,2019
2018-10-20,regular,BKN,IND,BKN,0.40740740740740744,0.4976076555023923,0.4640522875816995,0.5061058344640434,0.3103448275862069,0.34090909090909094,0.40476190476190477,0.2727272727272727,0.30000000000000004,0,2019
2018-10-20,regular,IND,IND,BKN,0.5925925925925926,0.6818181818181817,0.7712418300653595,0.5061058344640434,0.3448275862068966,0.31818181818181823,0.30952380952380953,0.5454545454545454,0.25,1,2019
2018-10-20,regular,TOR,WAS,TOR,0.4537037037037037,0.4162679425837319,0.3503267973856209,0.7367706919945725,0.48275862068965514,0.5,0.30952380952380953,0.2272727272727273,0.25,1,2019
2018-10-20,regular,WAS,WAS,TOR,0.41666666666666674,0.35167464114832536,0.3346405228758169,0.7462686567164178,0.3103448275862069,0.2727272727272727,0.2857142857142857,0.5,0.45,0,2019
2018-10-20,regular,BOS,NYK,BOS,0.32407407407407407,0.31818181818181823,0.36993464052287583,0.7937584803256443,0.3793103448275862,0.4545454545454546,0.30952380952380953,0.36363636363636365,0.1,1,2019
2018-10-20,regular,NYK,NYK,BOS,0.3055555555555556,0.34688995215311,0.3477124183006536,0.49796472184531876,0.3793103448275862,0.4318181818181819,0.3571428571428571,0.36363636363636365,0.05,0,2019
2018-10-20,regular,ORL,PHI,ORL,0.4351851851851851,0.44736842105263164,0.6209150326797387,0.6919945725915873,0.48275862068965514,0.4318181818181819,0.5476190476190476,0.3181818181818182,0.35000000000000003,0,2019
2018-10-20,regular,PHI,PHI,ORL,0.4444444444444444,0.5023923444976075,0.5725490196078432,0.864314789687924,0.4482758620689655,0.38636363636363635,0.5952380952380952,0.36363636363636365,0.15000000000000002,1,2019
2018-10-20,regular,CHA,MIA,CHA,0.41666666666666674,0.4114832535885167,0.3973856209150327,0.5278154681139755,0.41379310344827586,0.2727272727272727,0.3571428571428571,0.2727272727272727,0.6000000000000001,1,2019
2018-10-20,regular,MIA,MIA,CHA,0.40740740740740744,0.4593301435406698,0.322875816993464,0.5983717774762551,0.41379310344827586,0.4772727272727273,0.30952380952380953,0.18181818181818182,0.55,0,2019
2018-10-20,regular,CHI,CHI,DET,0.4444444444444444,0.5669856459330143,0.3346405228758169,0.739484396200814,0.1724137931034483,0.4545454545454546,0.4285714285714286,0.18181818181818182,0.15000000000000002,0,2019
2018-10-20,regular,DET,CHI,DET,0.462962962962963,0.3277511961722488,0.4875816993464053,0.705563093622795,0.6206896551724138,0.34090909090909094,0.30952380952380953,0.18181818181818182,0.2,1,2019
2018-10-20,regular,DAL,DAL,MIN,0.6666666666666667,0.5526315789473684,0.3437908496732026,0.6404341926729986,0.5172413793103449,0.25,0.5,0.36363636363636365,0.4,1,2019
2018-10-20,regular,MIN,DAL,MIN,0.6296296296296295,0.6100478468899522,0.5777777777777778,0.7964721845318858,0.20689655172413793,0.25,0.3571428571428571,0.4545454545454546,0.15000000000000002,0,2019
2018-10-20,regular,DEN,DEN,PHX,0.4722222222222223,0.5669856459330143,0.31895424836601305,0.766621438263229,0.3103448275862069,0.6590909090909091,0.47619047619047616,0.5454545454545454,0.30000000000000004,1,2019
2018-10-20,regular,PHX,DEN,PHX,0.21296296296296302,0.2583732057416269,0.2679738562091504,0.496607869742198,0.3448275862068966,0.31818181818181823,0.2857142857142857,0.2727272727272727,0.2,0,2019
2018-10-20,regular,POR,POR,SAS,0.4907407407407407,0.638755980861244,0.5124183006535948,0.7856173677069198,0.27586206896551724,0.5,0.38095238095238093,0.2272727272727273,0.15000000000000002,1,2019
2018-10-20,regular,SAS,POR,SAS,0.37037037037037046,0.36124401913875603,0.465359477124183,0.7096336499321572,0.5172413793103449,0.20454545454545459,0.5,0.2272727272727273,0.2,0,2019
2018-10-20,regular,HOU,LAL,HOU,0.5185185185185186,0.45215311004784686,0.3973856209150327,0.5481682496607869,0.4482758620689655,0.5681818181818182,0.33333333333333326,0.3181818181818182,0.2,1,2019
2018-10-20,regular,LAL,LAL,HOU,0.4351851851851851,0.5047846889952152,0.2261437908496732,0.47218453188602444,0.3103448275862069,0.4318181818181819,0.47619047619047616,0.36363636363636365,0.5,0,2019
2018-10-21,regular,ATL,CLE,ATL,0.6018518518518519,0.5287081339712918,0.5111111111111111,0.7137042062415195,0.3103448275862069,0.4318181818181819,0.5714285714285714,0.4090909090909091,0.35000000000000003,1,2019
2018-10-21,regular,CLE,CLE,ATL,0.39814814814814814,0.4688995215311005,0.3830065359477124,0.5156037991858886,0.5172413793103449,0.40909090909090906,0.3571428571428571,0.2272727272727273,0.1,0,2019
2018-10-21,regular,OKC,OKC,SAC,0.4814814814814816,0.4138755980861244,0.2013071895424837,0.5020352781546811,0.6206896551724138,0.38636363636363635,0.3571428571428571,0.5,0.45,0,2019
2018-10-21,regular,SAC,OKC,SAC,0.5833333333333333,0.6698564593301435,0.49411764705882355,0.66078697421981,0.41379310344827586,0.40909090909090906,0.47619047619047616,0.5,0.35000000000000003,1,2019
2018-10-21,regular,DEN,DEN,GSW,0.2962962962962963,0.3301435406698565,0.1450980392156863,0.41791044776119396,0.4482758620689655,0.40909090909090906,0.30952380952380953,0.5,0.2,1,2019
2018-10-21,regular,GSW,DEN,GSW,0.2777777777777778,0.44736842105263164,0.2143790849673203,0.7177747625508819,0.20689655172413793,0.40909090909090906,0.33333333333333326,0.18181818181818182,0.30000000000000004,0,2019
2018-10-21,regular,HOU,LAC,HOU,0.40740740740740744,0.5119617224880382,0.4601307189542484,0.6377204884667571,0.20689655172413793,0.2954545454545454,0.47619047619047616,0.2727272727272727,0.30000000000000004,0,2019
2018-10-21,regular,LAC,LAC,HOU,0.4351851851851851,0.4856459330143541,0.1607843137254902,0.9999999999999998,0.41379310344827586,0.4772727272727273,0.33333333333333326,0.36363636363636365,0.35000000000000003,1,2019
2018-10-22,regular,BOS,BOS,ORL,0.20370370370370372,0.3301435406698565,0.1934640522875817,0.6987788331071911,0.3103448275862069,0.5909090909090909,0.30952380952380953,0.2727272727272727,0.15000000000000002,0,2019
2018-10-22,regular,ORL,BOS,ORL,0.2314814814814815,0.33492822966507174,0.273202614379085,0.5929443690637719,0.27586206896551724,0.5681818181818182,0.47619047619047616,0.2727272727272727,0.1,1,2019
2018-10-22,regular,CHA,TOR,CHA,0.35185185185185186,0.36842105263157876,0.31895424836601305,0.7734056987788329,0.48275862068965514,0.25,0.30952380952380953,0.2272727272727273,0.25,0,2019
2018-10-22,regular,TOR,TOR,CHA,0.5462962962962963,0.7320574162679425,0.40261437908496733,0.8059701492537312,0.1724137931034483,0.5681818181818182,0.6666666666666666,0.4545454545454546,0.4,1,2019
2018-10-22,regular,MIL,MIL,NYK,0.5185185185185186,0.47846889952153093,0.4549019607843138,0.6037991858887379,0.6551724137931034,0.4545454545454546,0.45238095238095233,0.2272727272727273,0.45,1,2019
2018-10-22,regular,NYK,MIL,NYK,0.41666666666666674,0.4449760765550239,0.3503267973856209,0.8195386702849388,0.3793103448275862,0.36363636363636365,0.33333333333333326,0.2727272727272727,0.1,0,2019
2018-10-22,regular,IND,MIN,IND,0.21296296296296302,0.29186602870813405,0.3019607843137255,0.5766621438263229,0.41379310344827586,0.38636363636363635,0.23809523809523808,0.2727272727272727,0.30000000000000004,0,2019
2018-10-22,regular,MIN,MIN,IND,0.3055555555555556,0.3708133971291865,0.17647058823529413,0.8873812754409769,0.27586206896551724,0.5227272727272727,0.38095238095238093,0.4090909090909091,0.6000000000000001,1,2019
2018-10-22,regular,CHI,DAL,CHI,0.37962962962962976,0.5837320574162679,0.6379084967320262,0.5481682496607869,0.24137931034482757,0.25,0.23809523809523808,0.2727272727272727,0.2,0,2019
2018-10-22,regular,DAL,DAL,CHI,0.4351851851851851,0.3851674641148326,0.31633986928104574,0.9348710990502034,0.4482758620689655,0.2727272727272727,0.40476190476190477,0.36363636363636365,0.1,1,2019
2018-10-22,regular,MEM,UTA,MEM,0.22222222222222232,0.23923444976076558,0.31895424836601305,0.739484396200814,0.24137931034482757,0.4545454545454546,0.23809523809523808,0.4545454545454546,0.1,1,2019
2018-10-22,regular,UTA,UTA,MEM,0.14814814814814814,0.20334928229665072,0.2261437908496732,0.705563093622795,0.3448275862068966,0.5454545454545455,0.23809523809523808,0.2727272727272727,0.30000000000000004,0,2019
2018-10-22,regular,POR,POR,WAS,0.5185185185185186,0.30861244019138745,0.2679738562091504,0.8249660786974218,0.5862068965517241,0.8409090909090909,0.33333333333333326,0.2727272727272727,0.2,0,2019
2018-10-22,regular,WAS,POR,WAS,0.5277777777777779,0.3564593301435406,0.42875816993464055,0.5820895522388059,0.41379310344827586,0.5909090909090909,0.3571428571428571,0.2727272727272727,0.35000000000000003,1,2019
2018-10-22,regular,GSW,GSW,PHX,0.5092592592592593,0.5789473684210527,0.39346405228758163,0.6350067842605154,0.24137931034482757,0.38636363636363635,0.6428571428571428,0.5454545454545454,0.2,1,2019
2018-10-22,regular,PHX,GSW,PHX,0.32407407407407407,0.44019138755980847,0.2457516339869281,0.8493894165535956,0.41379310344827586,0.38636363636363635,0.38095238095238093,0.36363636363636365,0.05,0,2019
2018-10-22,regular,LAL,LAL,SAS,0.6851851851851851,0.5861244019138756,0.3686274509803922,0.5820895522388059,0.4482758620689655,0.5227272727272727,0.5952380952380952,0.2272727272727273,0.30000000000000004,0,2019
2018-10-22,regular,SAS,LAL,SAS,0.6944444444444444,0.5885167464114831,0.6000000000000001,0.6431478968792401,0.3448275862068966,0.4772727272727273,0.5714285714285714,0.4090909090909091,0.15000000000000002,1,2019
2018-10-23,regular,DET,DET,PHI,0.6018518518518519,0.4856459330143541,0.37516339869281046,0.5983717774762551,0.41379310344827586,0.40909090909090906,0.33333333333333326,0.18181818181818182,0.2,1,2019
2018-10-23,regular,PHI,DET,PHI,0.5925925925925926,0.5526315789473684,0.32549019607843144,0.6119402985074627,0.27586206896551724,0.5454545454545455,0.5714285714285714,0.13636363636363635,0.4,0,2019
2018-10-23,regular,LAC,NOP,LAC,0.37962962962962976,0.4832535885167464,0.2261437908496732,0.7489823609226594,0.3103448275862069,0.5,0.23809523809523808,0.2272727272727273,0.2,0,2019
2018-10-23,regular,NOP,NOP,LAC,0.4444444444444444,0.3851674641148326,0.2261437908496732,0.66078697421981,0.41379310344827586,0.4545454545454546,0.33333333333333326,0.5454545454545454,0.4,1,2019
2018-10-23,regular,DEN,DEN,SAC,0.537037037037037,0.5885167464114831,0.37908496732026153,0.8195386702849388,0.5172413793103449,0.40909090909090906,0.5476190476190476,0.5,0.15000000000000002,1,2019
2018-10-23,regular,SAC,DEN,SAC,0.40740740740740744,0.6076555023923444,0.44705882352941184,0.2537313432835821,0.3103448275862069,0.31818181818181823,0.5,0.3181818181818182,0.30000000000000004,0,2019
2018-10-24,regular,ATL,ATL,DAL,0.39814814814814814,0.3301435406698565,0.415686274509804,0.6065128900949797,0.3448275862068966,0.6363636363636364,0.47619047619047616,0.2727272727272727,0.30000000000000004,1,2019
2018-10-24,regular,DAL,ATL,DAL,0.33333333333333337,0.3564593301435406,0.2915032679738562,0.47761194029850745,0.3103448275862069,0.6136363636363636,0.40476190476190477,0.3181818181818182,0.45,0,2019
2018-10-24,regular,BKN,CLE,BKN,0.3148148148148149,0.4019138755980862,0.43790849673202625,0.7286295793758479,0.27586206896551724,0.4545454545454546,0.3571428571428571,0.36363636363636365,0.05,1,2019
2018-10-24,regular,CLE,CLE,BKN,0.16666666666666674,0.2703349282296651,0.11764705882352941,0.9158751696065126,0.5517241379310345,0.4772727272727273,0.23809523809523808,0.2272727272727273,0.1,0,2019
2018-10-24,regular,MIA,MIA,NYK,0.38888888888888884,0.4952153110047848,0.48496732026143796,0.5644504748982362,0.13793103448275862,0.7045454545454545,0.38095238095238093,0.3181818181818182,0.25,1,2019
2018-10-24,regular,NYK,MIA,NYK,0.17592592592592593,0.22488038277511957,0.37516339869281046,0.5156037991858886,0.3448275862068966,0.4318181818181819,0.2857142857142857,0.2272727272727273,0.15000000000000002,0,2019
2018-10-24,regular,MIN,TOR,MIN,0.34259259259259267,0.3540669856459331,0.5529411764705883,0.491180461329715,0.5517241379310345,0.2727272727272727,0.40476190476190477,0.4545454545454546,0.25,0,2019
2018-10-24,regular,TOR,TOR,MIN,0.40740740740740744,0.5933014354066986,0.34901960784313724,0.66078697421981,0.3793103448275862,0.38636363636363635,0.4285714285714286,0.4090909090909091,0.4,1,2019
2018-10-24,regular,CHA,CHI,CHA,0.38888888888888884,0.3971291866028708,0.273202614379085,0.8602442333785616,0.27586206896551724,0.2727272727272727,0.3571428571428571,0.2272727272727273,0.25,0,2019
2018-10-24,regular,CHI,CHI,CHA,0.40740740740740744,0.507177033492823,0.3503267973856209,0.7286295793758479,0.3103448275862069,0.4545454545454546,0.30952380952380953,0.18181818181818182,0.25,1,2019
2018-10-24,regular,HOU,HOU,UTA,0.19444444444444453,0.31818181818181823,0.2588235294117647,0.41791044776119396,0.3448275862068966,0.20454545454545459,0.19047619047619047,0.5454545454545454,0.25,0,2019
2018-10-24,regular,UTA,HOU,UTA,0.2962962962962963,0.3995215311004785,0.3503267973856209,0.7096336499321572,0.3103448275862069,0.5,0.30952380952380953,0.3181818181818182,0.25,1,2019
2018-10-24,regular,IND,SAS,IND,0.4444444444444444,0.6220095693779903,0.5934640522875818,0.8303934871099048,0.1724137931034483,0.4318181818181819,0.6190476190476191,0.4090909090909091,0.25,1,2019
2018-10-24,regular,SAS,SAS,IND,0.2592592592592593,0.31818181818181823,0.31241830065359477,0.9348710990502034,0.5172413793103449,0.34090909090909094,0.19047619047619047,0.13636363636363635,0.15000000000000002,0,2019
2018-10-24,regular,MIL,MIL,PHI,0.5092592592592593,0.33732057416267947,0.2941176470588235,0.909090909090909,0.3103448275862069,0.5909090909090909,0.38095238095238093,0.3181818181818182,0.5,1,2019
2018-10-24,regular,PHI,MIL,PHI,0.37037037037037046,0.3444976076555023,0.322875816993464,0.5929443690637719,0.27586206896551724,0.5909090909090909,0.5,0.18181818181818182,0.25,0,2019
2018-10-24,regular,LAL,PHX,LAL,0.5833333333333333,0.6004784688995215,0.36601307189542487,0.6458616010854816,0.3793103448275862,0.36363636363636365,0.6190476190476191,0.5909090909090909,0.25,1,2019
2018-10-24,regular,PHX,PHX,LAL,0.41666666666666674,0.6100478468899522,0.32156862745098036,0.6119402985074627,0.3103448275862069,0.4318181818181819,0.45238095238095233,0.18181818181818182,0.2,0,2019
2018-10-24,regular,MEM,SAC,MEM,0.22222222222222232,0.2727272727272727,0.2522875816993464,0.6865671641791045,0.4482758620689655,0.4545454545454546,0.23809523809523808,0.3181818181818182,0.30000000000000004,0,2019
2018-10-24,regular,SAC,SAC,MEM,0.2685185185185186,0.36602870813397126,0.3346405228758169,0.5061058344640434,0.5172413793103449,0.5909090909090909,0.26190476190476186,0.3181818181818182,0.25,1,2019
2018-10-24,regular,GSW,GSW,WAS,0.7037037037037037,0.7344497607655502,0.49411764705882355,0.891451831750339,0.3448275862068966,0.5,0.6904761904761905,0.2727272727272727,0.25,1,2019
2018-10-24,regular,WAS,GSW,WAS,0.5,0.43779904306220097,0.273202614379085,0.9036635006784259,0.24137931034482757,0.25,0.33333333333333326,0.3181818181818182,0.05,0,2019
2018-10-25,regular,CLE,DET,CLE,0.32407407407407407,0.4593301435406698,0.3346405228758169,0.8195386702849388,0.24137931034482757,0.15909090909090906,0.23809523809523808,0.5,0.05,0,2019
2018-10-25,regular,DET,DET,CLE,0.38888888888888884,0.6148325358851674,0.4130718954248366,0.4382632293080054,0.4482758620689655,0.4318181818181819,0.30952380952380953,0.18181818181818182,0.25,1,2019
2018-10-25,regular,ORL,ORL,POR,0.42592592592592604,0.5526315789473684,0.4222222222222223,0.7286295793758479,0.3793103448275862,0.2954545454545454,0.5,0.2272727272727273,0.35000000000000003,0,2019
2018-10-25,regular,POR,ORL,POR,0.5555555555555556,0.6770334928229664,0.431372549019608,0.739484396200814,0.41379310344827586,0.36363636363636365,0.38095238095238093,0.2727272727272727,0.30000000000000004,1,2019
2018-10-25,regular,BOS,OKC,BOS,0.3055555555555556,0.2751196172248803,0.34901960784313724,0.6295793758480326,0.3448275862068966,0.4318181818181819,0.26190476190476186,0.3181818181818182,0.05,1,2019
2018-10-25,regular,OKC,OKC,BOS,0.25,0.2990430622009569,0.2261437908496732,0.40298507462686567,0.5517241379310345,0.5681818181818182,0.26190476190476186,0.2272727272727273,0.30000000000000004,0,2019
2018-10-25,regular,DEN,LAL,DEN,0.42592592592592604,0.5526315789473684,0.24052287581699347,0.7286295793758479,0.3448275862068966,0.40909090909090906,0.33333333333333326,0.36363636363636365,0.25,0,2019
2018-10-25,regular,LAL,LAL,DEN,0.4907407407407407,0.5526315789473684,0.3503267973856209,0.7639077340569875,0.3103448275862069,0.38636363636363635,0.45238095238095233,0.5909090909090909,0.15000000000000002,1,2019
2018-10-26,regular,CHA,CHA,CHI,0.6203703703703705,0.7200956937799043,0.4718954248366013,0.9158751696065126,0.3793103448275862,0.5227272727272727,0.5238095238095237,0.4545454545454546,0.5,1,2019
2018-10-26,regular,CHI,CHA,CHI,0.35185185185185186,0.3971291866028708,0.47973856209150334,0.6295793758480326,0.27586206896551724,0.2272727272727273,0.30952380952380953,0.2272727272727273,0.35000000000000003,0,2019
